Target_Gene,Timepoint,Dosage,RTN_A_median,RTN_A_CI_lower,RTN_A_CI_upper,RTN_B_median,RTN_B_CI_lower,RTN_B_CI_upper,Predictive_Effect_median,Predictive_Effect_CI_lower,Predictive_Effect_CI_upper
Mgst1,T10,0.6nM,0.005671810181270252,0.005272065377632697,0.006333187453695533,0.005861026669793601,0.0052689124329654245,0.006335332712781279,-0.021924088523789728,-0.06783701542299611,0.004560368967912672
Mgst1,T10,3.5nM,0.005834263445341342,0.005202359659659639,0.006245436725926323,0.005861026669793601,0.0052689124329654245,0.006335332712781279,-0.036096549258187775,-0.09823104966448039,0.06394970401435673
Mgst1,T13,0.6nM,0.005792805675385276,0.005009326800927266,0.006509289395556549,0.005819081184460504,0.005196493754387792,0.006472246484728042,-0.006041200202046624,-0.08232746539381053,0.08012925306643204
Mgst1,T13,3.5nM,0.005682069412487317,0.0052637205359573076,0.0061831739095249,0.005819081184460504,0.005196493754387792,0.006472246484728042,-0.046894221713388716,-0.13351873202480366,0.04561949513947469
Mgst1,T7,0.6nM,0.005707374155800583,0.005098037815390961,0.005890984184065622,0.005616361768157871,0.005291112254312009,0.00598351529162053,0.01582377013603173,-0.08119527391710954,0.03853842935328998
Mgst1,T7,3.5nM,0.005589605519732891,0.005031237352840591,0.005811348402597131,0.005616361768157871,0.005291112254312009,0.00598351529162053,-0.008888781112938024,-0.0750649173698235,0.027108667833264155
Mtap,T10,0.6nM,0.005201467475217559,0.004909334401814845,0.005474699720796528,0.005148380040389792,0.004715694638408084,0.005504519433670174,0.027750950615296623,-0.017003499066209696,0.06722838045716585
Mtap,T10,3.5nM,0.005150937494160759,0.005002157239736207,0.005468200335166914,0.005148380040389792,0.004715694638408084,0.005504519433670174,0.03763941345458667,-0.012637343960017946,0.09340512440106034
Mtap,T13,0.6nM,0.005040585887010966,0.004686804380767571,0.005547573178191144,0.005057561160022634,0.00460307423007682,0.005366273888772746,0.02786305282176147,-0.04248107624903456,0.085574271947222
Mtap,T13,3.5nM,0.005055884549753314,0.004855627610332773,0.005643489696442462,0.005057561160022634,0.004590786426657771,0.005366273888772746,0.07928022154248482,-0.029147510960867942,0.12198421741930841
Mtap,T7,0.6nM,0.00514448895597667,0.0050286294116532355,0.005432165587914999,0.005082764387331748,0.004920735870894043,0.0054078614402732275,0.021976634700734618,-0.0011111822955708964,0.0745985013739452
Mtap,T7,3.5nM,0.004999767220888908,0.004918695851745395,0.005441903951517477,0.005082764387331748,0.004895892189837919,0.005408184229511231,-1.861237615944912e-05,-0.06759910059124925,0.034841643502624066
Mtor,T10,0.6nM,0.005140672672549834,0.00486361072083422,0.00528874493648269,0.0051360378118192294,0.004912280397735106,0.005396013254982027,-0.0002923564946051135,-0.14172650098129164,0.1086731198202311
Mtor,T10,3.5nM,0.0053029647397460754,0.005160311401853418,0.005446955328327476,0.0051360378118192294,0.004912280397735106,0.00539613154286635,0.05390657512494089,0.006000093241560428,0.11300733976491217
Mtor,T13,0.6nM,0.005146000020451436,0.004754132336405871,0.00538015916332097,0.0050144805417357535,0.004758075854442693,0.0054138735240956415,-0.017321045571851684,-0.06530981945819546,0.08831500315742284
Mtor,T13,3.5nM,0.005248722134041251,0.004851067367188389,0.005536415192227741,0.0050144805417357535,0.004758075854442693,0.0054161084940615705,0.07627691558759572,-0.11085540000970892,0.2014766381015919
Mtor,T7,0.6nM,0.005321130200104385,0.005019418021928595,0.005556421989496824,0.0051748120496831265,0.005028623892259982,0.005575486747580715,-0.013647994182839945,-0.06196130369024866,0.05365431228148646
Mtor,T7,3.5nM,0.00525172407452256,0.005067937644502113,0.005436072350413334,0.0051748120496831265,0.005028623892259982,0.005576491143596929,0.0055190834072349065,-0.042844635988918606,0.04171851009893656
Muc1,T10,0.6nM,0.005216637449497711,0.004567052077764369,0.005764296521015442,0.005303339981349986,0.004925255626389,0.005686566903661247,-0.008479782418893985,-0.07440515744745421,0.0582353740802729
Muc1,T10,3.5nM,0.0053059881271919716,0.004422292344939143,0.005753579386001261,0.005303339981349986,0.004801550411271029,0.005676623655530915,-0.009177466587028432,-0.054225446511724396,0.04394023195663136
Muc1,T13,0.6nM,0.004824039615911605,0.0043454877007743815,0.005622013922022659,0.005198543927978687,0.00475359225067225,0.005840930509283868,-0.04573048402284635,-0.16722948759668563,0.06279486720171792
Muc1,T13,3.5nM,0.005095732620268441,0.004437379594355023,0.005297627645684026,0.005198543927978687,0.004757499375912896,0.005840930509283868,-0.03732366203549701,-0.13879819634265333,0.04412778541453477
Muc1,T7,0.6nM,0.005076419191349481,0.004800053258003162,0.0054029008121795775,0.005247949806999781,0.004818560012014648,0.005448203148027167,0.015263062263381377,-0.1383310553968567,0.04014613770183647
Muc1,T7,3.5nM,0.005148252527623683,0.004707757438870754,0.005439732115473699,0.005247949806999781,0.004818560012014648,0.005448203148027167,-0.035318064403348295,-0.056123643811795375,-0.004938995549789429
Muc5ac,T10,0.6nM,0.005406323244534727,0.005044479880793809,0.005852407368845541,0.00519611320690897,0.004920531690747698,0.005361779359971901,0.06570870060961191,-0.005273961143809704,0.11271311657413359
Muc5ac,T10,3.5nM,0.005226004381935495,0.0049608791900651455,0.006008864266384645,0.00519611320690897,0.004920531690747698,0.005361779359971901,0.013602717498755683,-0.0558033434059492,0.16190956529425862
Muc5ac,T13,0.6nM,0.005372897179043773,0.005195221866610938,0.005846994011866366,0.005221373461557011,0.00497921842520092,0.0054374099106826645,0.06372871390828773,0.018770068302968256,0.11979613503244577
Muc5ac,T13,3.5nM,0.005124934642216536,0.004919520643437377,0.006111588575172552,0.005221373461557011,0.004984309186896679,0.0054374099106826645,0.006421685115441618,-0.12250428001573982,0.19543937681121842
Muc5ac,T7,0.6nM,0.005397095923493423,0.005056448613749923,0.0055411508641301805,0.005303101265460364,0.004985813933165803,0.0055471626133506945,0.011592934103459815,-0.024390071687395112,0.044724543724360896
Muc5ac,T7,3.5nM,0.005382140990387505,0.0050075938725016875,0.005681110454166969,0.005303101265460364,0.004985813933165803,0.005628534269582549,0.017225348886125716,-0.018799889387846342,0.054481521154621244
Myc,T10,0.6nM,0.004942020156671864,0.004522631398359431,0.005284083214604145,0.005027645677538814,0.004615693390464265,0.0051468575083064945,-0.00493557419658535,-0.06659225094479113,0.06583294015020792
Myc,T10,3.5nM,0.005191281636720238,0.004748775360057167,0.005409274368199157,0.005027645677538814,0.004615693390464265,0.005168981934618995,0.047014072078944105,-0.04691766710805288,0.18077115586566897
Myc,T13,0.6nM,0.004886715390137645,0.004319528544082631,0.005374544028084611,0.00488468923665186,0.00439142876832806,0.005145598642893042,0.039227652548727045,-0.06580068016543512,0.10275839691698621
Myc,T13,3.5nM,0.005061804124066689,0.004467580361103713,0.005295359609302117,0.00488468923665186,0.0045885442114368844,0.00514654612376381,0.0851606540951146,-0.02003738853010769,0.13554123686898628
Myc,T7,0.6nM,0.005083913943582735,0.0047625311189082534,0.005382071356755345,0.004974123281590066,0.004723453123373814,0.005299598636125779,0.007445708672278653,-0.030532848509673215,0.03174865644920663
Myc,T7,3.5nM,0.005178260942411812,0.004698515113385596,0.005447585817857793,0.004974123281590066,0.004723675381282156,0.005299598636125779,0.0025966264251798188,-0.014368102018030968,0.07102638522611095
Mycl,T10,0.6nM,0.005568975382952749,0.005261838391973958,0.005788345799595678,0.005478897415561335,0.0049581774685034195,0.00599828719149672,-0.012054235254283384,-0.056026193153299944,0.13495505054594598
Mycl,T10,3.5nM,0.005460181243893682,0.005330100184895554,0.005797978389313871,0.005478897415561335,0.0049581774685034195,0.006033472841746425,0.009166304681273345,-0.04655945306274967,0.12676745661444394
Mycl,T13,0.6nM,0.005502022320875325,0.005153037863164802,0.005733873645857808,0.005392382936978957,0.004865361834203733,0.0058434239481316335,-0.013120267606143472,-0.039742326608948275,0.11483852926692772
Mycl,T13,3.5nM,0.00540963311006671,0.005267692169043184,0.0056875686430706745,0.005392382936978957,0.004865361834203733,0.0058434239481316335,-0.026168451897651913,-0.09959069664718018,0.10739472536149722
Mycl,T7,0.6nM,0.005664427700494126,0.005126352474434565,0.0058062037324590025,0.005484198049618667,0.005359883884042428,0.0057537286104687784,0.003003701793737293,-0.02245692497266952,0.0710460140940409
Mycl,T7,3.5nM,0.005546432229377547,0.00527630108883565,0.005745632303333791,0.005484198049618667,0.0053424493455383176,0.0057537286104687784,0.007340239921489135,-0.04577171587261999,0.06699629774331624
Mycn,T10,0.6nM,0.005155304735658722,0.004925260403119511,0.005562768957618116,0.005322069627560543,0.005033364184554244,0.005935247252698911,-0.05887362169157988,-0.09529891135175232,0.0024506398282329767
Mycn,T10,3.5nM,0.005316210621256088,0.0047713288819625,0.005902654576802421,0.005322069627560543,0.005033364184554244,0.0059323147075455536,-0.039150129468083675,-0.12237296208117684,0.10988452348479887
Mycn,T13,0.6nM,0.005211561449683964,0.004859636478790645,0.005769326826317457,0.005256751562304548,0.005029844356067703,0.005765228576341846,-0.06841838246078533,-0.1348748410312046,-0.02044853472392694
Mycn,T13,3.5nM,0.005251095335065454,0.004937772987920249,0.005647093124971129,0.005256751562304548,0.005023237631570713,0.005689007987640072,-0.02391295342593259,-0.21186688822775232,0.017307878769809167
Mycn,T7,0.6nM,0.005217431167709677,0.0050742320249359575,0.0053834830047668125,0.005478370795725353,0.005314803498850644,0.005738973450869999,-0.06227671371708234,-0.129598408491654,-0.035098254824644654
Mycn,T7,3.5nM,0.005261640507087701,0.00496900087261433,0.005456213243134318,0.005478370795725353,0.005313882227013128,0.005738973450869999,-0.059336004396751366,-0.1370701799811347,0.011396681757540036
NT,T10,0.6nM,0.0055096582690950125,0.005371402759388534,0.005578396876593114,0.005447474859170136,0.0053767309148301514,0.005541552953973839,0.008454729809477323,-0.015657465102237842,0.0230127239304717
NT,T10,3.5nM,0.005505395131804753,0.0053956833208199505,0.005579872270663371,0.005447474859170136,0.005367043078319319,0.005538676801276283,0.00029295076233808745,-0.0170507458903737,0.013090060849138066
NT,T13,0.6nM,0.005495047710025607,0.00540987180754782,0.0055756524209824255,0.005450190184157595,0.00537731793017341,0.005527162427197643,0.007953156949413655,-0.01178371207356311,0.02140381885243874
NT,T13,3.5nM,0.005427714303956899,0.005359914535142884,0.005585837869829789,0.005450190184157595,0.00537731793017341,0.005527162427197643,0.010690548745413546,-0.023723110061731844,0.02970365628232219
NT,T7,0.6nM,0.005464224856578726,0.005410818788691894,0.005543979810363091,0.00549417982165485,0.005425799289318437,0.0055444668907147785,0.007060562863585161,-0.009531117301913148,0.020619352920367116
NT,T7,3.5nM,0.005469008723166126,0.0054146996181507825,0.00552567997085862,0.00549417982165485,0.005425799289318437,0.0055444668907147785,-0.0023531072122142138,-0.012254542300201343,0.014220301115719024
Nf1,T10,0.6nM,0.005250750286213777,0.00500722703629418,0.005965406909070262,0.005189516062918999,0.004640447603134588,0.0056951593236846685,0.02178569422662543,-0.07548634207467383,0.10837704021089434
Nf1,T10,3.5nM,0.0055487410556688856,0.00484428968804394,0.00642819070364969,0.005189516062918999,0.004640447603134588,0.005698606269717486,0.08901464774975557,-0.013255695868684816,0.1844787892712072
Nf1,T13,0.6nM,0.005711823497700011,0.004563493099620627,0.006780907264307096,0.005146603081720476,0.004565674765189017,0.006161128965680266,0.07818731256350611,0.010647330365240277,0.1455679262341909
Nf1,T13,3.5nM,0.005624646974297878,0.004717020659250695,0.006549468097601583,0.005146603081720476,0.004565674765189017,0.006130590732524714,0.07905690707318774,-0.00028520277045256657,0.20395889402390044
Nf1,T7,0.6nM,0.005384015791226869,0.004777170769961709,0.005847255410430284,0.005413765417133678,0.005080893812812862,0.006035094630645861,-0.024585394601278496,-0.16890092375880245,0.010102089884868066
Nf1,T7,3.5nM,0.005832819857294117,0.004808252662164991,0.0063338657515567215,0.005413765417133678,0.005080893812812862,0.006035094630645861,-0.026995750275536565,-0.10037760558674919,0.10560412374520428
Nf2,T10,0.6nM,0.005855562065095722,0.005454963021301901,0.006251385608206771,0.006164929282354745,0.0055487364137964765,0.006777448257161188,-0.07468221774671945,-0.19342252161562987,0.08217663866254134
Nf2,T10,3.5nM,0.005958406275089135,0.005539883368972614,0.006661101441856287,0.006164929282354745,0.005567185833296238,0.006488374427679258,0.00469478628150041,-0.09686176070270369,0.06263136929776772
Nf2,T13,0.6nM,0.006053943168195441,0.005594425622136934,0.006823695551859393,0.006402258825022641,0.005546789561531139,0.006956006430415723,-0.029108189341445944,-0.0941067787110391,0.03815614500243735
Nf2,T13,3.5nM,0.005895943762875984,0.005237653632370801,0.006642428537493011,0.006402258825022641,0.005546789561531139,0.006947014064904056,-0.014676567582609929,-0.1634089046325009,0.0024363214115792012
Nf2,T7,0.6nM,0.006035480626509262,0.005511862530874866,0.00639332096451336,0.0061515156573476865,0.00528733459527624,0.006461973522496441,0.01296498837640411,-0.0704997673144459,0.10897352376917796
Nf2,T7,3.5nM,0.00612788517972954,0.005517198469441371,0.0064278026571173,0.0061515156573476865,0.00528733459527624,0.006461346605461363,0.024088300968247392,-0.08289064730487393,0.124361348804433
Nfe2l2,T10,0.6nM,0.005323347265145176,0.005062205557744362,0.0062349102421655886,0.00562435087717093,0.005339882881388493,0.006566124637570578,-0.09977089684856066,-0.1706239264268891,-0.04744696996269595
Nfe2l2,T10,3.5nM,0.005297964295523732,0.005012586941490709,0.0059680977477859914,0.00562435087717093,0.00530847444212218,0.006566124637570578,-0.1188489370736327,-0.1691045114342792,-0.060906881448499386
Nfe2l2,T13,0.6nM,0.005580459955766188,0.005204999985318367,0.00617694740190401,0.005748425053972581,0.005567646309577472,0.007127564239382297,-0.1412643870824771,-0.26859492876340385,-0.06752627283421947
Nfe2l2,T13,3.5nM,0.00539502548776614,0.005154096194303989,0.0063119168371453555,0.005748425053972581,0.005583712167961658,0.007333148281067959,-0.15864275534929276,-0.26913929759198363,-0.07201880510617649
Nfe2l2,T7,0.6nM,0.005382895411852355,0.005076537877582263,0.005859668408729934,0.005538055634775146,0.005174425549704882,0.006618500611447107,-0.053744679572985954,-0.17786658128932592,-0.008410124261910581
Nfe2l2,T7,3.5nM,0.005455147477884582,0.005081129918320563,0.0059471447904875935,0.005538055634775146,0.005174744755202564,0.006616071417835074,-0.07496838626044908,-0.12616831025918415,-0.006066465661405994
Nras,T10,0.6nM,0.005534207972919847,0.005425665408692752,0.006112875738694991,0.005652334604909116,0.00515076152327964,0.006300024319758514,0.05218508673382189,-0.0728475087582803,0.10061776741740176
Nras,T10,3.5nM,0.005912563652179341,0.005664249628268458,0.006278393615795313,0.005652334604909116,0.005146098403454684,0.006300024319758514,0.1462263874976196,-0.04839677958347785,0.241733153971047
Nras,T13,0.6nM,0.005982038240860835,0.00550993262153182,0.006590638062986945,0.005659859150145566,0.004831149298743435,0.006517923476692087,0.13792222032959744,-0.011555419146711349,0.22464581878625306
Nras,T13,3.5nM,0.005991670420510313,0.005410185283824067,0.00668272742451262,0.005659859150145566,0.004831149298743435,0.006517923476692087,0.16702975367513273,-0.04405826011852115,0.2854886288191913
Nras,T7,0.6nM,0.005634156390694159,0.0052364847560045545,0.00598310181479298,0.005667925447663927,0.005137269916931402,0.006244792320760835,0.009030460696796775,-0.06621271643769674,0.08897949455336507
Nras,T7,3.5nM,0.005553186793250167,0.005347877304951779,0.006133990278542476,0.005667925447663927,0.005137269916931402,0.006275275715351556,0.0319727671030079,-0.061947440831218996,0.15498228768048444
Nsd3,T10,0.6nM,0.005204465653626597,0.005095400962841162,0.005602257914942631,0.004893522153602452,0.00466071514050003,0.00564595320533164,0.10270077388136048,0.013626499501475039,0.15191458831714677
Nsd3,T10,3.5nM,0.005392642439934,0.004991166723940189,0.005638652965215956,0.004893522153602452,0.00466071514050003,0.00564595320533164,0.04287566977513553,-0.013272075018105036,0.24458112566826382
Nsd3,T13,0.6nM,0.005227448070217298,0.004759072697324341,0.005547209480883868,0.00486417838899148,0.004575836665781323,0.005701107943739013,0.042067026390991316,-0.028906668635296184,0.14335403319984144
Nsd3,T13,3.5nM,0.005304252706573656,0.004886052208519641,0.005628128458680244,0.00486417838899148,0.004623098375145009,0.005701107943739013,0.04663828524928018,-0.02551732019857249,0.25419755872185684
Nsd3,T7,0.6nM,0.00499815122600691,0.0048687039833834,0.005539324472992158,0.005027928975216965,0.004712276633101416,0.005461453959039149,0.027662793004512194,-0.018233208957133568,0.08319049527389505
Nsd3,T7,3.5nM,0.0052827817359934175,0.004906810953711522,0.00555030633117901,0.005027928975216965,0.004724375810302027,0.005461453959039149,0.022508255374980402,-0.009473897656881888,0.14712422780690582
Palb2,T10,0.6nM,0.005392794444074044,0.00510762518956648,0.0057420246201479565,0.005403183379528077,0.005152730789240605,0.005994717036098516,0.02508667378706952,-0.10953731828217741,0.10186542443906474
Palb2,T10,3.5nM,0.005507489011149161,0.005172349294445862,0.005725290320129075,0.005403183379528077,0.005152730789240605,0.005994717036098516,0.003089756678600895,-0.029343177176851917,0.03689215205060837
Palb2,T13,0.6nM,0.005588045182023134,0.00507215845119016,0.006074185355148249,0.005376741511548896,0.005124195696090538,0.005800551745716647,0.019834802127940337,-0.09962390999187767,0.08906653711327832
Palb2,T13,3.5nM,0.005647883728999301,0.005089451174266622,0.00592141153643723,0.005376741511548896,0.005124195696090538,0.005886631187832337,0.014659971285435216,-0.13234848686247588,0.14609399275293206
Palb2,T7,0.6nM,0.0054834265964627295,0.005153301657222532,0.006289671276217534,0.005486381338089097,0.005402512295445159,0.0059293708592436795,-0.00703529572787862,-0.07363467348944636,0.05991533284331082
Palb2,T7,3.5nM,0.005570507573487905,0.005083894254996498,0.005872982643994182,0.005486381338089097,0.005401475854506369,0.005960039484794857,-0.029599796959429686,-0.08970994091786634,0.03988734070966972
Parp1,T10,0.6nM,0.005305608919382239,0.005058833549387043,0.0056855413270631965,0.005243391396460264,0.004929647000777032,0.005876035952293149,0.027896084385045428,-0.048193597547710146,0.06554480451035648
Parp1,T10,3.5nM,0.005470850506180569,0.005168095087226543,0.005725419827545667,0.005243391396460264,0.004907253620837108,0.005877322358758445,0.020975936010769164,-0.042565584566633535,0.14953049230749332
Parp1,T13,0.6nM,0.0053027834830463106,0.004807537600868702,0.00570534389371351,0.005244030906622394,0.004817841570962989,0.0058216810979720215,0.03981698875191582,-0.056163355970637985,0.08505974004946804
Parp1,T13,3.5nM,0.005501729278281707,0.005317815032499283,0.006037879705423111,0.005244030906622394,0.004855644355499079,0.0058216810979720215,0.10895828843572386,-0.0027121371522820653,0.17731846653804212
Parp1,T7,0.6nM,0.0053874720919736725,0.004945254831071285,0.005629442853969892,0.005323153868236463,0.004941766583016874,0.005688779721668357,-0.01905755615808199,-0.07743740697412242,0.0838376884983008
Parp1,T7,3.5nM,0.005226317694166638,0.0050057041658557785,0.005455167241266011,0.005323153868236463,0.004972126248853256,0.005728086091587234,-0.04893789762034097,-0.06927532906968899,0.05862249352654773
Parp2,T10,0.6nM,0.005143138939732941,0.004790198729118356,0.005420344045531467,0.004939039516728341,0.0045344114978188976,0.005833854167097624,-0.007349116201093358,-0.16334693677829232,0.08278102180088828
Parp2,T10,3.5nM,0.0050026821487799715,0.004697011589291972,0.0056973340590460355,0.004939039516728341,0.004435878224859871,0.005833854167097624,0.023164929096226507,-0.06525316377823769,0.08549151415081718
Parp2,T13,0.6nM,0.004907954727751117,0.004592717035374699,0.005699876179716499,0.0048950835891858925,0.004301634446413303,0.005794301440401809,0.010249016488669981,-0.059478980291921946,0.14722888509382012
Parp2,T13,3.5nM,0.005059026162475293,0.004525647126242104,0.005861507104009592,0.0048950835891858925,0.004301634446413303,0.005794301440401809,0.014102838493217269,-0.09022864632261614,0.1702617427069581
Parp2,T7,0.6nM,0.005214163412157262,0.005005043933904721,0.005690402625373718,0.005097937472152122,0.004774957312717872,0.005645816610833225,0.012827549336434088,-0.17409547070165252,0.07507766218125399
Parp2,T7,3.5nM,0.005262074794989803,0.005161383392459469,0.005487480062837483,0.005097937472152122,0.00483754432750178,0.005872130354452285,-0.01736834721966057,-0.099216280956325,0.09240782767818426
Pax8,T10,0.6nM,0.005280438738888781,0.004873251026768463,0.0056843361487433994,0.005276581591635165,0.0050482774498291924,0.005759697552577489,0.011938168984163527,-0.11154680794227949,0.07759515540567974
Pax8,T10,3.5nM,0.005320772989573667,0.0049564888251030625,0.005507234182078618,0.005276581591635165,0.005040438968240477,0.005759697552577489,-0.017056114500341654,-0.060951764962947436,0.051026232389965745
Pax8,T13,0.6nM,0.00522907586635125,0.004728624164213851,0.0054484075044987975,0.0054190139983905615,0.004853278336049457,0.005800790695300232,-0.01963282860579071,-0.19008281359424706,0.014942829100159205
Pax8,T13,3.5nM,0.00507511951366238,0.004959567675011572,0.00539730940552169,0.0054190139983905615,0.004853278336049457,0.005801520576529743,-0.04124068486131589,-0.09731671724624211,0.06513327990436989
Pax8,T7,0.6nM,0.005298171124710349,0.005052523475131642,0.005548178315022008,0.005214982925160975,0.005030336136933609,0.005448338431913921,0.038402406992987984,-0.10278703734524627,0.07289650105286873
Pax8,T7,3.5nM,0.0053222576760135806,0.0050598094817341874,0.0056748415851987765,0.005214982925160975,0.005030336136933609,0.00545138279319538,0.024882881095123825,-0.045224053349992514,0.05797812024516355
Pbrm1,T10,0.6nM,0.0053926499415447235,0.005071040154693657,0.005673466436876427,0.005455124325318476,0.00498597291866291,0.005804674721752291,0.00980615523956071,-0.1280134660420286,0.12858212604347716
Pbrm1,T10,3.5nM,0.005451371559240055,0.004904426520153847,0.0057553348242915855,0.005455124325318476,0.0050918724048402255,0.005804674721752291,-0.005935278371268625,-0.11756403611441989,0.10010126478642914
Pbrm1,T13,0.6nM,0.005555250923450795,0.005047188229722279,0.0058716620802403635,0.0052962160185025635,0.004817151606188587,0.005773762097620967,0.05691428880783598,-0.03897875915472246,0.1437154957317044
Pbrm1,T13,3.5nM,0.005411583480886947,0.004804734252813487,0.006122618318957139,0.0052962160185025635,0.004817192042487761,0.005933093828318699,0.06971802656137036,-0.09770715416550316,0.12967495482578104
Pbrm1,T7,0.6nM,0.005711461264745524,0.005280679294568566,0.006045455810104707,0.005345381266401168,0.005126789367374921,0.005838152626847265,0.0909368356236635,0.019796153212580346,0.13234828159001494
Pbrm1,T7,3.5nM,0.005622596292418614,0.005237181997291595,0.005796808807451319,0.005345381266401168,0.005126789367374921,0.005838152626847265,0.043769895956675825,-0.04267450320288436,0.08428372453342127
Pcna,T10,0.6nM,0.005311221547563258,0.004195555807883555,0.005857546686771819,0.005357186451390834,0.004695418388296751,0.005791563368085792,-0.021212649917019676,-0.07324206620089281,-0.000678000361099581
Pcna,T10,3.5nM,0.00514681686412493,0.004660558993080565,0.006213812553752375,0.005357186451390834,0.004695418388296751,0.0056761188093749715,0.00901712717879722,-0.08185090170299503,0.0584697671736087
Pcna,T13,0.6nM,0.005012244807160539,0.004229103713715445,0.00551403516453667,0.005368012469939119,0.0043374045914480915,0.005744361604511208,-0.07374201638153016,-0.10934366534775501,-0.015523885828677603
Pcna,T13,3.5nM,0.005131761856691185,0.004524463300138765,0.005675437318025261,0.005368012469939119,0.004485522434057141,0.005742012473740342,0.016178544901768045,-0.06597686594093165,0.05781230776120767
Pcna,T7,0.6nM,0.005325397263175981,0.005163191754521746,0.005551314195983479,0.0052734659874270375,0.00492508288372756,0.005626656871833127,0.012252571330329372,-0.018069246871108845,0.045853840405805674
Pcna,T7,3.5nM,0.0052487603729997594,0.004799084688337696,0.0057168482446900756,0.0052734659874270375,0.00492508288372756,0.0056582551907409856,-0.01741563740973562,-0.03738873155944451,0.004763115992149833
Pdgfra,T10,0.6nM,0.005133919538169671,0.00485067676160997,0.0053164244787930635,0.005112397800410404,0.004717943679201206,0.0054258898945663304,0.005788322220449201,-0.0701680183305979,0.11040843080076226
Pdgfra,T10,3.5nM,0.0051227454835723624,0.005009430546445276,0.005416749845704059,0.005112397800410404,0.004717943679201206,0.005470846928984523,0.0015827612324334252,-0.06998154998946651,0.14210663380846114
Pdgfra,T13,0.6nM,0.005170763470558268,0.004721055020476124,0.005470855700521196,0.005138057737000136,0.004540437737619226,0.0054796167027824074,0.020557272408698556,-0.12280665988422373,0.09349976522544155
Pdgfra,T13,3.5nM,0.005259357869200346,0.005061995404308102,0.005492568550738989,0.005138057737000136,0.004540437737619226,0.005492869053926293,0.0713622256343056,-0.052162612435141045,0.21050515124179103
Pdgfra,T7,0.6nM,0.005250633272104531,0.005147651342622717,0.005523237869043816,0.005376778707555057,0.0051754874875524,0.00548093982804282,0.015458960416852553,-0.11486511101716487,0.03538464146458679
Pdgfra,T7,3.5nM,0.0052470952600048755,0.0050346858555358484,0.00553333066530703,0.005376778707555057,0.005183287926562483,0.005485544450603171,-0.01933377104992986,-0.07052089565888622,0.033826275601929814
Pdgfrb,T10,0.6nM,0.0052472737892710645,0.004897705819515764,0.0056661706110591875,0.005387201313379823,0.005026129403072831,0.005573665408723334,-0.0033447934449165715,-0.08167176323530577,0.09947546231715164
Pdgfrb,T10,3.5nM,0.005062060075406952,0.004780307107973511,0.005974090813692993,0.005387201313379823,0.005112047599841137,0.005543700211447315,-0.019318469491680305,-0.1545637141921438,0.1251525146238455
Pdgfrb,T13,0.6nM,0.005034185093336557,0.004605134226448524,0.006057217108201123,0.005132062026059255,0.00467126230119469,0.005639131515770136,-0.050179736706080516,-0.10221040835544272,0.10092588416603696
Pdgfrb,T13,3.5nM,0.00502142733015969,0.004857602244988485,0.006177862791187708,0.005132062026059255,0.004647453929615996,0.005639131515770136,0.05266116115398817,-0.07821567084227246,0.15290737583671823
Pdgfrb,T7,0.6nM,0.0053918659966119475,0.005065915048615573,0.0057913102891438365,0.0052302006498648815,0.00504580571790001,0.005652887411405787,0.01977136864313339,-0.0352579986627482,0.027134547211469937
Pdgfrb,T7,3.5nM,0.005354453184201929,0.004925767435105788,0.005640308498337529,0.0052302006498648815,0.00504580571790001,0.005652887411405787,-0.01186339604592056,-0.09722315965350163,0.0603577598080608
Pik3ca,T10,0.6nM,0.005586625840903042,0.005413719248622089,0.005753605652655708,0.005166757444500197,0.004959452390525913,0.0058465450108648315,0.09676498122724897,-0.023117979094431994,0.1546082150691923
Pik3ca,T10,3.5nM,0.005274570701030527,0.004866791501632425,0.005754099009185857,0.005166757444500197,0.004893581641917833,0.0058465450108648315,-0.02523011221564892,-0.08208167448460534,0.04896169836374902
Pik3ca,T13,0.6nM,0.005503392978876698,0.004779241968063396,0.00569766366086868,0.005085585412898846,0.00464967425607409,0.0058054990071424286,0.06249595849883558,-0.027158890303623798,0.11603446957548257
Pik3ca,T13,3.5nM,0.005094728757841952,0.004850503621980701,0.005791797812212718,0.005085585412898846,0.0046511151474526845,0.0058054990071424286,0.03038545912358959,-0.053752806299499314,0.08673617051077888
Pik3ca,T7,0.6nM,0.0056054380232144155,0.0053416694535138205,0.005847356358305303,0.005427735353370088,0.005092597820336313,0.005765724489809113,0.019269556136537854,-0.010620088752049695,0.1178572642479708
Pik3ca,T7,3.5nM,0.005407285461411434,0.00512981061419716,0.0055208498440249745,0.005427735353370088,0.005092597820336313,0.0056882554569022,-0.016735277955114907,-0.06578558114280744,0.037405308105676376
Pik3cb,T10,0.6nM,0.005462476368619774,0.005314583951585839,0.006107341379446063,0.005689756509419176,0.005264086325427557,0.006010361248356699,-0.004315063213157232,-0.09040021009721837,0.07448184838464648
Pik3cb,T10,3.5nM,0.005414222035350637,0.005332152713208634,0.006132795103941687,0.005689756509419176,0.005264086325427557,0.005950918000540598,-0.030262194084236093,-0.09178014580820179,0.09084773086920107
Pik3cb,T13,0.6nM,0.005466419695463392,0.005289371676203318,0.006342230188096291,0.005483444464926951,0.005220837100224477,0.005886188120184438,0.03424542669970958,-0.03820889780558436,0.08016755009336395
