shRNA_ID,Target_Gene,RTN_A,RTN_B,Predictive_Effect,Timepoint,Dosage,Gene_Category,Sort_Order
Aurka_01,Aurka,0.004498246429747154,0.00488193912612654,-0.11809160679377868,T7,3.5nM,Other,4
Aurka_02,Aurka,0.005722298208233746,0.005681435192878085,0.010339266950039146,T7,3.5nM,Other,4
Aurka_03,Aurka,0.005540737509405651,0.005327642587759315,0.05658072099160617,T7,3.5nM,Other,4
Aurka_04,Aurka,0.0059533303271406155,0.005980517286297672,-0.006573329956482097,T7,3.5nM,Other,4
Aurka_05,Aurka,0.004724486392142903,0.004897127641682722,-0.051778300058849154,T7,3.5nM,Other,4
Aurka_06,Aurka,0.00592077990954784,0.005368251575329223,0.14133494317788814,T7,3.5nM,Other,4
Aurka_07,Aurka,0.005084254617604551,0.005540535061690898,-0.12398902545436469,T7,3.5nM,Other,4
Aurka_08,Aurka,0.005079624414787495,0.0050396916073321045,0.011386374772613122,T7,3.5nM,Other,4
Aurka_09,Aurka,0.005163039378211987,0.0055924183260799626,-0.11525168024582878,T7,3.5nM,Other,4
Aurka_10,Aurka,0.0049516324753149715,0.0050892017335122715,-0.03953514271837305,T7,3.5nM,Other,4
Aurka_01,Aurka,0.004863455345844079,0.004646224738239952,0.06592273255626555,T10,0.6nM,Other,4
Aurka_02,Aurka,0.005058950261857421,0.005380092793891697,-0.0887930010253734,T10,0.6nM,Other,4
Aurka_03,Aurka,0.005509011742487475,0.005629169716376911,-0.03112860730663952,T10,0.6nM,Other,4
Aurka_04,Aurka,0.005957614507634053,0.005851411375102525,0.02595012750079735,T10,0.6nM,Other,4
Aurka_05,Aurka,0.004255753098011208,0.004840671071738562,-0.18579261121392251,T10,0.6nM,Other,4
Aurka_06,Aurka,0.0054546909789222695,0.005501655744742048,-0.01236840188591516,T10,0.6nM,Other,4
Aurka_07,Aurka,0.004802141482406401,0.004985445449402897,-0.054044505750970834,T10,0.6nM,Other,4
Aurka_08,Aurka,0.005845686765623685,0.004942141624143377,0.2422361723160919,T10,0.6nM,Other,4
Aurka_09,Aurka,0.005683908646466445,0.005003908969918048,0.1838278227959424,T10,0.6nM,Other,4
Aurka_10,Aurka,0.005168136765737273,0.0049580869877843495,0.059860665755953855,T10,0.6nM,Other,4
Aurka_01,Aurka,0.004382859595931769,0.004646224738239952,-0.08418647595876312,T10,3.5nM,Other,4
Aurka_02,Aurka,0.005710173665701122,0.005380092793891697,0.08590356741483206,T10,3.5nM,Other,4
Aurka_03,Aurka,0.005495941492402951,0.005629169716376911,-0.03455549944214862,T10,3.5nM,Other,4
Aurka_04,Aurka,0.006096142065078036,0.005851411375102525,0.0591118755934542,T10,3.5nM,Other,4
Aurka_05,Aurka,0.004449974353674745,0.004840671071738562,-0.1214100435244365,T10,3.5nM,Other,4
Aurka_06,Aurka,0.005644747482721721,0.005501655744742048,0.0370431749255978,T10,3.5nM,Other,4
Aurka_07,Aurka,0.005713111495884225,0.004985445449402897,0.19655427038835482,T10,3.5nM,Other,4
Aurka_08,Aurka,0.005213001175706853,0.004942141624143377,0.076977831559327,T10,3.5nM,Other,4
Aurka_09,Aurka,0.005340915068017924,0.005003908969918048,0.09403139794190672,T10,3.5nM,Other,4
Aurka_10,Aurka,0.005061684009859136,0.0049580869877843495,0.02983386269194691,T10,3.5nM,Other,4
Aurka_01,Aurka,0.0045688675147011895,0.0048343105690937934,-0.0814735499431653,T13,0.6nM,Other,4
Aurka_02,Aurka,0.004793140637312496,0.00502866940738978,-0.06920544027373231,T13,0.6nM,Other,4
Aurka_03,Aurka,0.005565868588467682,0.005811648106349846,-0.06234050415304005,T13,0.6nM,Other,4
Aurka_04,Aurka,0.005641059371484356,0.0061594894468399945,-0.1268446512871307,T13,0.6nM,Other,4
Aurka_05,Aurka,0.004615563951800911,0.004700266532213984,-0.026235634177890346,T13,0.6nM,Other,4
Aurka_06,Aurka,0.006124088120716587,0.005551042127003809,0.14173640042024602,T13,0.6nM,Other,4
Aurka_07,Aurka,0.005620264275058958,0.005234986964301183,0.10245202549899475,T13,0.6nM,Other,4
Aurka_08,Aurka,0.005417950059461014,0.004711045389043394,0.20169986353996916,T13,0.6nM,Other,4
Aurka_09,Aurka,0.005503000400531954,0.00514489247205152,0.09707750847953342,T13,0.6nM,Other,4
Aurka_10,Aurka,0.005846433163528199,0.005462968126572754,0.09787171697408086,T13,0.6nM,Other,4
Aurka_01,Aurka,0.004306636718352974,0.0048343105690937934,-0.16674852694022682,T13,3.5nM,Other,4
Aurka_02,Aurka,0.005758688878935096,0.00502866940738978,0.19556366906065784,T13,3.5nM,Other,4
Aurka_03,Aurka,0.005550779206985516,0.005811648106349846,-0.06625704259243682,T13,3.5nM,Other,4
Aurka_04,Aurka,0.005787442030104337,0.0061594894468399945,-0.08988493481019551,T13,3.5nM,Other,4
Aurka_05,Aurka,0.004659443907435956,0.004700266532213984,-0.012584785000835581,T13,3.5nM,Other,4
Aurka_06,Aurka,0.006388054966828986,0.005551042127003809,0.20261808486355262,T13,3.5nM,Other,4
Aurka_07,Aurka,0.004823381867270335,0.005234986964301183,-0.11814091186369255,T13,3.5nM,Other,4
Aurka_08,Aurka,0.004926092558766871,0.004711045389043394,0.06439650373147288,T13,3.5nM,Other,4
Aurka_09,Aurka,0.005545200670487344,0.00514489247205152,0.10809874458569328,T13,3.5nM,Other,4
Aurka_10,Aurka,0.005279116822173621,0.005462968126572754,-0.04938841380135995,T13,3.5nM,Other,4
Aurkb_01,Aurkb,0.0044738469185778085,0.0044094623714335405,0.020913128288881182,T7,0.6nM,Other,4
Aurkb_02,Aurkb,0.005317608046904281,0.0053382399700915885,-0.005586718281820558,T7,0.6nM,Other,4
Aurkb_03,Aurkb,0.005117940513346471,0.004651060612081823,0.13800363777683528,T7,0.6nM,Other,4
Aurkb_04,Aurkb,0.005986879515579131,0.0057480862509023374,0.058722526849060805,T7,0.6nM,Other,4
Aurkb_05,Aurkb,0.005272064273045478,0.005192485306997287,0.021942729977282846,T7,0.6nM,Other,4
Aurkb_06,Aurkb,0.005056562499632772,0.005187038066081851,-0.03675399722409925,T7,0.6nM,Other,4
Aurkb_07,Aurkb,0.004945396278828284,0.004833317949497849,0.03307222750323605,T7,0.6nM,Other,4
Aurkb_08,Aurkb,0.005482457144215818,0.005456598508818603,0.006820734023727338,T7,0.6nM,Other,4
Aurkb_09,Aurkb,0.006169719193206461,0.005966137950640893,0.048407492028854276,T7,0.6nM,Other,4
Aurkb_10,Aurkb,0.0053892787631256555,0.005594160798764122,-0.053829510512953635,T7,0.6nM,Other,4
Aurkb_01,Aurkb,0.004604733064759359,0.0044094623714335405,0.06251476174445855,T7,3.5nM,Other,4
Aurkb_02,Aurkb,0.005332522524801567,0.0053382399700915885,-0.001546005875355832,T7,3.5nM,Other,4
Aurkb_03,Aurkb,0.0047448708762331294,0.004651060612081823,0.028809086215968283,T7,3.5nM,Other,4
Aurkb_04,Aurkb,0.005690914295694756,0.0057480862509023374,-0.014421256948774745,T7,3.5nM,Other,4
Aurkb_05,Aurkb,0.006113196602122196,0.005192485306997287,0.23550173659756032,T7,3.5nM,Other,4
Aurkb_06,Aurkb,0.00554578645290814,0.005187038066081851,0.09648110752474189,T7,3.5nM,Other,4
Aurkb_07,Aurkb,0.00477229115650668,0.004833317949497849,-0.01833183825173895,T7,3.5nM,Other,4
Aurkb_08,Aurkb,0.005404608837573894,0.005456598508818603,-0.01381168987160525,T7,3.5nM,Other,4
Aurkb_09,Aurkb,0.006246309946958217,0.005966137950640893,0.06620682239074153,T7,3.5nM,Other,4
Aurkb_10,Aurkb,0.005487192354799593,0.005594160798764122,-0.027853572586285468,T7,3.5nM,Other,4
Aurkb_01,Aurkb,0.004229086670938423,0.0037114914448083823,0.18834708391982338,T10,0.6nM,Other,4
Aurkb_02,Aurkb,0.005347207001326734,0.005224050751338259,0.03361661484745792,T10,0.6nM,Other,4
Aurkb_03,Aurkb,0.004199366294790719,0.004465918497366049,-0.08878528786164354,T10,0.6nM,Other,4
Aurkb_04,Aurkb,0.00578761098338181,0.006010667511014251,-0.054557263654831684,T10,0.6nM,Other,4
Aurkb_05,Aurkb,0.005409526893873566,0.005325547101627112,0.02257268119252127,T10,0.6nM,Other,4
Aurkb_06,Aurkb,0.005688837457644571,0.005101577904125854,0.1571903229671115,T10,0.6nM,Other,4
Aurkb_07,Aurkb,0.00412895907276635,0.004229377280169155,-0.034667142984764296,T10,0.6nM,Other,4
Aurkb_08,Aurkb,0.005023160003396103,0.005331616990535667,-0.08597791459663065,T10,0.6nM,Other,4
Aurkb_09,Aurkb,0.006275301845496467,0.006422113232632861,-0.03336324725899769,T10,0.6nM,Other,4
Aurkb_10,Aurkb,0.005219171795859519,0.00514601180058743,0.02036612553787364,T10,0.6nM,Other,4
Aurkb_01,Aurkb,0.004287781965272689,0.0037114914448083823,0.2082325029223334,T10,3.5nM,Other,4
Aurkb_02,Aurkb,0.005115686657928475,0.005224050751338259,-0.030241012559798396,T10,3.5nM,Other,4
Aurkb_03,Aurkb,0.004449604443585244,0.004465918497366049,-0.005279831797059086,T10,3.5nM,Other,4
Aurkb_04,Aurkb,0.005328474418936787,0.006010667511014251,-0.17380267945340677,T10,3.5nM,Other,4
Aurkb_05,Aurkb,0.00567885343898874,0.005325547101627112,0.09266993564683317,T10,3.5nM,Other,4
Aurkb_06,Aurkb,0.005481147963592493,0.005101577904125854,0.10353454302008983,T10,3.5nM,Other,4
Aurkb_07,Aurkb,0.003912950057992311,0.004229377280169155,-0.11218856436901936,T10,3.5nM,Other,4
Aurkb_08,Aurkb,0.005472051166990017,0.005331616990535667,0.037508575659740605,T10,3.5nM,Other,4
Aurkb_09,Aurkb,0.006216186270361818,0.006422113232632861,-0.047018367129020355,T10,3.5nM,Other,4
Aurkb_10,Aurkb,0.005135025201319471,0.00514601180058743,-0.003083408475367354,T10,3.5nM,Other,4
Aurkb_01,Aurkb,0.003986505074171906,0.003510846524085622,0.18330557493262845,T13,0.6nM,Other,4
Aurkb_02,Aurkb,0.004892629572783852,0.005137036939782031,-0.07032638933278802,T13,0.6nM,Other,4
Aurkb_03,Aurkb,0.004106442739637737,0.004341508184380221,-0.0803071223015047,T13,0.6nM,Other,4
Aurkb_04,Aurkb,0.00590756635988982,0.00547570459395961,0.10951931266751572,T13,0.6nM,Other,4
Aurkb_05,Aurkb,0.005446330825577835,0.004650864280612835,0.22778577801887195,T13,0.6nM,Other,4
Aurkb_06,Aurkb,0.005059918513858047,0.00540244534688887,-0.09449842072889802,T13,0.6nM,Other,4
Aurkb_07,Aurkb,0.003956949482963293,0.0036459448114222488,0.11809592352553432,T13,0.6nM,Other,4
Aurkb_08,Aurkb,0.005328982254628657,0.00516383069266788,0.04541832941877006,T13,0.6nM,Other,4
Aurkb_09,Aurkb,0.006385763581295835,0.006036345589616256,0.08118373668839952,T13,0.6nM,Other,4
Aurkb_10,Aurkb,0.0051067261759386,0.005174818248790103,-0.01910948940037694,T13,0.6nM,Other,4
Aurkb_01,Aurkb,0.004171007885025316,0.003510846524085622,0.24857710906493313,T13,3.5nM,Other,4
Aurkb_02,Aurkb,0.005068752828830892,0.005137036939782031,-0.019305633472659657,T13,3.5nM,Other,4
Aurkb_03,Aurkb,0.004688333706497538,0.004341508184380221,0.11087895811493333,T13,3.5nM,Other,4
Aurkb_04,Aurkb,0.005171121345173893,0.00547570459395961,-0.08256745806408251,T13,3.5nM,Other,4
Aurkb_05,Aurkb,0.006337307763108756,0.004650864280612835,0.44637123942910406,T13,3.5nM,Other,4
Aurkb_06,Aurkb,0.005544867085084106,0.00540244534688887,0.03754030591459785,T13,3.5nM,Other,4
Aurkb_07,Aurkb,0.0039599070098120534,0.0036459448114222488,0.1191738285047101,T13,3.5nM,Other,4
Aurkb_08,Aurkb,0.005603520029012191,0.00516383069266788,0.11789168708565463,T13,3.5nM,Other,4
Aurkb_09,Aurkb,0.006211283906337005,0.006036345589616256,0.041216107591634236,T13,3.5nM,Other,4
Aurkb_10,Aurkb,0.004866189309665102,0.005174818248790103,-0.08871574619699278,T13,3.5nM,Other,4
Axin1_01,Axin1,0.00482884534233774,0.004978952018323068,-0.04416385456708758,T7,0.6nM,Other,4
Axin1_02,Axin1,0.00500850560606816,0.00486137707800787,0.0430151662665503,T7,0.6nM,Other,4
Axin1_03,Axin1,0.004992156341988256,0.0053376521327881295,-0.09654216820244704,T7,0.6nM,Other,4
Axin1_04,Axin1,0.007000776463931702,0.006893012202315476,0.022380372608137057,T7,0.6nM,Other,4
Axin1_05,Axin1,0.005713360747250666,0.005602787174506955,0.02819493408511539,T7,0.6nM,Other,4
Axin1_06,Axin1,0.005455422281242812,0.005461464612804069,-0.0015970198745483791,T7,0.6nM,Other,4
Axin1_07,Axin1,0.006091968347210966,0.005872203998214656,0.05300635810800399,T7,0.6nM,Other,4
Axin1_08,Axin1,0.00508780025370839,0.005426517030869371,-0.0929844803736489,T7,0.6nM,Other,4
Axin1_09,Axin1,0.0050202415015952375,0.00480309392130285,0.0637927477254906,T7,0.6nM,Other,4
Axin1_10,Axin1,0.005915754280520494,0.0057297589077137485,0.04608769356673509,T7,0.6nM,Other,4
Axin1_01,Axin1,0.005127762899196239,0.004978952018323068,0.04248744287731428,T7,3.5nM,Other,4
Axin1_02,Axin1,0.005428617288185951,0.00486137707800787,0.1592197362890243,T7,3.5nM,Other,4
Axin1_03,Axin1,0.005153290941435758,0.0053376521327881295,-0.05071123914115349,T7,3.5nM,Other,4
Axin1_04,Axin1,0.007220763617689138,0.006893012202315476,0.06701684532290987,T7,3.5nM,Other,4
Axin1_05,Axin1,0.005674327507051317,0.005602787174506955,0.018304729620659384,T7,3.5nM,Other,4
Axin1_06,Axin1,0.005463640596338696,0.005461464612804069,0.0005746911605660716,T7,3.5nM,Other,4
Axin1_07,Axin1,0.006112954296781794,0.005872203998214656,0.05796769315212089,T7,3.5nM,Other,4
Axin1_08,Axin1,0.005176969532375568,0.005426517030869371,-0.0679186844714585,T7,3.5nM,Other,4
Axin1_09,Axin1,0.004741996414909298,0.00480309392130285,-0.01846944769200693,T7,3.5nM,Other,4
Axin1_10,Axin1,0.0061119727218772995,0.0057297589077137485,0.09316366887568207,T7,3.5nM,Other,4
Axin1_01,Axin1,0.004460253387709736,0.004648798892282107,-0.05973234379876373,T10,0.6nM,Other,4
Axin1_02,Axin1,0.004851741537903066,0.004596422422529261,0.07799130591837228,T10,0.6nM,Other,4
Axin1_03,Axin1,0.005110923373083605,0.005000909847621042,0.03139336396580801,T10,0.6nM,Other,4
Axin1_04,Axin1,0.008135958409759923,0.00811382013629116,0.003930982445928011,T10,0.6nM,Other,4
