shRNA_ID,Target_Gene,RTN_A,RTN_B,Predictive_Effect,Timepoint,Dosage,Gene_Category,Sort_Order
NT_114,NT,0.005659567294678578,0.005697080819220101,-0.009531117301913148,T7,0.6nM,Neutral Control,1
NT_115,NT,0.005696219515414864,0.005884400867786838,-0.04689078725263176,T7,0.6nM,Neutral Control,1
NT_116,NT,0.005466583599492765,0.005374302636924406,0.02456192231662305,T7,0.6nM,Neutral Control,1
NT_117,NT,0.005764008470503581,0.006003332776295774,-0.05869118591758735,T7,0.6nM,Neutral Control,1
NT_118,NT,0.006042898137051749,0.005901189036975625,0.03423494930230709,T7,0.6nM,Neutral Control,1
NT_119,NT,0.005929725387633515,0.005614341901671724,0.07884836982617097,T7,0.6nM,Neutral Control,1
NT_12,NT,0.005386901308197527,0.005587585128186126,-0.052769272028711976,T7,0.6nM,Neutral Control,1
NT_121,NT,0.004866145563009013,0.005400622367041889,-0.15034619600086274,T7,0.6nM,Neutral Control,1
NT_122,NT,0.004795910338417982,0.004879426938391354,-0.02490703400546348,T7,0.6nM,Neutral Control,1
NT_123,NT,0.005134802243685057,0.004916676067222757,0.06262540815174485,T7,0.6nM,Neutral Control,1
NT_124,NT,0.005634852000995618,0.006002740593179699,-0.09124360502569108,T7,0.6nM,Neutral Control,1
NT_125,NT,0.004946662589853334,0.005044712588044213,-0.02831658001632117,T7,0.6nM,Neutral Control,1
NT_126,NT,0.005272859358629079,0.005176936602628998,0.02648686577087489,T7,0.6nM,Neutral Control,1
NT_127,NT,0.005047832409550465,0.005047729175066625,2.950521902932073e-05,T7,0.6nM,Neutral Control,1
NT_128,NT,0.005848278381654932,0.005682873831420122,0.04139130041211728,T7,0.6nM,Neutral Control,1
NT_129,NT,0.0051262901675376395,0.004998677389617743,0.0363687232554842,T7,0.6nM,Neutral Control,1
NT_13,NT,0.005872469360890706,0.006181427778615969,-0.07397282743508302,T7,0.6nM,Neutral Control,1
NT_130,NT,0.00534387986473971,0.00516739130830773,0.04845143698145642,T7,0.6nM,Neutral Control,1
NT_131,NT,0.005443276633573843,0.006032036918068675,-0.1481699010601886,T7,0.6nM,Neutral Control,1
NT_133,NT,0.005796395233380412,0.0057565918069520635,0.009941053846767876,T7,0.6nM,Neutral Control,1
NT_134,NT,0.005357945822497019,0.005281913372416781,0.020619352920367116,T7,0.6nM,Neutral Control,1
NT_135,NT,0.005820852221872715,0.0055503155894789154,0.06866058626863301,T7,0.6nM,Neutral Control,1
NT_136,NT,0.005674281834392809,0.004990262377409873,0.18532213782597784,T7,0.6nM,Neutral Control,1
NT_137,NT,0.005478940914108621,0.005429752883376274,0.013010505247759723,T7,0.6nM,Neutral Control,1
NT_138,NT,0.005682942242383325,0.005543336226999361,0.03588353698815923,T7,0.6nM,Neutral Control,1
NT_139,NT,0.005069959724951298,0.00485643078438671,0.062077886750034374,T7,0.6nM,Neutral Control,1
NT_14,NT,0.005326596230641632,0.005290111064671115,0.009915913430531005,T7,0.6nM,Neutral Control,1
NT_140,NT,0.0050410287280417835,0.0049404973388452855,0.029061896974861088,T7,0.6nM,Neutral Control,1
