shRNA_ID,Sample_Description,Mean_Proportion,Std_Proportion,CV
NT_102,T7_Dox_3.5nM,0.00017462711884582495,1.3661872683644212e-05,0.07823454211430944
NT_102,T7_Dox_Vehicle,0.00017094125641906895,1.9880237877971836e-06,0.011629865308369257
NT_102,T7_NoDox_NoTx,0.00017394421445917951,1.077996750980508e-06,0.006197370543953835
NT_103,T10_Dox_0.6nM,0.0006633080497154634,2.8588339577292302e-05,0.04309964214900713
NT_103,T10_Dox_3.5nM,0.0006323785251887634,4.179403417660256e-05,0.06609021734905869
NT_103,T10_Dox_Vehicle,0.0006360453611323072,1.5985486511861708e-05,0.025132620232311515
NT_103,T13_Dox_0.6nM,0.0006058057980300481,4.435655420551413e-06,0.007321909818254006
NT_103,T13_Dox_3.5nM,0.0006056928134772116,4.634614139766329e-05,0.07651756858661657
NT_103,T13_Dox_Vehicle,0.0005799712509567247,2.653102542083433e-05,0.045745414754728896
NT_103,T4_Dox_NoTx,0.0005806351351050993,1.0083233103909425e-05,0.017365867985381703
NT_103,T7_Dox_0.6nM,0.0006255715570868683,8.550530818727878e-07,0.0013668349722525078
NT_103,T7_Dox_3.5nM,0.0006144515936238909,3.833035651332058e-05,0.06238140955458697
NT_103,T7_Dox_Vehicle,0.0006067278015539781,1.8611643184855533e-05,0.030675441503070354
NT_103,T7_NoDox_NoTx,0.0005990249519938065,3.68644911756541e-05,0.0615408273945077
NT_104,T10_Dox_0.6nM,0.0002065609615729203,1.1371600592942934e-05,0.055052031644074836
NT_104,T10_Dox_3.5nM,0.00020006881429719388,2.8773719472866565e-05,0.14381911330830605
NT_104,T10_Dox_Vehicle,0.0002131144158454493,2.6661866929634627e-06,0.012510588185160513
NT_104,T13_Dox_0.6nM,0.0002151542629632228,1.6210475369127172e-05,0.0753435007323006
NT_104,T13_Dox_3.5nM,0.0002077893239995602,2.0589037052940162e-05,0.09908611595937307
NT_104,T13_Dox_Vehicle,0.00020872116909678322,1.906731864202016e-05,0.09135306554927698
NT_104,T4_Dox_NoTx,0.00018474536694954737,2.4850183766087123e-06,0.01345104571573561
NT_104,T7_Dox_0.6nM,0.00019924694677685774,6.781864080496021e-06,0.0340374805747524
NT_104,T7_Dox_3.5nM,0.00020473666156421182,1.2414604491508885e-07,0.0006063693916204293
NT_104,T7_Dox_Vehicle,0.00017454904134007942,2.1748609808182635e-06,0.012459884993472482
NT_104,T7_NoDox_NoTx,0.00019119824788786167,2.5463600440164644e-06,0.013317904699157663
NT_105,T10_Dox_0.6nM,0.00034178913517753106,3.129428106911596e-05,0.09156019852082536
NT_105,T10_Dox_3.5nM,0.00031390076970325793,1.8630699828379352e-05,0.05935219542784698
NT_105,T10_Dox_Vehicle,0.00029959069636753945,4.983161200460337e-06,0.016633230807498
NT_105,T13_Dox_0.6nM,0.0003288021708346288,3.817973973840604e-05,0.11611766321825337
NT_105,T13_Dox_3.5nM,0.00034929988813674656,2.6995887380153077e-05,0.0772857029074814
NT_105,T13_Dox_Vehicle,0.0002643367433251201,1.9051475459579125e-05,0.07207274788941023
NT_105,T4_Dox_NoTx,0.00030819939681669956,8.118539192317737e-06,0.026341839978182072
NT_105,T7_Dox_0.6nM,0.00031104023389679424,1.8033652160762427e-05,0.05797851916079173
NT_105,T7_Dox_3.5nM,0.00029588584198266855,6.65101924025805e-06,0.02247832878954591
NT_105,T7_Dox_Vehicle,0.0003033249462363075,2.970017832394817e-06,0.009791538313109938
NT_105,T7_NoDox_NoTx,0.0003142003946607535,2.396778630004624e-05,0.07628184657732397
NT_106,T10_Dox_0.6nM,0.00027525085160934174,9.354071162684563e-06,0.03398380462037813
NT_106,T10_Dox_3.5nM,0.0002898769124787384,9.878446147541978e-06,0.03407807149272894
NT_106,T10_Dox_Vehicle,0.0003473943033755241,1.4638651851573412e-05,0.0421384337893112
NT_106,T13_Dox_0.6nM,0.00026757082997629783,1.794574840451275e-05,0.06706915102106771
NT_106,T13_Dox_3.5nM,0.00029297714662091006,4.796377280414436e-06,0.016371165245255736
NT_106,T13_Dox_Vehicle,0.0003185873219989062,3.599084900378355e-06,0.011297012316110657
NT_106,T4_Dox_NoTx,0.00030704580245423754,8.197110778477296e-06,0.026696703595871507
NT_106,T7_Dox_0.6nM,0.00029114175943188323,6.807089854296165e-06,0.023380671558690575
NT_106,T7_Dox_3.5nM,0.00028669679611919224,3.452792524401549e-05,0.1204335929504449
NT_106,T7_Dox_Vehicle,0.000303927929065345,2.2391830978375624e-05,0.07367480523174079
NT_106,T7_NoDox_NoTx,0.00031946609974967143,8.18627164570715e-06,0.025624852377519186
NT_107,T10_Dox_0.6nM,0.00092339951831339,1.5895463948652953e-05,0.017214070002642384
NT_107,T10_Dox_3.5nM,0.0009325857114210463,4.1593473590455975e-05,0.044600161766447266
NT_107,T10_Dox_Vehicle,0.000854658006813817,9.892815205945376e-06,0.011575174077905148
NT_107,T13_Dox_0.6nM,0.0009243185423702723,1.8484942857023806e-06,0.0019998455088461194
NT_107,T13_Dox_3.5nM,0.0008998932329275856,3.445810474822152e-05,0.03829132555661118
NT_107,T13_Dox_Vehicle,0.000888138017084953,6.623651763878094e-06,0.007457908158934854
NT_107,T4_Dox_NoTx,0.0009003689794272234,1.8576256732502438e-05,0.02063182668101234
NT_107,T7_Dox_0.6nM,0.0009382459697775305,3.5499568312529686e-05,0.0378360999738129
NT_107,T7_Dox_3.5nM,0.0009284470803631213,3.2646220029720165e-06,0.0035162176412846307
NT_107,T7_Dox_Vehicle,0.0008986467438303748,1.694097426070134e-05,0.018851650414369113
NT_107,T7_NoDox_NoTx,0.0008623299758197903,1.8088684122543887e-05,0.020976522479515498
NT_108,T10_Dox_0.6nM,0.0007131357631545332,2.7879384198307773e-05,0.03909407666638987
NT_108,T10_Dox_3.5nM,0.000648373614949734,1.125332603183678e-05,0.017356236855364957
NT_108,T10_Dox_Vehicle,0.0007004260209765973,2.3555849119689848e-05,0.03363074530961336
NT_108,T13_Dox_0.6nM,0.0007072271981524154,1.936370725663275e-05,0.0273797547764271
NT_108,T13_Dox_3.5nM,0.0006930172867629426,3.7136068577384614e-05,0.053586063849641874
NT_108,T13_Dox_Vehicle,0.0007208971497881208,1.1704714817550351e-05,0.01623631723469914
NT_108,T4_Dox_NoTx,0.0006395664885796352,4.7483153250814485e-06,0.007424271611895461
NT_108,T7_Dox_0.6nM,0.0006563805226504162,4.082320977242982e-05,0.06219442589123258
NT_108,T7_Dox_3.5nM,0.0006747171513251625,2.484915080985276e-06,0.003682898939362719
NT_108,T7_Dox_Vehicle,0.0006549874296160834,2.1323181406738026e-05,0.03255510020892534
NT_108,T7_NoDox_NoTx,0.0005789134867420733,1.5723114263510165e-05,0.027159695919323736
NT_109,T10_Dox_0.6nM,0.0004481763249822452,1.6654342531241747e-05,0.037160246097117065
NT_109,T10_Dox_3.5nM,0.0004192447118577659,6.572861136576221e-06,0.015677862953716034
NT_109,T10_Dox_Vehicle,0.00043616375240706096,3.530181225766026e-05,0.08093706105296422
NT_109,T13_Dox_0.6nM,0.00043515227898570884,2.784324253995931e-05,0.06398505508200206
NT_109,T13_Dox_3.5nM,0.00044578197364021166,5.22192881723643e-05,0.11714086988746256
NT_109,T13_Dox_Vehicle,0.0004713761598373337,1.5469524770702475e-05,0.032817792007217385
NT_109,T4_Dox_NoTx,0.0004647129835064867,2.8065417569560153e-05,0.060393013678664315
NT_109,T7_Dox_0.6nM,0.00046854866726593223,4.883709734122539e-05,0.10423057571841758
NT_109,T7_Dox_3.5nM,0.0004378475101417684,3.2832950206033235e-05,0.07498718034368272
NT_109,T7_Dox_Vehicle,0.0004723522153230687,6.128077191663069e-07,0.0012973533293311064
NT_109,T7_NoDox_NoTx,0.00046281832371377805,1.4817273805329601e-05,0.0320153136687239
NT_11,T10_Dox_0.6nM,0.0003306141907281842,1.9114319057023254e-05,0.05781457539654784
NT_11,T10_Dox_3.5nM,0.0003275483770629084,9.409569445726881e-06,0.02872726627468435
NT_11,T10_Dox_Vehicle,0.0003186307954042135,2.2774357774433793e-05,0.07147569570462375
NT_11,T13_Dox_0.6nM,0.000312687341414747,1.0249239286024698e-05,0.032777915599820066
NT_11,T13_Dox_3.5nM,0.00029000706970393013,2.6376190361203274e-05,0.09095016334646902
NT_11,T13_Dox_Vehicle,0.0003216637200280379,2.0604764066180915e-05,0.06405684814061373
NT_11,T4_Dox_NoTx,0.00032795099765746454,3.146289096459078e-05,0.0959377809164431
NT_11,T7_Dox_0.6nM,0.00033795408382422345,2.2546087565649444e-05,0.06671346388397575
NT_11,T7_Dox_3.5nM,0.000335213312398661,4.0347828121699116e-05,0.1203646353809315
NT_11,T7_Dox_Vehicle,0.00032922309077673456,1.3380929776292112e-05,0.040643958917713045
NT_11,T7_NoDox_NoTx,0.00030463208226404756,9.66891783628434e-06,0.03173965711170093
NT_110,T10_Dox_0.6nM,0.0004644520913673928,2.0858250976408644e-05,0.04490937034000621
NT_110,T10_Dox_3.5nM,0.0005150065284725011,3.858220558818603e-06,0.00749159543717243
NT_110,T10_Dox_Vehicle,0.0005249020823239489,2.861517667186389e-06,0.005451526605719146
NT_110,T13_Dox_0.6nM,0.0004935429201207977,6.47162945058138e-06,0.013112597074632148
NT_110,T13_Dox_3.5nM,0.0005258467615314778,2.827131161794582e-05,0.05376340349726289
NT_110,T13_Dox_Vehicle,0.0005121814661491351,2.0009841565403273e-05,0.03906787513388249
NT_110,T4_Dox_NoTx,0.0005179747478293971,2.1891499213996175e-05,0.042263641819864306
NT_110,T7_Dox_0.6nM,0.0004988145454365611,4.1040272589711674e-05,0.08227561318163515
NT_110,T7_Dox_3.5nM,0.0005040200722949569,3.246951439712546e-05,0.06442107404429723
NT_110,T7_Dox_Vehicle,0.00048650217531960414,2.33546181490796e-05,0.048005166952721126
NT_110,T7_NoDox_NoTx,0.000540196206279957,3.172045541844065e-05,0.05872024840174739
NT_111,T10_Dox_0.6nM,0.0009318666486633569,9.904577803051414e-05,0.10628750172847434
NT_111,T10_Dox_3.5nM,0.0007765742452127045,1.582149726667364e-05,0.02037345091497351
NT_111,T10_Dox_Vehicle,0.0008134139024645914,5.175816728587179e-05,0.06363078763351339
NT_111,T13_Dox_0.6nM,0.0008577455439387837,2.715799858449206e-06,0.0031662068985846338
NT_111,T13_Dox_3.5nM,0.0007932974877246331,1.2433923938537275e-05,0.01567372156213521
NT_111,T13_Dox_Vehicle,0.0008277807486163078,5.248735065135948e-06,0.0063407310135075836
NT_111,T4_Dox_NoTx,0.0008341365853691522,1.607735525502317e-05,0.01927424781147567
NT_111,T7_Dox_0.6nM,0.0008001282738064438,2.1780423636496307e-05,0.027221164842582645
NT_111,T7_Dox_3.5nM,0.0008313451603737896,6.8601258159770855e-06,0.008251838277247724
NT_111,T7_Dox_Vehicle,0.0008331916973680178,1.120156524558582e-05,0.013444163307160428
NT_111,T7_NoDox_NoTx,0.0008229378809943608,5.939439031499005e-06,0.007217360105385287
NT_112,T10_Dox_0.6nM,0.0005717924298061455,1.0495542970662178e-05,0.01835551228654859
NT_112,T10_Dox_3.5nM,0.0005379046015529449,1.0108702240373094e-06,0.0018792741707709883
NT_112,T10_Dox_Vehicle,0.0005592205347393805,2.4729633866281815e-06,0.0044221612637681176
NT_112,T13_Dox_0.6nM,0.0005777689608394605,1.3167909737888835e-05,0.022790960799896075
NT_112,T13_Dox_3.5nM,0.0005303033678494491,2.443552652761848e-05,0.04607839212244193
NT_112,T13_Dox_Vehicle,0.0005632485195053525,5.82337178982178e-05,0.10338902967620567
NT_112,T4_Dox_NoTx,0.000504230065307823,7.41232396019784e-06,0.014700281617822124
NT_112,T7_Dox_0.6nM,0.0005348898067833815,5.159701433704663e-06,0.009646288578077592
NT_112,T7_Dox_3.5nM,0.0005274999952042793,2.5138911821861687e-05,0.047656705308834
NT_112,T7_Dox_Vehicle,0.0005056691784065143,2.1514410235366837e-07,0.0004254641404715221
NT_112,T7_NoDox_NoTx,0.0004863774094992137,1.4008081848899527e-05,0.028800848014965574
NT_113,T10_Dox_0.6nM,0.001274480506546106,3.8500744027700236e-05,0.03020897050205877
NT_113,T10_Dox_3.5nM,0.0011675703602011863,3.187237960736495e-06,0.002729803761194568
NT_113,T10_Dox_Vehicle,0.0011976518894585616,7.044479213042837e-05,0.05881908820957589
NT_113,T13_Dox_0.6nM,0.0012412033731517389,5.107601838850489e-05,0.04115040249915658
NT_113,T13_Dox_3.5nM,0.001281470295812726,1.3697541777188819e-05,0.010688926479174963
NT_113,T13_Dox_Vehicle,0.0011803447247580976,2.133281528544844e-05,0.01807337707195704
NT_113,T4_Dox_NoTx,0.001155885124475326,3.880545461786008e-05,0.033572068535335176
NT_113,T7_Dox_0.6nM,0.0011728830794891427,7.767816003897618e-06,0.006622839172751084
NT_113,T7_Dox_3.5nM,0.001229990544548764,1.809574146066112e-05,0.014712098024541927
NT_113,T7_Dox_Vehicle,0.001146296625098536,1.8977270806305645e-05,0.016555288038708437
NT_113,T7_NoDox_NoTx,0.0011556133160758129,2.222319965955945e-05,0.019230653844509282
NT_114,T10_Dox_0.6nM,0.0008004510695949009,8.632002685871873e-06,0.010783922982625822
NT_114,T10_Dox_3.5nM,0.0007153559045005713,4.971444153108846e-05,0.06949609448711659
NT_114,T10_Dox_Vehicle,0.0008100441144817294,4.482806081938219e-05,0.055340271002479194
NT_114,T13_Dox_0.6nM,0.0008014193385080313,5.658096745536224e-05,0.07060095100861509
NT_114,T13_Dox_3.5nM,0.0007316183753489542,0.00010510657729276689,0.14366311841557428
NT_114,T13_Dox_Vehicle,0.0008637871936921784,1.3602735484216966e-05,0.015747785546661477
NT_114,T4_Dox_NoTx,0.0008030249490373252,1.8008697600813474e-05,0.022426074834166098
NT_114,T7_Dox_0.6nM,0.0007888954603743872,3.7116028995091737e-05,0.047048095545482706
NT_114,T7_Dox_3.5nM,0.0007700498413981695,3.6766159035490086e-05,0.0477451679864439
NT_114,T7_Dox_Vehicle,0.0007982385121450744,2.4566413152204903e-05,0.03077578039449458
NT_114,T7_NoDox_NoTx,0.0007508724003686177,1.3993471651587347e-05,0.018636284466865053
NT_115,T10_Dox_0.6nM,0.0005147099673756515,2.2175548094765453e-05,0.043083580074875526
