shRNA_ID,Target_Gene,RTN_A,RTN_B,Prognostic_Effect,Gene_Category,Sort_Order
NT_191,NT,0.815156673136608,1.0,-0.29485072286365066,Neutral Control,1
NT_192,NT,0.8944532263837648,1.0,-0.16092205344698457,Neutral Control,1
NT_193,NT,1.0096109627433463,1.0,0.013799480854645142,Neutral Control,1
NT_194,NT,1.0004772125313532,1.0,0.0006883079309077155,Neutral Control,1
NT_195,NT,0.9985879415547362,1.0,-0.0020386093731913405,Neutral Control,1
NT_196,NT,1.004923029985569,1.0,0.007085005373744543,Neutral Control,1
NT_197,NT,0.9228467999530227,1.0,-0.11583692620662406,Neutral Control,1
NT_198,NT,1.002186547784777,1.0,0.003151077908623001,Neutral Control,1
NT_199,NT,1.0572095442158553,1.0,0.08026135443068474,Neutral Control,1
NT_20,NT,1.095918826962041,1.0,0.13214094403182144,Neutral Control,1
NT_200,NT,1.2401972899517641,1.0,0.3105696420593199,Neutral Control,1
NT_21,NT,0.8511707343905172,1.0,-0.23247954705049745,Neutral Control,1
NT_22,NT,0.9236465329498128,1.0,-0.1145872375344929,Neutral Control,1
NT_23,NT,0.8663231634262956,1.0,-0.20702280284090213,Neutral Control,1
NT_24,NT,0.9858101174878422,1.0,-0.020618307249457027,Neutral Control,1
NT_26,NT,0.8391492986981844,1.0,-0.2530005818034537,Neutral Control,1
NT_29,NT,0.9726999758671798,1.0,-0.03993321287770255,Neutral Control,1
NT_30,NT,0.9112271541324791,1.0,-0.1341173555799664,Neutral Control,1
NT_31,NT,1.001219779672657,1.0,0.0017586976907980358,Neutral Control,1
NT_32,NT,1.088649111857972,1.0,0.12253902645557059,Neutral Control,1
NT_33,NT,1.0531918608327462,1.0,0.07476827725467756,Neutral Control,1
NT_34,NT,1.0916195216446092,1.0,0.1264700999519145,Neutral Control,1
NT_35,NT,1.0563154054998567,1.0,0.07904067372041493,Neutral Control,1
NT_36,NT,0.9198875847601555,1.0,-0.12047052808546464,Neutral Control,1
NT_37,NT,1.123081344873424,1.0,0.16746242604246894,Neutral Control,1
NT_38,NT,1.0043604597260656,1.0,0.0062771379434879504,Neutral Control,1
NT_39,NT,0.9354710365397843,1.0,-0.09623510853758381,Neutral Control,1
NT_41,NT,0.8291599245186826,1.0,-0.2702777060031702,Neutral Control,1
NT_42,NT,1.0544476225000001,1.0,0.0764874340256449,Neutral Control,1
NT_43,NT,1.089744651054037,1.0,0.12399012232760315,Neutral Control,1
NT_44,NT,1.098276551023464,1.0,0.13524137725162874,Neutral Control,1
NT_45,NT,1.1144184429012531,1.0,0.15629103891505555,Neutral Control,1
NT_46,NT,1.1354165964102385,1.0,0.18322173478580736,Neutral Control,1
NT_47,NT,1.1413978418794266,1.0,0.19080174032536057,Neutral Control,1
NT_50,NT,1.0938539645416676,1.0,0.12942014334557297,Neutral Control,1
NT_51,NT,0.9210944788428317,1.0,-0.11857895033268093,Neutral Control,1
NT_53,NT,0.8583533861118586,1.0,-0.22035636391322103,Neutral Control,1
NT_54,NT,0.7399186605591109,1.0,-0.43456141125092457,Neutral Control,1
NT_56,NT,1.0908750041504616,1.0,0.12548580264840986,Neutral Control,1
NT_57,NT,0.9792823800449879,1.0,-0.030203168103467674,Neutral Control,1
NT_58,NT,0.9801098034531243,1.0,-0.028984708901023167,Neutral Control,1
NT_59,NT,0.9882758336453195,1.0,-0.017014332133276074,Neutral Control,1
NT_60,NT,0.866241163418006,1.0,-0.207159364587635,Neutral Control,1
NT_61,NT,0.7213918677802545,1.0,-0.47114493510985095,Neutral Control,1
NT_62,NT,1.4176611368204832,1.0,0.5035127267579975,Neutral Control,1
NT_63,NT,0.9764715781502472,1.0,-0.0343500422329826,Neutral Control,1
NT_64,NT,1.0335748788909787,1.0,0.047642910767698686,Neutral Control,1
NT_65,NT,1.219739433743257,1.0,0.28657298566014394,Neutral Control,1
NT_66,NT,1.0447558980635978,1.0,0.06316590327203274,Neutral Control,1
NT_67,NT,0.9144496246934689,1.0,-0.12902439807540064,Neutral Control,1
NT_68,NT,1.111644084025359,1.0,0.15269495316647336,Neutral Control,1
NT_69,NT,0.9170251803087553,1.0,-0.12496674600944052,Neutral Control,1
NT_70,NT,0.8836516484632346,1.0,-0.17845034979746238,Neutral Control,1
NT_72,NT,0.8768285460386936,1.0,-0.18963332743053732,Neutral Control,1
NT_73,NT,1.0402163183106483,1.0,0.05688357538782737,Neutral Control,1
NT_75,NT,0.9459330640345164,1.0,-0.0801899954686232,Neutral Control,1
NT_76,NT,0.9991050475445182,1.0,-0.0012917215703050656,Neutral Control,1
NT_77,NT,0.8797375225773749,1.0,-0.18485494768383434,Neutral Control,1
NT_78,NT,1.1438303733860606,1.0,0.1938731206307969,Neutral Control,1
NT_80,NT,0.9125857612040671,1.0,-0.1319679508567408,Neutral Control,1
NT_81,NT,1.0780395451975835,1.0,0.10841010073794421,Neutral Control,1
NT_82,NT,1.1508891707013815,1.0,0.2027489102920332,Neutral Control,1
NT_83,NT,1.0252374931588273,1.0,0.035958144379303225,Neutral Control,1
NT_84,NT,1.0036565635562444,1.0,0.005265684810050816,Neutral Control,1
NT_85,NT,1.0809049224416325,1.0,0.11223962764749507,Neutral Control,1
NT_86,NT,0.8991399697849799,1.0,-0.15338237625969345,Neutral Control,1
NT_87,NT,0.9182683306820452,1.0,-0.12301230423522166,Neutral Control,1
NT_88,NT,1.0307926536736212,1.0,0.04375416044520864,Neutral Control,1
NT_89,NT,1.035574669841639,1.0,0.05043158245883285,Neutral Control,1
NT_90,NT,0.9916402775499703,1.0,-0.012111224187322089,Neutral Control,1
NT_91,NT,1.0077575066807225,1.0,0.011148529714139196,Neutral Control,1
NT_92,NT,0.7518177678643845,1.0,-0.41154508359404895,Neutral Control,1
NT_93,NT,1.1887140609355884,1.0,0.24940172393018395,Neutral Control,1
NT_94,NT,0.9271577077385754,1.0,-0.10911333551817035,Neutral Control,1
NT_95,NT,1.0153791094803846,1.0,0.022018483321706857,Neutral Control,1
NT_96,NT,0.984752504902649,1.0,-0.02216691327801767,Neutral Control,1
NT_97,NT,0.8529317543045262,1.0,-0.22949778319757172,Neutral Control,1
NT_98,NT,1.034347300929908,1.0,0.04872067811091601,Neutral Control,1
NT_99,NT,0.8677625324609681,1.0,-0.20462779889137658,Neutral Control,1
Trp53_01,Trp53,0.8244344501833646,1.0,-0.27852330365615735,Neutral Control,1
Trp53_02,Trp53,0.8434086582932614,1.0,-0.2456962627265242,Neutral Control,1
Trp53_03,Trp53,0.9828129961956913,1.0,-0.025011159630195966,Neutral Control,1
Trp53_04,Trp53,0.9277936545193652,1.0,-0.10812411572348637,Neutral Control,1
Trp53_05,Trp53,0.9897210435468679,1.0,-0.014906141212383196,Neutral Control,1
Trp53_06,Trp53,0.881701981361775,1.0,-0.1816369931472508,Neutral Control,1
Trp53_07,Trp53,1.1915127060067117,1.0,0.2527943361653085,Neutral Control,1
Trp53_08,Trp53,1.0525019964638087,1.0,0.07382296990516722,Neutral Control,1
Trp53_09,Trp53,0.9382682440437845,1.0,-0.09192765719253902,Neutral Control,1
Trp53_10,Trp53,0.8854820006271766,1.0,-0.17546511356780578,Neutral Control,1
Kif11_01,Kif11,0.8688841405604378,1.0,-0.20276427801168517,Loss of Representation,2
Kif11_02,Kif11,0.8380860606794784,1.0,-0.25482969709579395,Loss of Representation,2
Kif11_03,Kif11,0.48729621836857273,1.0,-1.0371290682571461,Loss of Representation,2
Kif11_04,Kif11,0.8414798159350722,1.0,-0.24899942796625432,Loss of Representation,2
Kif11_05,Kif11,1.0415098734800055,1.0,0.05867651614583931,Loss of Representation,2
Kif11_06,Kif11,0.7278881990804842,1.0,-0.45821122003845377,Loss of Representation,2
Kif11_07,Kif11,0.8607933487831337,1.0,-0.2162611644308607,Loss of Representation,2
Kif11_08,Kif11,0.6697808052400864,1.0,-0.5782390633959431,Loss of Representation,2
Kif11_09,Kif11,0.8756397539335992,1.0,-0.19159064071005805,Loss of Representation,2
Kif11_10,Kif11,1.0684342774633482,1.0,0.09549816630947264,Loss of Representation,2
Pcna_01,Pcna,0.8218223680167576,1.0,-0.28310149717847366,Loss of Representation,2
Pcna_02,Pcna,0.7500330270614246,1.0,-0.41497397004064634,Loss of Representation,2
Pcna_03,Pcna,1.0520322566044564,1.0,0.0731789401148594,Loss of Representation,2
Pcna_04,Pcna,0.9973833448344859,1.0,-0.0037799830466713324,Loss of Representation,2
Pcna_05,Pcna,1.0926821131963753,1.0,0.12787374829305873,Loss of Representation,2
Pcna_06,Pcna,1.003430493334995,1.0,0.004940686063883989,Loss of Representation,2
Pcna_07,Pcna,0.9621672698219637,1.0,-0.05564037099068465,Loss of Representation,2
Pcna_08,Pcna,0.9696351170924183,1.0,-0.044486145315730606,Loss of Representation,2
Pcna_09,Pcna,1.0528930563178793,1.0,0.07435890744135655,Loss of Representation,2
Pcna_10,Pcna,0.7675470598679133,1.0,-0.38167288713198394,Loss of Representation,2
Psmc5_01,Psmc5,0.9892122985614432,1.0,-0.015647918480066813,Loss of Representation,2
Psmc5_02,Psmc5,0.9203774373827623,1.0,-0.11970247787792483,Loss of Representation,2
Psmc5_03,Psmc5,0.8597296170507376,1.0,-0.2180450879485073,Loss of Representation,2
Psmc5_04,Psmc5,0.6777852385025198,1.0,-0.5610998782057852,Loss of Representation,2
Psmc5_05,Psmc5,0.560560264318535,1.0,-0.8350586132753574,Loss of Representation,2
Psmc5_06,Psmc5,1.0419617733770088,1.0,0.05930235019699337,Loss of Representation,2
Psmc5_07,Psmc5,1.0327044204750992,1.0,0.046427386695456686,Loss of Representation,2
Psmc5_08,Psmc5,0.5823235664032693,1.0,-0.780107089638323,Loss of Representation,2
Psmc5_09,Psmc5,0.9380461775391358,1.0,-0.0922691503269678,Loss of Representation,2
Psmc5_10,Psmc5,0.722128033493916,1.0,-0.4696734448789122,Loss of Representation,2
Ran_01,Ran,0.36829701295407097,1.0,-1.4410583984746481,Loss of Representation,2
Ran_02,Ran,0.414133895509872,1.0,-1.2718308074590756,Loss of Representation,2
Ran_03,Ran,0.9453892584832011,1.0,-0.08101962200490384,Loss of Representation,2
Ran_04,Ran,0.50576456720967,1.0,-0.9834621264933407,Loss of Representation,2
Ran_05,Ran,0.6401342764941634,1.0,-0.6435535339728997,Loss of Representation,2
Ran_06,Ran,0.4374114538163791,1.0,-1.1929370963858132,Loss of Representation,2
Ran_07,Ran,0.38073670375551066,1.0,-1.3931344396874188,Loss of Representation,2
Ran_08,Ran,0.9425834272099989,1.0,-0.08530777921640008,Loss of Representation,2
Ran_09,Ran,0.5775498328993229,1.0,-0.7919826625144669,Loss of Representation,2
Ran_10,Ran,0.8100411749090481,1.0,-0.30393285191809355,Loss of Representation,2
Rbx1_01,Rbx1,0.7809541225485835,1.0,-0.3566902957079497,Loss of Representation,2
Rbx1_02,Rbx1,1.1743999601488726,1.0,0.23192382433853104,Loss of Representation,2
Rbx1_03,Rbx1,0.751897792639177,1.0,-0.4113915288275986,Loss of Representation,2
Rbx1_04,Rbx1,0.8654955893298045,1.0,-0.20840162742512133,Loss of Representation,2
Rbx1_05,Rbx1,0.8974530292843468,1.0,-0.15609166145788972,Loss of Representation,2
Rbx1_06,Rbx1,0.8859191660229159,1.0,-0.17475302601456305,Loss of Representation,2
Rbx1_07,Rbx1,0.6094453781028293,1.0,-0.7144311706316,Loss of Representation,2
Rbx1_08,Rbx1,0.6307016913584478,1.0,-0.6649702927847391,Loss of Representation,2
Rbx1_09,Rbx1,0.8560047507772957,1.0,-0.2243092913639479,Loss of Representation,2
Rbx1_10,Rbx1,1.0144960355193262,1.0,0.020763227294884126,Loss of Representation,2
Rpa1_01,Rpa1,1.1684257087038803,1.0,0.22456600704175586,Loss of Representation,2
Rpa1_02,Rpa1,0.887384806761831,1.0,-0.17236824242451942,Loss of Representation,2
Rpa1_03,Rpa1,0.9587724279793326,1.0,-0.06073967379084561,Loss of Representation,2
Rpa1_04,Rpa1,0.8506902298886101,1.0,-0.2332942099342426,Loss of Representation,2
Rpa1_05,Rpa1,0.9436185436383021,1.0,-0.08372432472865085,Loss of Representation,2
Rpa1_06,Rpa1,0.9816642225537945,1.0,-0.026698458632051402,Loss of Representation,2
Rpa1_07,Rpa1,0.7879379256506345,1.0,-0.34384611734211123,Loss of Representation,2
Rpa1_08,Rpa1,1.0140359276051707,1.0,0.020108768376340083,Loss of Representation,2
Rpa1_09,Rpa1,0.6526413372752353,1.0,-0.6156377265300852,Loss of Representation,2
Rpa1_10,Rpa1,1.0737677094321731,1.0,0.10268192563548013,Loss of Representation,2
Rpa3_01,Rpa3,0.923397014139658,1.0,-0.11497702753459971,Loss of Representation,2
Rpa3_02,Rpa3,0.8972399377739922,1.0,-0.15643425606580488,Loss of Representation,2
Rpa3_03,Rpa3,0.9691335747833073,1.0,-0.045232570220695635,Loss of Representation,2
Rpa3_04,Rpa3,0.8076057176373979,1.0,-0.3082769702780062,Loss of Representation,2
Rpa3_05,Rpa3,0.8060474622330319,1.0,-0.311063303885692,Loss of Representation,2
Rpa3_06,Rpa3,0.5870660436621027,1.0,-0.7684052823456448,Loss of Representation,2
Rpa3_07,Rpa3,0.8426149504917826,1.0,-0.24705458106528264,Loss of Representation,2
Rpa3_08,Rpa3,1.0064293742404555,1.0,0.009245935291478699,Loss of Representation,2
Rpa3_09,Rpa3,0.9748992117272594,1.0,-0.03667501885313063,Loss of Representation,2
Rpa3_10,Rpa3,0.8411387134296903,1.0,-0.24958435781351593,Loss of Representation,2
Rpl7_01,Rpl7,0.6357592598079953,1.0,-0.6534475250238302,Loss of Representation,2
Rpl7_02,Rpl7,0.8052988019633454,1.0,-0.3124039077771163,Loss of Representation,2
Rpl7_03,Rpl7,0.6180212652248217,1.0,-0.6942716148376908,Loss of Representation,2
Rpl7_04,Rpl7,0.3255939841537452,1.0,-1.6188540510317813,Loss of Representation,2
Rpl7_05,Rpl7,0.5108971429295452,1.0,-0.9688952270552154,Loss of Representation,2
Rpl7_06,Rpl7,0.3935526195696394,1.0,-1.3453715521229792,Loss of Representation,2
Rpl7_07,Rpl7,0.6058011105838416,1.0,-0.7230838719334562,Loss of Representation,2
Rpl7_08,Rpl7,0.4245781626359546,1.0,-1.2358979239902594,Loss of Representation,2
Rpl7_09,Rpl7,0.41886028480115695,1.0,-1.2554589966382912,Loss of Representation,2
Rpl7_10,Rpl7,0.4324689034004985,1.0,-1.2093316951386486,Loss of Representation,2
Rps6_01,Rps6,0.6218619950565819,1.0,-0.685333644978585,Loss of Representation,2
Rps6_02,Rps6,0.3608797463142547,1.0,-1.4704099178808796,Loss of Representation,2
Rps6_03,Rps6,0.892328134936062,1.0,-0.164353766363843,Loss of Representation,2
Rps6_04,Rps6,0.5699433752284779,1.0,-0.8111095025135973,Loss of Representation,2
Rps6_05,Rps6,0.5425281771891839,1.0,-0.8822300263893434,Loss of Representation,2
Rps6_06,Rps6,0.5296288263367818,1.0,-0.9169464484194446,Loss of Representation,2
Rps6_07,Rps6,0.9096614451916664,1.0,-0.13659838718390163,Loss of Representation,2
Rps6_08,Rps6,0.6317473239120227,1.0,-0.6625804469749786,Loss of Representation,2
Rps6_09,Rps6,0.8816713637980681,1.0,-0.1816870923590255,Loss of Representation,2
Rps6_10,Rps6,0.9489515678148901,1.0,-0.0755936374158123,Loss of Representation,2
Snrpd1_01,Snrpd1,0.8149970048565044,1.0,-0.2951333374904053,Loss of Representation,2
Snrpd1_02,Snrpd1,0.6253388586649788,1.0,-0.677289925533089,Loss of Representation,2
Snrpd1_03,Snrpd1,1.0980389920836744,1.0,0.1349292862984272,Loss of Representation,2
Snrpd1_04,Snrpd1,1.2492029883490048,1.0,0.32100792569681463,Loss of Representation,2
Snrpd1_05,Snrpd1,0.7538311102985544,1.0,-0.4076867592280384,Loss of Representation,2
Snrpd1_06,Snrpd1,0.5115242379284275,1.0,-0.9671254930190557,Loss of Representation,2
Snrpd1_07,Snrpd1,0.9208849703881946,1.0,-0.11890713728390759,Loss of Representation,2
Snrpd1_08,Snrpd1,0.6329809484709776,1.0,-0.6597660169716119,Loss of Representation,2
Snrpd1_09,Snrpd1,0.6264265141329735,1.0,-0.6747828174457975,Loss of Representation,2
Snrpd1_10,Snrpd1,0.6885297681038475,1.0,-0.5384090652658193,Loss of Representation,2
Pten_01,Pten,1.0389022225733204,1.0,0.05505987979888753,Gain of Representation,3
Pten_02,Pten,1.0508509346007806,1.0,0.07155803450982888,Gain of Representation,3
Pten_03,Pten,1.1209585814278031,1.0,0.16473297263697495,Gain of Representation,3
Pten_04,Pten,1.4214823356463129,1.0,0.5073961711689352,Gain of Representation,3
Pten_05,Pten,1.0880961317264355,1.0,0.12180602224849484,Gain of Representation,3
Pten_06,Pten,1.1468221910838952,1.0,0.19764172620392711,Gain of Representation,3
Pten_07,Pten,1.0941370271661528,1.0,0.12979342920317638,Gain of Representation,3
Pten_08,Pten,1.093141194785185,1.0,0.12847975769817327,Gain of Representation,3
Pten_09,Pten,1.101987624526646,1.0,0.14010802233530675,Gain of Representation,3
Pten_10,Pten,1.0889426971893146,1.0,0.1229280379336743,Gain of Representation,3
Abcb1_01,Abcb1,0.9232738976809284,1.0,-0.11516939478702923,Other,4
Abcb1_02,Abcb1,0.9283905733309296,1.0,-0.10719622093155522,Other,4
Abcb1_03,Abcb1,0.9899742862491187,1.0,-0.014537042000830258,Other,4
Abcb1_04,Abcb1,1.1222317671040227,1.0,0.16637065698209144,Other,4
Abcb1_05,Abcb1,1.2174419693832736,1.0,0.28385300641172395,Other,4
Abcb1_06,Abcb1,1.112804646690291,1.0,0.15420034920472633,Other,4
Abcb1_07,Abcb1,0.978785311898781,1.0,-0.03093564305095948,Other,4
Abcb1_08,Abcb1,0.9881425161326578,1.0,-0.01720896351250198,Other,4
Abcb1_09,Abcb1,1.1740627355725017,1.0,0.2315095003399201,Other,4
Abcb1_10,Abcb1,0.9878297170553135,1.0,-0.017665724669232094,Other,4
Akt1_01,Akt1,0.6975148547277307,1.0,-0.519704153051162,Other,4
Akt1_02,Akt1,0.9795120947065954,1.0,-0.02986478834090282,Other,4
Akt1_03,Akt1,0.7672623128292284,1.0,-0.38220820200904887,Other,4
Akt1_04,Akt1,0.9136783722797671,1.0,-0.13024168931581323,Other,4
Akt1_05,Akt1,0.9494292939483656,1.0,-0.0748675311300834,Other,4
Akt1_06,Akt1,0.9160831404017878,1.0,-0.12644955682469786,Other,4
Akt1_07,Akt1,0.9954706304711327,1.0,-0.0065493423757252206,Other,4
Akt1_08,Akt1,0.8549060122570642,1.0,-0.22616227501047376,Other,4
Akt1_09,Akt1,0.7817031996538415,1.0,-0.3553071518895056,Other,4
Akt1_10,Akt1,0.8247124892881763,1.0,-0.2780368392521859,Other,4
Akt2_01,Akt2,1.0628327764465206,1.0,0.08791462455539531,Other,4
Akt2_02,Akt2,1.0216434198215552,1.0,0.0308917459618909,Other,4
Akt2_03,Akt2,1.0111605366948184,1.0,0.01601206460702344,Other,4
Akt2_04,Akt2,1.1731056916686484,1.0,0.23033299970665067,Other,4
Akt2_05,Akt2,1.1144719894808446,1.0,0.1563603571585418,Other,4
Akt2_06,Akt2,1.0378186379376164,1.0,0.05355435023840782,Other,4
Akt2_07,Akt2,0.9762433970507923,1.0,-0.03468720945532401,Other,4
Akt2_08,Akt2,0.8989031792736191,1.0,-0.15376236324568274,Other,4
Akt2_09,Akt2,0.9677175004661521,1.0,-0.04734214259310091,Other,4
Akt2_10,Akt2,0.9451672507962198,1.0,-0.08135845280837081,Other,4
Apc_01,Apc,1.227656305070075,1.0,0.2959067200132888,Other,4
Apc_02,Apc,1.004311452161934,1.0,0.00620674021518383,Other,4
Apc_03,Apc,1.1342466931636666,1.0,0.18173445359358684,Other,4
Apc_04,Apc,1.0074649619176335,1.0,0.010729664910388898,Other,4
Apc_05,Apc,1.2822134240783558,1.0,0.35863641814433317,Other,4
Apc_06,Apc,0.9903973865571867,1.0,-0.01392058728789179,Other,4
Apc_07,Apc,1.048070145367322,1.0,0.06773527697745547,Other,4
Apc_08,Apc,0.8192561066453595,1.0,-0.2876135733883024,Other,4
Apc_09,Apc,1.0666041361456684,1.0,0.09302482771940092,Other,4
Apc_10,Apc,1.023588978053918,1.0,0.03363651771804965,Other,4
Araf_01,Araf,0.9284504009580736,1.0,-0.10710325333528399,Other,4
Araf_02,Araf,0.9802391413720585,1.0,-0.028794339553761192,Other,4
Araf_03,Araf,0.9182923388917887,1.0,-0.12297458533411106,Other,4
Araf_04,Araf,1.0093548206494751,1.0,0.01343341726544212,Other,4
Araf_05,Araf,0.9519455623395553,1.0,-0.07104902050153099,Other,4
Araf_06,Araf,0.9965096168258502,1.0,-0.005044367013177962,Other,4
Araf_07,Araf,1.0976151406399346,1.0,0.13437228747567165,Other,4
Araf_08,Araf,0.7740973125258147,1.0,-0.36941315452076035,Other,4
Araf_09,Araf,1.1387436127091966,1.0,0.18744296187486909,Other,4
Araf_10,Araf,0.9805593496757257,1.0,-0.028323140766157176,Other,4
Arid1a_01,Arid1a,0.852340190606038,1.0,-0.23049873328176315,Other,4
Arid1a_02,Arid1a,0.9393165650039501,1.0,-0.09031664329813482,Other,4
Arid1a_03,Arid1a,1.3508931525558443,1.0,0.43391357076000703,Other,4
Arid1a_04,Arid1a,0.7077025382442939,1.0,-0.49878500121284025,Other,4
Arid1a_05,Arid1a,0.77527929795339,1.0,-0.3672119532969387,Other,4
Arid1a_06,Arid1a,0.5405293861723964,1.0,-0.8875550418992317,Other,4
Arid1a_07,Arid1a,1.0434805342796476,1.0,0.06140368783827725,Other,4
Arid1a_08,Arid1a,0.8551046314885075,1.0,-0.22582713442808613,Other,4
Arid1a_09,Arid1a,0.9813835432342639,1.0,-0.027111015750816918,Other,4
Arid1a_10,Arid1a,0.961185449537719,1.0,-0.057113285827263674,Other,4
Arid1b_01,Arid1b,0.8711410540442679,1.0,-0.1990217578149929,Other,4
Arid1b_02,Arid1b,0.8987809776880189,1.0,-0.1539585040651064,Other,4
Arid1b_03,Arid1b,1.0077024700114101,1.0,0.011069737646003877,Other,4
Arid1b_04,Arid1b,0.9312735448578711,1.0,-0.10272309912824724,Other,4
Arid1b_05,Arid1b,0.845658752612975,1.0,-0.24185248264304018,Other,4
Arid1b_06,Arid1b,1.0334041879257827,1.0,0.04740463548612869,Other,4
Arid1b_07,Arid1b,0.9916032408655263,1.0,-0.012165108282228616,Other,4
Arid1b_08,Arid1b,0.7965445540210762,1.0,-0.3281730349979678,Other,4
Arid1b_09,Arid1b,1.1759943526184329,1.0,0.2338811320544272,Other,4
Arid1b_10,Arid1b,0.9252419545461843,1.0,-0.1120974092813872,Other,4
Ascl1_01,Ascl1,1.055577897769331,1.0,0.07803304820538365,Other,4
Ascl1_02,Ascl1,0.9220953151435949,1.0,-0.11701220803140504,Other,4
Ascl1_03,Ascl1,1.0354758356849514,1.0,0.05029388659149261,Other,4
Ascl1_04,Ascl1,1.0570258848187368,1.0,0.08001070637279746,Other,4
Ascl1_05,Ascl1,1.1140891414090925,1.0,0.15586467138864454,Other,4
Ascl1_06,Ascl1,1.0482584121795269,1.0,0.06799440772877241,Other,4
Ascl1_07,Ascl1,1.0155957840823848,1.0,0.022326311228363007,Other,4
Ascl1_08,Ascl1,0.9295217804595863,1.0,-0.10543942426343872,Other,4
Ascl1_09,Ascl1,0.6842998653207195,1.0,-0.5472994314576277,Other,4
Ascl1_10,Ascl1,1.016452895122403,1.0,0.023543358765572394,Other,4
Atm_01,Atm,1.0403304100079078,1.0,0.05704180257279516,Other,4
Atm_02,Atm,1.0447133416216696,1.0,0.0631071362257704,Other,4
Atm_03,Atm,0.9765268794466013,1.0,-0.03426833924369882,Other,4
Atm_04,Atm,0.8296096316836403,1.0,-0.2694954510959635,Other,4
Atm_05,Atm,0.8580710100233859,1.0,-0.2208310513938904,Other,4
Atm_06,Atm,0.8921295443753815,1.0,-0.16467487862283978,Other,4
Atm_07,Atm,0.8606076206955494,1.0,-0.21657247945473054,Other,4
Atm_08,Atm,0.915357956910299,1.0,-0.12759206551156616,Other,4
Atm_09,Atm,1.2141872047391296,1.0,0.2799908750755845,Other,4
Atm_10,Atm,0.9103298164747928,1.0,-0.1355387601414024,Other,4
Atr_01,Atr,0.7609556476308453,1.0,-0.39411572631982583,Other,4
Atr_02,Atr,0.815606490452681,1.0,-0.29405483877434585,Other,4
Atr_03,Atr,1.0239638608308703,1.0,0.0341647986190315,Other,4
Atr_04,Atr,0.888071173984724,1.0,-0.17125278966335408,Other,4
Atr_05,Atr,1.1362450204162184,1.0,0.184273971834943,Other,4
Atr_06,Atr,0.9177040728110051,1.0,-0.12389908451188991,Other,4
Atr_07,Atr,0.8456497675018171,1.0,-0.2418678113369541,Other,4
Atr_08,Atr,0.9717149807054422,1.0,-0.04139488416539906,Other,4
Atr_09,Atr,0.9418979155667327,1.0,-0.08635738821956199,Other,4
Atr_10,Atr,0.8473588026484666,1.0,-0.23895510621335989,Other,4
Aurka_01,Aurka,0.8857261596677791,1.0,-0.17506736580761262,Other,4
Aurka_02,Aurka,0.9213359337981294,1.0,-0.11820081299168796,Other,4
Aurka_03,Aurka,1.0647906635304751,1.0,0.09056982634616113,Other,4
Aurka_04,Aurka,1.1285209866619046,1.0,0.17443324801271295,Other,4
Aurka_05,Aurka,0.8611670610507087,1.0,-0.21563495625495183,Other,4
Aurka_06,Aurka,1.0170433105266539,1.0,0.024381117299221235,Other,4
Aurka_07,Aurka,0.959136744222568,1.0,-0.060191579802485067,Other,4
Aurka_08,Aurka,0.8631419270277021,1.0,-0.2123302926280814,Other,4
Aurka_09,Aurka,0.942629933688368,1.0,-0.08523659929892487,Other,4
Aurka_10,Aurka,1.000906687723167,1.0,0.0013074812327877026,Other,4
Aurkb_01,Aurkb,0.6432455185733427,1.0,-0.6365585940041304,Other,4
Aurkb_02,Aurkb,0.9411906694272585,1.0,-0.0874410765327027,Other,4
Aurkb_03,Aurkb,0.7954365604686742,1.0,-0.33018122095813907,Other,4
Aurkb_04,Aurkb,1.003240220537218,1.0,0.004667092971909427,Other,4
Aurkb_05,Aurkb,0.852115746294605,1.0,-0.2308786840800462,Other,4
Aurkb_06,Aurkb,0.9898179071296035,1.0,-0.014764952163772433,Other,4
Aurkb_07,Aurkb,0.6679977734212962,1.0,-0.5820848009895434,Other,4
Aurkb_08,Aurkb,0.9460997309175133,1.0,-0.07993582494172372,Other,4
Aurkb_09,Aurkb,1.1059589823829976,1.0,0.1452978801386436,Other,4
Aurkb_10,Aurkb,0.9481128340785905,1.0,-0.07686933167228634,Other,4
Axin1_01,Axin1,0.8390616642557653,1.0,-0.25315125389223747,Other,4
Axin1_02,Axin1,0.8275818904296844,1.0,-0.2730260191349963,Other,4
Axin1_03,Axin1,1.009431653896596,1.0,0.013543232687774045,Other,4
Axin1_04,Axin1,1.5955762935913178,1.0,0.6740775937343078,Other,4
Axin1_05,Axin1,1.0752717333199,1.0,0.1047012912323152,Other,4
Axin1_06,Axin1,1.028696094438683,1.0,0.0408168327624981,Other,4
Axin1_07,Axin1,1.1553718424612682,1.0,0.2083572403337817,Other,4
Axin1_08,Axin1,0.9346996898917358,1.0,-0.09742517961646407,Other,4
Axin1_09,Axin1,0.9168026901905689,1.0,-0.12531681746041254,Other,4
Axin1_10,Axin1,0.9758507641714906,1.0,-0.03526756006212301,Other,4
Axl_01,Axl,1.0020785950384539,1.0,0.002995666442750977,Other,4
Axl_02,Axl,1.04497230976405,1.0,0.06346471350676024,Other,4
Axl_03,Axl,0.8109399311454069,1.0,-0.30233304141667733,Other,4
Axl_04,Axl,0.9905937673442555,1.0,-0.01363455109030433,Other,4
Axl_05,Axl,0.9519330284702548,1.0,-0.0710680159891324,Other,4
Axl_06,Axl,0.9742369356613021,1.0,-0.03765541463934133,Other,4
