Target_Gene,shRNA_ID,Sample_ID,Sample_Description,Day_Tx,Tx,Dox,Replicate,Read_Counts
NT,NT_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.169146240942463
NT,NT_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0873928772113655
NT,NT_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.008954078004349
NT,NT_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0322017082863841
NT,NT_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0305280117404714
NT,NT_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1139237718213615
NT,NT_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1418174460436514
NT,NT_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0321600584409873
NT,NT_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9517610410874627
NT,NT_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8316408087768341
NT,NT_11,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0502329421055105
NT,NT_12,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1095342039837908
NT,NT_13,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.106836740288801
NT,NT_14,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.023893103572813
NT,NT_15,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1056239985441956
NT,NT_16,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0814302624995098
NT,NT_17,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.010988400347907
NT,NT_19,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0226650096563115
NT,NT_20,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9460357762588829
NT,NT_21,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.960683601246632
NT,NT_22,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9085200023450302
NT,NT_23,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9405630054809785
NT,NT_24,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0193483160506787
NT,NT_26,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9395183060862139
NT,NT_29,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.052371731710946
NT,NT_30,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9356448183637247
NT,NT_31,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0131365257881488
NT,NT_32,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0124015021235946
NT,NT_33,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0309372920761448
NT,NT_34,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9744519525817479
NT,NT_35,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0757842836450946
NT,NT_36,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9229971926914078
NT,NT_37,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0856897603284992
NT,NT_38,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0469282522327414
NT,NT_39,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0269159212733607
NT,NT_41,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8204229771612831
NT,NT_42,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0970586581806407
NT,NT_43,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0909685396455575
NT,NT_44,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1502182614941168
NT,NT_45,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2862396563919842
NT,NT_46,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0739072118042456
NT,NT_47,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0186996813645546
NT,NT_50,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0440004540158108
NT,NT_51,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9738970570763971
NT,NT_53,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9083964357213382
NT,NT_54,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7483514867922256
NT,NT_56,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.927839227184722
NT,NT_57,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.008499297645035
NT,NT_58,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0885130863388848
NT,NT_59,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8899666197025241
NT,NT_60,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9763319232012398
NT,NT_61,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.665293404576606
NT,NT_62,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1740691097157976
NT,NT_63,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0425438666358249
NT,NT_64,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.102425868472134
NT,NT_65,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.14534973264135
NT,NT_66,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0094812370554416
NT,NT_67,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9224641902466278
NT,NT_68,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1102269490768117
NT,NT_69,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9718371564439491
NT,NT_70,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9341200897920743
NT,NT_72,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9996812309650766
NT,NT_73,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.054809992131169
NT,NT_75,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8807406958750073
NT,NT_76,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0264198260439985
NT,NT_77,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9529176980622378
NT,NT_78,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1198651791939622
NT,NT_80,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9521955967246881
NT,NT_81,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.023622774455396
NT,NT_82,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.164934598001066
NT,NT_83,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0035959767197666
NT,NT_84,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0161514742272206
NT,NT_85,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1499173835035608
NT,NT_86,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8741342871483743
NT,NT_87,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9327109978202618
NT,NT_88,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9565250505389372
NT,NT_89,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1440458710331116
NT,NT_90,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.138358212693031
NT,NT_91,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9934070561776625
NT,NT_92,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8104337887182713
NT,NT_93,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.3542106884180523
NT,NT_94,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0772561223720352
NT,NT_95,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.042688313367679
NT,NT_96,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9125083018908206
NT,NT_97,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8806417356579733
NT,NT_98,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0591905361089233
NT,NT_99,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9053153897804928
NT,NT_100,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0269679440827968
NT,NT_101,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1166038542768886
NT,NT_102,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9533676821072102
NT,NT_103,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0165557845797766
NT,NT_104,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0653430570290647
NT,NT_105,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9605494553484804
NT,NT_106,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7978351060901928
NT,NT_107,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0703692152744535
NT,NT_108,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.245297308445134
NT,NT_109,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9827623525062159
NT,NT_110,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9051651628918654
NT,NT_111,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.039963286668041
NT,NT_112,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2070463546274615
NT,NT_113,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.042811775729105
NT,NT_114,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1206006824445007
NT,NT_115,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1140180955925811
NT,NT_116,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1485600814431565
NT,NT_117,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1363449544126147
NT,NT_118,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2056275641884646
NT,NT_119,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1269631230951045
NT,NT_121,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8335624899236475
NT,NT_122,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8044754757947405
NT,NT_123,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.978616078878829
NT,NT_124,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0050430858724402
NT,NT_125,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9424453692883875
NT,NT_126,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0978019660678484
NT,NT_127,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8918675869274169
NT,NT_128,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0952166913722958
NT,NT_129,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8112343505604256
NT,NT_130,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9972097118880588
NT,NT_133,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2411339581667755
NT,NT_134,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8884288166771721
NT,NT_135,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0331130509851654
NT,NT_136,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1018536944984305
NT,NT_137,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0160047114269593
NT,NT_138,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.082666978594199
NT,NT_139,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8898066308670419
NT,NT_140,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8012359854923556
NT,NT_141,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9807838276564429
NT,NT_142,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0474979837141716
NT,NT_143,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0490701865521792
NT,NT_144,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.132674931900034
NT,NT_146,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9166038996072525
NT,NT_147,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9868795600708814
NT,NT_148,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0414695298307843
NT,NT_149,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9248358081134358
NT,NT_150,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1133973746001775
NT,NT_153,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0148984251729398
NT,NT_154,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0245915213851524
NT,NT_155,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9489939436585259
NT,NT_156,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1178746390643401
NT,NT_157,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.18327100372649
NT,NT_158,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9024632083177517
NT,NT_159,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1091755195017061
NT,NT_160,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0034335835301582
NT,NT_161,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0312636212351718
NT,NT_162,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0751545400502547
NT,NT_163,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0401610642032026
NT,NT_164,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0796617204885468
NT,NT_165,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0040935539069562
NT,NT_166,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.3774313972010754
NT,NT_167,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1347058918340913
NT,NT_168,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9327666440126458
NT,NT_169,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9841189108797398
NT,NT_170,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9668278025739673
NT,NT_171,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.023065579533737
NT,NT_172,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9784857561305956
NT,NT_173,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9931718416145958
NT,NT_174,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1658388379468838
NT,NT_175,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1094843430513521
NT,NT_176,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.939519768201761
NT,NT_177,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.927704713611178
NT,NT_178,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1275110118728537
NT,NT_179,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.4394777388311355
NT,NT_180,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9953111288591869
NT,NT_181,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0109033620980403
NT,NT_182,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1134712407461564
NT,NT_183,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9557020466036514
NT,NT_184,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9756784356559263
NT,NT_185,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1441293958343846
NT,NT_186,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1200329291895421
NT,NT_187,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9027781404885296
NT,NT_188,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9178322811571469
NT,NT_189,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0431181643963514
NT,NT_190,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0555265139503662
NT,NT_191,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8618467495309187
NT,NT_192,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.019645138123179
NT,NT_193,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0119940017245137
NT,NT_194,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9110798402038693
NT,NT_195,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0306404078616866
NT,NT_196,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2079844467420653
NT,NT_197,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8065308164932193
NT,NT_198,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0679912027390952
NT,NT_199,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9301906499849718
NT,NT_200,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2150448423976754
EGFP,EGFP_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9710357878581024
EGFP,EGFP_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0613335235153631
EGFP,EGFP_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0211535504809628
EGFP,EGFP_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9054661774257248
EGFP,EGFP_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9055606794826322
EGFP,EGFP_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0528682795973368
EGFP,EGFP_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7555934017343231
EGFP,EGFP_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0906598727984933
EGFP,EGFP_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.226692541673135
EGFP,EGFP_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1917200142023399
Luc,Luc_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0478995700544742
Luc,Luc_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.199044662046907
Luc,Luc_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.946768558815974
Luc,Luc_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9154529834159678
Luc,Luc_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0063932182993744
Luc,Luc_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9323533988316375
Luc,Luc_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8004805653004559
Luc,Luc_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0370346671422133
Luc,Luc_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8487082193952542
Luc,Luc_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8206353198509725
Trp53,Trp53_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9062842685621635
Trp53,Trp53_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8580063515254784
Trp53,Trp53_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9987636786605307
Trp53,Trp53_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9476006342999355
Trp53,Trp53_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.030543521869464
Trp53,Trp53_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9698656839793323
Trp53,Trp53_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.188197247051111
Trp53,Trp53_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0805279689644764
Trp53,Trp53_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9839911715405337
Trp53,Trp53_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0347131725781689
Kif11,Kif11_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8008216039679091
Kif11,Kif11_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8653528188463455
Kif11,Kif11_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.5589662240638354
Kif11,Kif11_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0187916043349872
Kif11,Kif11_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1632811508834304
Kif11,Kif11_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7004083003050644
Kif11,Kif11_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9718510937497048
Kif11,Kif11_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8322204136572875
Kif11,Kif11_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8806421916703849
Kif11,Kif11_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1305435239551558
Pcna,Pcna_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.6240100830588756
Pcna,Pcna_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.6569274624018161
Pcna,Pcna_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9661663202577391
Pcna,Pcna_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9746964640455442
Pcna,Pcna_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1027104582991203
Pcna,Pcna_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9760210380382713
Pcna,Pcna_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9169971028356708
Pcna,Pcna_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9092877443873914
Pcna,Pcna_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1822131904110817
Pcna,Pcna_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8071199776375642
Psmc5,Psmc5_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.058072328518767
Psmc5,Psmc5_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8918401848989185
Psmc5,Psmc5_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.870923083878518
Psmc5,Psmc5_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7148080282667835
Psmc5,Psmc5_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8190679178705002
Psmc5,Psmc5_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.108869720859178
Psmc5,Psmc5_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9451220067316988
Psmc5,Psmc5_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.6686282294365605
Psmc5,Psmc5_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9777780740107231
Psmc5,Psmc5_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.757770229793857
Ran,Ran_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.37031017092021534
Ran,Ran_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.5201095744064383
Ran,Ran_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9292819486605872
Ran,Ran_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.45633396936766185
Ran,Ran_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.5977790594657407
Ran,Ran_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.3620969637439191
Ran,Ran_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.2576814813711872
Ran,Ran_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8771377081549337
Ran,Ran_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.671860184727019
Ran,Ran_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8933430214563212
Rbx1,Rbx1_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8646442737247744
Rbx1,Rbx1_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0982890852239593
Rbx1,Rbx1_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8768615746432085
Rbx1,Rbx1_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9627253567322956
Rbx1,Rbx1_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1433214378166072
Rbx1,Rbx1_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8621008426026204
Rbx1,Rbx1_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8022402667638674
Rbx1,Rbx1_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8083270763186564
Rbx1,Rbx1_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9529708032978811
Rbx1,Rbx1_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0386755073289105
Rpa1,Rpa1_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.2223665496817488
Rpa1,Rpa1_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8347110420793357
Rpa1,Rpa1_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8716539476185994
Rpa1,Rpa1_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9142321598683926
Rpa1,Rpa1_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7250825105328189
Rpa1,Rpa1_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.27228131255601
Rpa1,Rpa1_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8730946831571683
Rpa1,Rpa1_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9758846095801568
Rpa1,Rpa1_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.7766714466862497
Rpa1,Rpa1_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1209920485602693
Rpa3,Rpa3_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0668407727495282
Rpa3,Rpa3_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.924444639450547
Rpa3,Rpa3_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9857410205270684
Rpa3,Rpa3_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8763430946797419
Rpa3,Rpa3_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8405023365600335
Rpa3,Rpa3_06,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.6887916809120965
Rpa3,Rpa3_07,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.8916103913902066
Rpa3,Rpa3_08,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9908069810934494
Rpa3,Rpa3_09,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.1148950156418616
Rpa3,Rpa3_10,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9376582213546166
Rpl7,Rpl7_01,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.6997787874635252
Rpl7,Rpl7_02,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,1.0434146121520014
Rpl7,Rpl7_03,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.9306896453476449
Rpl7,Rpl7_04,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.3554104838901149
Rpl7,Rpl7_05,D1,T13_Dox_0.6nM,9.0,Low,Y,2.0,0.5759751589257273
