Sample_Description,Target_Gene,shRNA_ID,Day_Tx,Tx,Dox,Read_Counts,RTN
T10_Dox_0.6nM,Abcb1,Abcb1_01,6,Low,Y,1952,0.0028241190180977997
T10_Dox_0.6nM,Abcb1,Abcb1_02,6,Low,Y,2035,0.0029442019476583104
T10_Dox_0.6nM,Abcb1,Abcb1_03,6,Low,Y,1532,0.002216470458875937
T10_Dox_0.6nM,Abcb1,Abcb1_04,6,Low,Y,4146,0.005998359348890101
T10_Dox_0.6nM,Abcb1,Abcb1_05,6,Low,Y,4395,0.006358608137571634
T10_Dox_0.6nM,Abcb1,Abcb1_06,6,Low,Y,3500,0.005063737993515522
T10_Dox_0.6nM,Abcb1,Abcb1_07,6,Low,Y,1568,0.0022685546210949536
T10_Dox_0.6nM,Abcb1,Abcb1_08,6,Low,Y,2006,0.002902245261426325
T10_Dox_0.6nM,Abcb1,Abcb1_09,6,Low,Y,2252,0.003258153703256273
T10_Dox_0.6nM,Abcb1,Abcb1_10,6,Low,Y,1033,0.0014945260992290097
T10_Dox_0.6nM,Akt1,Akt1_01,6,Low,Y,1324,0.0019155397438327289
T10_Dox_0.6nM,Akt1,Akt1_02,6,Low,Y,3984,0.005763980618904525
T10_Dox_0.6nM,Akt1,Akt1_03,6,Low,Y,1388,0.0020081338099998697
T10_Dox_0.6nM,Akt1,Akt1_04,6,Low,Y,5955,0.008615588500395696
T10_Dox_0.6nM,Akt1,Akt1_05,6,Low,Y,5119,0.007406078511087416
T10_Dox_0.6nM,Akt1,Akt1_06,6,Low,Y,5015,0.007255613153565812
T10_Dox_0.6nM,Akt1,Akt1_07,6,Low,Y,6172,0.008929540255993657
T10_Dox_0.6nM,Akt1,Akt1_08,6,Low,Y,1757,0.002541996472744792
T10_Dox_0.6nM,Akt1,Akt1_09,6,Low,Y,1044,0.0015104407043514871
T10_Dox_0.6nM,Akt1,Akt1_10,6,Low,Y,1958,0.002832799711800969
T10_Dox_0.6nM,Akt2,Akt2_01,6,Low,Y,2220,0.0032118566701727024
T10_Dox_0.6nM,Akt2,Akt2_02,6,Low,Y,2963,0.004286815907081854
T10_Dox_0.6nM,Akt2,Akt2_03,6,Low,Y,1868,0.002702589306253427
T10_Dox_0.6nM,Akt2,Akt2_04,6,Low,Y,2413,0.003491085650957987
T10_Dox_0.6nM,Akt2,Akt2_05,6,Low,Y,1199,0.0017346919583500315
T10_Dox_0.6nM,Akt2,Akt2_06,6,Low,Y,1028,0.001487292187809702
T10_Dox_0.6nM,Akt2,Akt2_07,6,Low,Y,3653,0.005285095682946343
T10_Dox_0.6nM,Akt2,Akt2_08,6,Low,Y,3202,0.004632596872924772
T10_Dox_0.6nM,Akt2,Akt2_09,6,Low,Y,3132,0.004531322113054462
T10_Dox_0.6nM,Akt2,Akt2_10,6,Low,Y,1781,0.0025767192475574696
T10_Dox_0.6nM,Apc,Apc_01,6,Low,Y,3068,0.00443872804688732
T10_Dox_0.6nM,Apc,Apc_02,6,Low,Y,2574,0.003724017598659701
T10_Dox_0.6nM,Apc,Apc_03,6,Low,Y,1634,0.002364042251829818
T10_Dox_0.6nM,Apc,Apc_04,6,Low,Y,1633,0.0023625954695459563
T10_Dox_0.6nM,Apc,Apc_05,6,Low,Y,2569,0.003716783687240393
T10_Dox_0.6nM,Apc,Apc_06,6,Low,Y,3732,0.005399391483371408
T10_Dox_0.6nM,Apc,Apc_07,6,Low,Y,1057,0.0015292488740416875
T10_Dox_0.6nM,Apc,Apc_08,6,Low,Y,2767,0.004003246579444985
T10_Dox_0.6nM,Apc,Apc_09,6,Low,Y,1746,0.0025260818676223146
T10_Dox_0.6nM,Apc,Apc_10,6,Low,Y,3970,0.005743725666930463
T10_Dox_0.6nM,Araf,Araf_01,6,Low,Y,3576,0.005173693447089001
T10_Dox_0.6nM,Araf,Araf_02,6,Low,Y,1251,0.0018099246371108336
T10_Dox_0.6nM,Araf,Araf_03,6,Low,Y,1234,0.0017853293382851868
T10_Dox_0.6nM,Araf,Araf_04,6,Low,Y,2310,0.0033420670757202445
T10_Dox_0.6nM,Araf,Araf_05,6,Low,Y,3891,0.005629429866505399
T10_Dox_0.6nM,Araf,Araf_06,6,Low,Y,2067,0.0029904989807418812
T10_Dox_0.6nM,Araf,Araf_07,6,Low,Y,1533,0.0022179172411597985
T10_Dox_0.6nM,Araf,Araf_08,6,Low,Y,1790,0.002589740288112224
T10_Dox_0.6nM,Araf,Araf_09,6,Low,Y,2992,0.004328772593313841
T10_Dox_0.6nM,Araf,Araf_10,6,Low,Y,3001,0.004341793633868595
T10_Dox_0.6nM,Arid1a,Arid1a_01,6,Low,Y,3688,0.005335733062881498
T10_Dox_0.6nM,Arid1a,Arid1a_02,6,Low,Y,4673,0.006760813612485152
T10_Dox_0.6nM,Arid1a,Arid1a_03,6,Low,Y,3364,0.0048669756029103475
T10_Dox_0.6nM,Arid1a,Arid1a_04,6,Low,Y,3660,0.005295223158933374
T10_Dox_0.6nM,Arid1a,Arid1a_05,6,Low,Y,513,0.0007421993116209893
T10_Dox_0.6nM,Arid1a,Arid1a_06,6,Low,Y,1196,0.001730351611498447
T10_Dox_0.6nM,Arid1a,Arid1a_07,6,Low,Y,3710,0.005367562273126453
T10_Dox_0.6nM,Arid1a,Arid1a_08,6,Low,Y,2411,0.0034881920863902636
T10_Dox_0.6nM,Arid1a,Arid1a_09,6,Low,Y,1574,0.002277235314798123
T10_Dox_0.6nM,Arid1a,Arid1a_10,6,Low,Y,1922,0.0027807155495819524
T10_Dox_0.6nM,Arid1b,Arid1b_01,6,Low,Y,2275,0.003291429695785089
T10_Dox_0.6nM,Arid1b,Arid1b_02,6,Low,Y,3301,0.004775828319027068
T10_Dox_0.6nM,Arid1b,Arid1b_03,6,Low,Y,1759,0.0025448900373125152
T10_Dox_0.6nM,Arid1b,Arid1b_04,6,Low,Y,2610,0.0037761017608787177
T10_Dox_0.6nM,Arid1b,Arid1b_05,6,Low,Y,2243,0.0032451326627015186
T10_Dox_0.6nM,Arid1b,Arid1b_06,6,Low,Y,4766,0.006895364364884279
T10_Dox_0.6nM,Arid1b,Arid1b_07,6,Low,Y,2092,0.0030266685378384207
T10_Dox_0.6nM,Arid1b,Arid1b_08,6,Low,Y,2755,0.003985885192038646
T10_Dox_0.6nM,Arid1b,Arid1b_09,6,Low,Y,4407,0.006375969524977973
T10_Dox_0.6nM,Arid1b,Arid1b_10,6,Low,Y,1920,0.0027778219850142292
T10_Dox_0.6nM,Ascl1,Ascl1_01,6,Low,Y,5003,0.007238251766159473
T10_Dox_0.6nM,Ascl1,Ascl1_02,6,Low,Y,2278,0.003295770042636674
T10_Dox_0.6nM,Ascl1,Ascl1_03,6,Low,Y,1859,0.002689568265698673
T10_Dox_0.6nM,Ascl1,Ascl1_04,6,Low,Y,2230,0.003226324493011318
T10_Dox_0.6nM,Ascl1,Ascl1_05,6,Low,Y,1792,0.002592633852679947
T10_Dox_0.6nM,Ascl1,Ascl1_06,6,Low,Y,1579,0.002284469226217431
T10_Dox_0.6nM,Ascl1,Ascl1_07,6,Low,Y,2192,0.0031713467662245784
T10_Dox_0.6nM,Ascl1,Ascl1_08,6,Low,Y,479,0.0006930087139696957
T10_Dox_0.6nM,Ascl1,Ascl1_09,6,Low,Y,2243,0.0032451326627015186
T10_Dox_0.6nM,Ascl1,Ascl1_10,6,Low,Y,2919,0.0042231574865919455
T10_Dox_0.6nM,Atm,Atm_01,6,Low,Y,1786,0.002583953158976778
T10_Dox_0.6nM,Atm,Atm_02,6,Low,Y,2514,0.0036372106616280064
T10_Dox_0.6nM,Atm,Atm_03,6,Low,Y,1585,0.0022931499199206006
T10_Dox_0.6nM,Atm,Atm_04,6,Low,Y,4418,0.00639188413010045
T10_Dox_0.6nM,Atm,Atm_05,6,Low,Y,3534,0.005112928591166815
T10_Dox_0.6nM,Atm,Atm_06,6,Low,Y,1332,0.0019271140021036215
T10_Dox_0.6nM,Atm,Atm_07,6,Low,Y,2197,0.003178580677643886
T10_Dox_0.6nM,Atm,Atm_08,6,Low,Y,893,0.001291976579488389
T10_Dox_0.6nM,Atm,Atm_09,6,Low,Y,3959,0.005727811061807986
T10_Dox_0.6nM,Atm,Atm_10,6,Low,Y,4969,0.00718906116850818
T10_Dox_0.6nM,Atr,Atr_01,6,Low,Y,1154,0.0016695867555762607
T10_Dox_0.6nM,Atr,Atr_02,6,Low,Y,1320,0.0019097526146972825
T10_Dox_0.6nM,Atr,Atr_03,6,Low,Y,5050,0.007306250533500968
T10_Dox_0.6nM,Atr,Atr_04,6,Low,Y,5015,0.007255613153565812
T10_Dox_0.6nM,Atr,Atr_05,6,Low,Y,633,0.0009158131856843787
T10_Dox_0.6nM,Atr,Atr_06,6,Low,Y,1453,0.0021021746584508724
T10_Dox_0.6nM,Atr,Atr_07,6,Low,Y,6552,0.009479317523861056
T10_Dox_0.6nM,Atr,Atr_08,6,Low,Y,2786,0.004030735442838355
T10_Dox_0.6nM,Atr,Atr_09,6,Low,Y,2147,0.0031062415634508073
T10_Dox_0.6nM,Atr,Atr_10,6,Low,Y,3836,0.005549856840893012
T10_Dox_0.6nM,Aurka,Aurka_01,6,Low,Y,1835,0.002654845490885995
T10_Dox_0.6nM,Aurka,Aurka_02,6,Low,Y,1536,0.002222257588011383
T10_Dox_0.6nM,Aurka,Aurka_03,6,Low,Y,4545,0.00657562548015087
T10_Dox_0.6nM,Aurka,Aurka_04,6,Low,Y,3118,0.0045110671610804
T10_Dox_0.6nM,Aurka,Aurka_05,6,Low,Y,1261,0.0018243924599494494
T10_Dox_0.6nM,Aurka,Aurka_06,6,Low,Y,2536,0.003669039871872961
T10_Dox_0.6nM,Aurka,Aurka_07,6,Low,Y,700,0.0010127475987031043
T10_Dox_0.6nM,Aurka,Aurka_08,6,Low,Y,1711,0.0024754444876871596
T10_Dox_0.6nM,Aurka,Aurka_09,6,Low,Y,4595,0.006647964594343949
T10_Dox_0.6nM,Aurka,Aurka_10,6,Low,Y,907,0.001312231531462451
T10_Dox_0.6nM,Aurkb,Aurkb_01,6,Low,Y,3078,0.004453195869725936
T10_Dox_0.6nM,Aurkb,Aurkb_02,6,Low,Y,3778,0.00546594346842904
T10_Dox_0.6nM,Aurkb,Aurkb_03,6,Low,Y,1250,0.001808477854826972
T10_Dox_0.6nM,Aurkb,Aurkb_04,6,Low,Y,1291,0.0018677959284652968
T10_Dox_0.6nM,Aurkb,Aurkb_05,6,Low,Y,1344,0.0019444753895099603
T10_Dox_0.6nM,Aurkb,Aurkb_06,6,Low,Y,2640,0.003819505229394565
T10_Dox_0.6nM,Aurkb,Aurkb_07,6,Low,Y,3178,0.004597874098112094
T10_Dox_0.6nM,Aurkb,Aurkb_08,6,Low,Y,4818,0.006970597043645081
T10_Dox_0.6nM,Aurkb,Aurkb_09,6,Low,Y,1610,0.00232931947701714
T10_Dox_0.6nM,Aurkb,Aurkb_10,6,Low,Y,4156,0.006012827171728716
T10_Dox_0.6nM,Axin1,Axin1_01,6,Low,Y,3696,0.005347307321152391
T10_Dox_0.6nM,Axin1,Axin1_02,6,Low,Y,1849,0.002675100442860057
T10_Dox_0.6nM,Axin1,Axin1_03,6,Low,Y,3136,0.004537109242189907
T10_Dox_0.6nM,Axin1,Axin1_04,6,Low,Y,5509,0.00797032360179343
T10_Dox_0.6nM,Axin1,Axin1_05,6,Low,Y,4916,0.007112381707463516
T10_Dox_0.6nM,Axin1,Axin1_06,6,Low,Y,2601,0.0037630807203239635
T10_Dox_0.6nM,Axin1,Axin1_07,6,Low,Y,3165,0.004579065928421893
T10_Dox_0.6nM,Axin1,Axin1_08,6,Low,Y,3240,0.004687574599711511
T10_Dox_0.6nM,Axin1,Axin1_09,6,Low,Y,1494,0.002161492732089197
T10_Dox_0.6nM,Axin1,Axin1_10,6,Low,Y,1679,0.0024291474546035887
T10_Dox_0.6nM,Axl,Axl_01,6,Low,Y,2578,0.0037298047277951473
T10_Dox_0.6nM,Axl,Axl_02,6,Low,Y,1425,0.002061664754502748
T10_Dox_0.6nM,Axl,Axl_03,6,Low,Y,2564,0.0037095497758210852
T10_Dox_0.6nM,Axl,Axl_04,6,Low,Y,3288,0.004757020149336867
T10_Dox_0.6nM,Axl,Axl_05,6,Low,Y,4027,0.005826192257110573
T10_Dox_0.6nM,Axl,Axl_06,6,Low,Y,3062,0.004430047353184151
T10_Dox_0.6nM,Axl,Axl_07,6,Low,Y,3249,0.0047005956402662655
T10_Dox_0.6nM,Axl,Axl_08,6,Low,Y,962,0.0013918045570748376
T10_Dox_0.6nM,Axl,Axl_09,6,Low,Y,2766,0.004001799797161124
T10_Dox_0.6nM,Axl,Axl_10,6,Low,Y,4302,0.0062240573851725075
T10_Dox_0.6nM,B2m,B2m_01,6,Low,Y,1951,0.002822672235813938
T10_Dox_0.6nM,B2m,B2m_02,6,Low,Y,1618,0.002340893735288033
T10_Dox_0.6nM,B2m,B2m_03,6,Low,Y,5181,0.0074957790126868335
T10_Dox_0.6nM,B2m,B2m_04,6,Low,Y,2775,0.004014820837715878
T10_Dox_0.6nM,B2m,B2m_05,6,Low,Y,2635,0.003812271317975257
T10_Dox_0.6nM,B2m,B2m_06,6,Low,Y,2539,0.003673380218724546
T10_Dox_0.6nM,B2m,B2m_07,6,Low,Y,1685,0.0024378281483067583
T10_Dox_0.6nM,B2m,B2m_08,6,Low,Y,2556,0.0036979755175501924
T10_Dox_0.6nM,B2m,B2m_09,6,Low,Y,2327,0.003366662374545891
T10_Dox_0.6nM,B2m,B2m_10,6,Low,Y,2497,0.0036126153628023593
T10_Dox_0.6nM,Bcl2,Bcl2_01,6,Low,Y,2651,0.0038354198345170423
T10_Dox_0.6nM,Bcl2,Bcl2_02,6,Low,Y,2717,0.003930907465251906
T10_Dox_0.6nM,Bcl2,Bcl2_03,6,Low,Y,4683,0.0067752814353237685
T10_Dox_0.6nM,Bcl2,Bcl2_04,6,Low,Y,2494,0.0036082750159507748
T10_Dox_0.6nM,Bcl2,Bcl2_05,6,Low,Y,3699,0.005351647668003976
T10_Dox_0.6nM,Bcl2,Bcl2_06,6,Low,Y,5355,0.007747519130078749
T10_Dox_0.6nM,Bcl2,Bcl2_07,6,Low,Y,5952,0.00861124815354411
T10_Dox_0.6nM,Bcl2,Bcl2_08,6,Low,Y,3680,0.005324158804610605
T10_Dox_0.6nM,Bcl2,Bcl2_09,6,Low,Y,1638,0.002369829380965264
T10_Dox_0.6nM,Bcl2,Bcl2_10,6,Low,Y,2015,0.002915266301981079
T10_Dox_0.6nM,Braf,Braf_01,6,Low,Y,3023,0.00437362284411355
T10_Dox_0.6nM,Braf,Braf_02,6,Low,Y,2224,0.003217643799308149
T10_Dox_0.6nM,Braf,Braf_03,6,Low,Y,3581,0.00518092735850831
T10_Dox_0.6nM,Braf,Braf_04,6,Low,Y,1788,0.0025868467235445006
T10_Dox_0.6nM,Braf,Braf_05,6,Low,Y,3237,0.004683234252859927
T10_Dox_0.6nM,Braf,Braf_06,6,Low,Y,2749,0.003977204498335477
T10_Dox_0.6nM,Braf,Braf_07,6,Low,Y,6596,0.009542975944350966
T10_Dox_0.6nM,Braf,Braf_08,6,Low,Y,833,0.0012051696424566943
T10_Dox_0.6nM,Braf,Braf_09,6,Low,Y,5440,0.007870495624206983
T10_Dox_0.6nM,Braf,Braf_10,6,Low,Y,1981,0.0028660757043297855
T10_Dox_0.6nM,Brca1,Brca1_01,6,Low,Y,2528,0.0036574656136020684
T10_Dox_0.6nM,Brca1,Brca1_02,6,Low,Y,5024,0.007268634194120566
T10_Dox_0.6nM,Brca1,Brca1_03,6,Low,Y,3113,0.004503833249661091
T10_Dox_0.6nM,Brca1,Brca1_04,6,Low,Y,597,0.0008637290234653619
T10_Dox_0.6nM,Brca1,Brca1_05,6,Low,Y,989,0.0014308676787391002
T10_Dox_0.6nM,Brca1,Brca1_06,6,Low,Y,2021,0.0029239469956842483
T10_Dox_0.6nM,Brca1,Brca1_07,6,Low,Y,1380,0.0019965595517289774
T10_Dox_0.6nM,Brca1,Brca1_08,6,Low,Y,784,0.0011342773105474768
T10_Dox_0.6nM,Brca1,Brca1_09,6,Low,Y,3652,0.005283648900662481
T10_Dox_0.6nM,Brca1,Brca1_10,6,Low,Y,1616,0.0023380001707203097
T10_Dox_0.6nM,Brca2,Brca2_01,6,Low,Y,1047,0.0015147810512030717
T10_Dox_0.6nM,Brca2,Brca2_02,6,Low,Y,3536,0.005115822155734539
T10_Dox_0.6nM,Brca2,Brca2_03,6,Low,Y,1475,0.002134003868695827
T10_Dox_0.6nM,Brca2,Brca2_04,6,Low,Y,2946,0.004262220608256208
T10_Dox_0.6nM,Brca2,Brca2_05,6,Low,Y,1653,0.002391531115223188
T10_Dox_0.6nM,Brca2,Brca2_06,6,Low,Y,3159,0.004570385234718724
T10_Dox_0.6nM,Brca2,Brca2_07,6,Low,Y,3354,0.004852507780071732
T10_Dox_0.6nM,Brca2,Brca2_08,6,Low,Y,1805,0.0026114420223701477
T10_Dox_0.6nM,Brca2,Brca2_09,6,Low,Y,1935,0.0027995237192721526
T10_Dox_0.6nM,Brca2,Brca2_10,6,Low,Y,2987,0.004321538681894533
T10_Dox_0.6nM,Brd2,Brd2_01,6,Low,Y,5820,0.008420272892074383
T10_Dox_0.6nM,Brd2,Brd2_02,6,Low,Y,2320,0.00335653489855886
T10_Dox_0.6nM,Brd2,Brd2_03,6,Low,Y,1679,0.0024291474546035887
T10_Dox_0.6nM,Brd2,Brd2_04,6,Low,Y,4593,0.006645071029776226
T10_Dox_0.6nM,Brd2,Brd2_05,6,Low,Y,1974,0.0028559482283427545
T10_Dox_0.6nM,Brd2,Brd2_06,6,Low,Y,3335,0.004825018916678361
T10_Dox_0.6nM,Brd2,Brd2_07,6,Low,Y,2857,0.004133456984992527
T10_Dox_0.6nM,Brd2,Brd2_08,6,Low,Y,849,0.0012283181589984795
T10_Dox_0.6nM,Brd2,Brd2_09,6,Low,Y,2719,0.00393380102981963
T10_Dox_0.6nM,Brd2,Brd2_10,6,Low,Y,2904,0.004201455752334021
T10_Dox_0.6nM,Brd4,Brd4_01,6,Low,Y,3817,0.005522367977499642
T10_Dox_0.6nM,Brd4,Brd4_02,6,Low,Y,1848,0.0026736536605761955
T10_Dox_0.6nM,Brd4,Brd4_03,6,Low,Y,3840,0.0055556439700284585
T10_Dox_0.6nM,Brd4,Brd4_04,6,Low,Y,1451,0.0020992810938831492
T10_Dox_0.6nM,Brd4,Brd4_05,6,Low,Y,2547,0.003684954476995438
T10_Dox_0.6nM,Brd4,Brd4_06,6,Low,Y,2665,0.0038556747864911044
T10_Dox_0.6nM,Brd4,Brd4_07,6,Low,Y,3155,0.004564598105583278
T10_Dox_0.6nM,Brd4,Brd4_08,6,Low,Y,2002,0.0028964581322908785
T10_Dox_0.6nM,Brd4,Brd4_09,6,Low,Y,2627,0.0038006970597043643
T10_Dox_0.6nM,Brd4,Brd4_10,6,Low,Y,2659,0.003846994092787935
T10_Dox_0.6nM,Btk,Btk_01,6,Low,Y,2332,0.003373896285965199
T10_Dox_0.6nM,Btk,Btk_02,6,Low,Y,3931,0.005687301157859862
T10_Dox_0.6nM,Btk,Btk_03,6,Low,Y,2845,0.004116095597586188
T10_Dox_0.6nM,Btk,Btk_04,6,Low,Y,2335,0.003378236632816784
T10_Dox_0.6nM,Btk,Btk_05,6,Low,Y,2178,0.003151091814250516
T10_Dox_0.6nM,Btk,Btk_06,6,Low,Y,2915,0.004217370357456499
T10_Dox_0.6nM,Btk,Btk_07,6,Low,Y,2347,0.0033955980202231228
T10_Dox_0.6nM,Btk,Btk_08,6,Low,Y,2356,0.003408619060777877
T10_Dox_0.6nM,Btk,Btk_09,6,Low,Y,5201,0.007524714658364066
T10_Dox_0.6nM,Btk,Btk_10,6,Low,Y,2547,0.003684954476995438
T10_Dox_0.6nM,Ccna2,Ccna2_01,6,Low,Y,4371,0.006323885362758956
T10_Dox_0.6nM,Ccna2,Ccna2_02,6,Low,Y,2483,0.0035923604108282973
T10_Dox_0.6nM,Ccna2,Ccna2_03,6,Low,Y,2317,0.0033521945517072755
T10_Dox_0.6nM,Ccna2,Ccna2_04,6,Low,Y,5491,0.007944281520683922
T10_Dox_0.6nM,Ccna2,Ccna2_05,6,Low,Y,1971,0.0028516078814911695
T10_Dox_0.6nM,Ccna2,Ccna2_06,6,Low,Y,2210,0.003197388847334087
T10_Dox_0.6nM,Ccna2,Ccna2_07,6,Low,Y,3026,0.004377963190965134
T10_Dox_0.6nM,Ccna2,Ccna2_08,6,Low,Y,4892,0.007077658932650838
T10_Dox_0.6nM,Ccna2,Ccna2_09,6,Low,Y,1616,0.0023380001707203097
T10_Dox_0.6nM,Ccna2,Ccna2_10,6,Low,Y,1175,0.0016999691835373537
T10_Dox_0.6nM,Ccnb1,Ccnb1_01,6,Low,Y,1609,0.0023278726947332786
T10_Dox_0.6nM,Ccnb1,Ccnb1_02,6,Low,Y,3407,0.004929187241116395
T10_Dox_0.6nM,Ccnb1,Ccnb1_03,6,Low,Y,3158,0.004568938452434862
T10_Dox_0.6nM,Ccnb1,Ccnb1_04,6,Low,Y,3315,0.00479608327100113
T10_Dox_0.6nM,Ccnb1,Ccnb1_05,6,Low,Y,2000,0.0028935645677231553
T10_Dox_0.6nM,Ccnb1,Ccnb1_06,6,Low,Y,4146,0.005998359348890101
T10_Dox_0.6nM,Ccnb1,Ccnb1_07,6,Low,Y,4420,0.006394777694668174
T10_Dox_0.6nM,Ccnb1,Ccnb1_08,6,Low,Y,2322,0.0033594284631265833
T10_Dox_0.6nM,Ccnb1,Ccnb1_09,6,Low,Y,1121,0.0016218429402088286
T10_Dox_0.6nM,Ccnb1,Ccnb1_10,6,Low,Y,1967,0.002845820752355723
T10_Dox_0.6nM,Ccnd1,Ccnd1_01,6,Low,Y,2314,0.0033478542048556905
T10_Dox_0.6nM,Ccnd1,Ccnd1_02,6,Low,Y,1429,0.0020674518836381944
T10_Dox_0.6nM,Ccnd1,Ccnd1_03,6,Low,Y,1948,0.0028183318889623533
T10_Dox_0.6nM,Ccnd1,Ccnd1_04,6,Low,Y,3430,0.004962463233645211
T10_Dox_0.6nM,Ccnd1,Ccnd1_05,6,Low,Y,3509,0.005076759034070276
T10_Dox_0.6nM,Ccnd1,Ccnd1_06,6,Low,Y,2439,0.003528701990338388
T10_Dox_0.6nM,Ccnd1,Ccnd1_07,6,Low,Y,1340,0.001938688260374514
T10_Dox_0.6nM,Ccnd1,Ccnd1_08,6,Low,Y,2405,0.0034795113926870944
T10_Dox_0.6nM,Ccnd1,Ccnd1_09,6,Low,Y,2886,0.004175413671224513
T10_Dox_0.6nM,Ccnd1,Ccnd1_10,6,Low,Y,3229,0.004671659994589034
T10_Dox_0.6nM,Ccnd3,Ccnd3_01,6,Low,Y,4398,0.006362948484423219
T10_Dox_0.6nM,Ccnd3,Ccnd3_02,6,Low,Y,4718,0.006825918815258923
T10_Dox_0.6nM,Ccnd3,Ccnd3_03,6,Low,Y,814,0.0011776807790633242
T10_Dox_0.6nM,Ccnd3,Ccnd3_04,6,Low,Y,2497,0.0036126153628023593
T10_Dox_0.6nM,Ccnd3,Ccnd3_05,6,Low,Y,1519,0.0021976622891857365
T10_Dox_0.6nM,Ccnd3,Ccnd3_06,6,Low,Y,4302,0.0062240573851725075
T10_Dox_0.6nM,Ccnd3,Ccnd3_07,6,Low,Y,1195,0.0017289048292145853
T10_Dox_0.6nM,Ccnd3,Ccnd3_08,6,Low,Y,3678,0.005321265240042883
T10_Dox_0.6nM,Ccnd3,Ccnd3_09,6,Low,Y,2466,0.0035677651120026503
T10_Dox_0.6nM,Ccnd3,Ccnd3_10,6,Low,Y,443,0.0006409245517506789
T10_Dox_0.6nM,Ccne1,Ccne1_01,6,Low,Y,1461,0.002113748916721765
T10_Dox_0.6nM,Ccne1,Ccne1_02,6,Low,Y,3467,0.005015994178148089
T10_Dox_0.6nM,Ccne1,Ccne1_03,6,Low,Y,3022,0.004372176061829687
T10_Dox_0.6nM,Ccne1,Ccne1_04,6,Low,Y,1246,0.0018026907256915258
T10_Dox_0.6nM,Ccne1,Ccne1_05,6,Low,Y,2510,0.00363142353249256
T10_Dox_0.6nM,Ccne1,Ccne1_06,6,Low,Y,3423,0.0049523357576581805
T10_Dox_0.6nM,Ccne1,Ccne1_07,6,Low,Y,3709,0.005366115490842592
T10_Dox_0.6nM,Ccne1,Ccne1_08,6,Low,Y,3417,0.0049436550639550105
T10_Dox_0.6nM,Ccne1,Ccne1_09,6,Low,Y,2971,0.004298390165352747
T10_Dox_0.6nM,Ccne1,Ccne1_10,6,Low,Y,865,0.0012514666755402647
T10_Dox_0.6nM,Cd274,Cd274_01,6,Low,Y,3814,0.005518027630648057
T10_Dox_0.6nM,Cd274,Cd274_02,6,Low,Y,3875,0.005606281349963613
T10_Dox_0.6nM,Cd274,Cd274_03,6,Low,Y,5831,0.00843618749719686
T10_Dox_0.6nM,Cd274,Cd274_04,6,Low,Y,3652,0.005283648900662481
T10_Dox_0.6nM,Cd274,Cd274_05,6,Low,Y,2745,0.0039714173692000304
T10_Dox_0.6nM,Cd274,Cd274_06,6,Low,Y,1154,0.0016695867555762607
T10_Dox_0.6nM,Cd274,Cd274_07,6,Low,Y,7227,0.010455895565467622
T10_Dox_0.6nM,Cd274,Cd274_08,6,Low,Y,2895,0.004188434711779267
T10_Dox_0.6nM,Cd274,Cd274_09,6,Low,Y,3545,0.005128843196289293
T10_Dox_0.6nM,Cd274,Cd274_10,6,Low,Y,3139,0.004541449589041492
T10_Dox_0.6nM,Cd276,Cd276_01,6,Low,Y,3097,0.004480684733119306
T10_Dox_0.6nM,Cd276,Cd276_02,6,Low,Y,4101,0.00593325414611633
T10_Dox_0.6nM,Cd276,Cd276_03,6,Low,Y,1293,0.0018706894930330198
T10_Dox_0.6nM,Cd276,Cd276_04,6,Low,Y,2813,0.004069798564502618
T10_Dox_0.6nM,Cd276,Cd276_05,6,Low,Y,5487,0.007938494391548477
T10_Dox_0.6nM,Cd276,Cd276_06,6,Low,Y,1553,0.00224685288683703
T10_Dox_0.6nM,Cd276,Cd276_07,6,Low,Y,2003,0.00289790491457474
T10_Dox_0.6nM,Cd276,Cd276_08,6,Low,Y,1178,0.0017043095303889385
T10_Dox_0.6nM,Cd276,Cd276_09,6,Low,Y,1113,0.001610268681937936
T10_Dox_0.6nM,Cd276,Cd276_10,6,Low,Y,2111,0.0030541574012317905
T10_Dox_0.6nM,Cd40,Cd40_01,6,Low,Y,3096,0.004479237950835445
T10_Dox_0.6nM,Cd40,Cd40_02,6,Low,Y,4060,0.005873936072478005
T10_Dox_0.6nM,Cd40,Cd40_03,6,Low,Y,5077,0.007345313655165229
T10_Dox_0.6nM,Cd40,Cd40_04,6,Low,Y,4631,0.006700048756562966
T10_Dox_0.6nM,Cd40,Cd40_05,6,Low,Y,4643,0.006717410143969305
T10_Dox_0.6nM,Cd40,Cd40_06,6,Low,Y,2631,0.0038064841888398107
T10_Dox_0.6nM,Cd40,Cd40_07,6,Low,Y,4131,0.005976657614632177
T10_Dox_0.6nM,Cd40,Cd40_08,6,Low,Y,1251,0.0018099246371108336
T10_Dox_0.6nM,Cd40,Cd40_09,6,Low,Y,5967,0.008632949887802034
T10_Dox_0.6nM,Cd40,Cd40_10,6,Low,Y,3321,0.004804763964704299
T10_Dox_0.6nM,Cd47,Cd47_01,6,Low,Y,3780,0.005468837032996763
T10_Dox_0.6nM,Cd47,Cd47_02,6,Low,Y,4397,0.006361501702139357
T10_Dox_0.6nM,Cd47,Cd47_03,6,Low,Y,1588,0.002297490266772185
T10_Dox_0.6nM,Cd47,Cd47_04,6,Low,Y,1729,0.0025014865687966676
T10_Dox_0.6nM,Cd47,Cd47_05,6,Low,Y,2143,0.003100454434315361
