Sample_Description,Target_Gene,shRNA_ID,Day_Tx,Tx,Dox,Read_Counts,RTN
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_04,9,Vehicle,Y,1542,0.002402748669684386
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_05,9,Vehicle,Y,2147,0.00334546134488481
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_06,9,Vehicle,Y,2802,0.00436608415853155
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_07,9,Vehicle,Y,2544,0.003964067844148559
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_08,9,Vehicle,Y,2102,0.0032753422202831256
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_09,9,Vehicle,Y,4430,0.0069028382663436
T13_Dox_Vehicle,Ctnnb1,Ctnnb1_10,9,Vehicle,Y,3210,0.005001830888253489
T13_Dox_Vehicle,EGFP,EGFP_01,9,Vehicle,Y,1513,0.0023575607893855225
T13_Dox_Vehicle,EGFP,EGFP_02,9,Vehicle,Y,5801,0.009039134262541585
T13_Dox_Vehicle,EGFP,EGFP_03,9,Vehicle,Y,5487,0.00854985859309872
T13_Dox_Vehicle,EGFP,EGFP_04,9,Vehicle,Y,1237,0.0019274968251618582
T13_Dox_Vehicle,EGFP,EGFP_05,9,Vehicle,Y,2829,0.00440815563329256
T13_Dox_Vehicle,EGFP,EGFP_06,9,Vehicle,Y,2572,0.004007697521678496
T13_Dox_Vehicle,EGFP,EGFP_07,9,Vehicle,Y,1833,0.0028561856754419452
T13_Dox_Vehicle,EGFP,EGFP_08,9,Vehicle,Y,1894,0.002951236044346451
T13_Dox_Vehicle,EGFP,EGFP_09,9,Vehicle,Y,3083,0.004803939136599846
T13_Dox_Vehicle,EGFP,EGFP_10,9,Vehicle,Y,3288,0.005123370704229742
T13_Dox_Vehicle,Egfr,Egfr_01,9,Vehicle,Y,756,0.0011780012933082981
T13_Dox_Vehicle,Egfr,Egfr_02,9,Vehicle,Y,1477,0.002301465489704175
T13_Dox_Vehicle,Egfr,Egfr_03,9,Vehicle,Y,1735,0.002703481804087166
T13_Dox_Vehicle,Egfr,Egfr_04,9,Vehicle,Y,2988,0.004655909873551845
T13_Dox_Vehicle,Egfr,Egfr_05,9,Vehicle,Y,3023,0.004710446970464266
T13_Dox_Vehicle,Egfr,Egfr_06,9,Vehicle,Y,1836,0.0028608602837487244
T13_Dox_Vehicle,Egfr,Egfr_07,9,Vehicle,Y,2865,0.004464250932973908
T13_Dox_Vehicle,Egfr,Egfr_08,9,Vehicle,Y,2096,0.0032659930036695677
T13_Dox_Vehicle,Egfr,Egfr_09,9,Vehicle,Y,3232,0.005036111349169868
T13_Dox_Vehicle,Egfr,Egfr_10,9,Vehicle,Y,1951,0.003040053602175251
T13_Dox_Vehicle,Elf3,Elf3_01,9,Vehicle,Y,4136,0.006444726652279261
T13_Dox_Vehicle,Elf3,Elf3_02,9,Vehicle,Y,1588,0.002474425997054997
T13_Dox_Vehicle,Elf3,Elf3_03,9,Vehicle,Y,1071,0.0016688351655200892
T13_Dox_Vehicle,Elf3,Elf3_04,9,Vehicle,Y,2518,0.003923554572156475
T13_Dox_Vehicle,Elf3,Elf3_05,9,Vehicle,Y,3603,0.005614204576441532
T13_Dox_Vehicle,Elf3,Elf3_06,9,Vehicle,Y,4246,0.006616128956861156
T13_Dox_Vehicle,Elf3,Elf3_07,9,Vehicle,Y,3036,0.004730703606460308
T13_Dox_Vehicle,Elf3,Elf3_08,9,Vehicle,Y,4171,0.0064992637491916826
T13_Dox_Vehicle,Elf3,Elf3_09,9,Vehicle,Y,828,0.0012901918926709933
T13_Dox_Vehicle,Elf3,Elf3_10,9,Vehicle,Y,2643,0.004118329918272265
T13_Dox_Vehicle,Ep300,Ep300_01,9,Vehicle,Y,3728,0.005808979922557323
T13_Dox_Vehicle,Ep300,Ep300_02,9,Vehicle,Y,953,0.0014849672387867833
T13_Dox_Vehicle,Ep300,Ep300_03,9,Vehicle,Y,2124,0.0033096226811995047
T13_Dox_Vehicle,Ep300,Ep300_04,9,Vehicle,Y,2033,0.003167826229227209
T13_Dox_Vehicle,Ep300,Ep300_05,9,Vehicle,Y,1822,0.0028390454449837557
T13_Dox_Vehicle,Ep300,Ep300_06,9,Vehicle,Y,1487,0.0023170475173934385
T13_Dox_Vehicle,Ep300,Ep300_07,9,Vehicle,Y,2435,0.0037942237423355903
T13_Dox_Vehicle,Ep300,Ep300_08,9,Vehicle,Y,2274,0.0035433530965384525
T13_Dox_Vehicle,Ep300,Ep300_09,9,Vehicle,Y,4139,0.00644940126058604
T13_Dox_Vehicle,Ep300,Ep300_10,9,Vehicle,Y,1995,0.0031086145240080093
T13_Dox_Vehicle,Erbb2,Erbb2_01,9,Vehicle,Y,756,0.0011780012933082981
T13_Dox_Vehicle,Erbb2,Erbb2_02,9,Vehicle,Y,1708,0.0026614103293261552
T13_Dox_Vehicle,Erbb2,Erbb2_03,9,Vehicle,Y,1359,0.0021175975629708693
T13_Dox_Vehicle,Erbb2,Erbb2_04,9,Vehicle,Y,1467,0.002285883462014912
T13_Dox_Vehicle,Erbb2,Erbb2_05,9,Vehicle,Y,1433,0.002232904567871417
T13_Dox_Vehicle,Erbb2,Erbb2_06,9,Vehicle,Y,1698,0.002645828301636892
T13_Dox_Vehicle,Erbb2,Erbb2_07,9,Vehicle,Y,2364,0.0036835913457418214
T13_Dox_Vehicle,Erbb2,Erbb2_08,9,Vehicle,Y,2056,0.0032036648929125145
T13_Dox_Vehicle,Erbb2,Erbb2_09,9,Vehicle,Y,4971,0.007745825964332738
T13_Dox_Vehicle,Erbb2,Erbb2_10,9,Vehicle,Y,1741,0.002712831020700724
T13_Dox_Vehicle,Erbb3,Erbb3_01,9,Vehicle,Y,1897,0.0029559106526532296
T13_Dox_Vehicle,Erbb3,Erbb3_02,9,Vehicle,Y,3761,0.0058604006139318906
T13_Dox_Vehicle,Erbb3,Erbb3_03,9,Vehicle,Y,1306,0.0020350128162177745
T13_Dox_Vehicle,Erbb3,Erbb3_04,9,Vehicle,Y,1837,0.0028624184865176506
T13_Dox_Vehicle,Erbb3,Erbb3_05,9,Vehicle,Y,1867,0.00290916456958544
T13_Dox_Vehicle,Erbb3,Erbb3_06,9,Vehicle,Y,3963,0.006175157573255007
T13_Dox_Vehicle,Erbb3,Erbb3_07,9,Vehicle,Y,857,0.0013353797729698566
T13_Dox_Vehicle,Erbb3,Erbb3_08,9,Vehicle,Y,2863,0.004461134527436055
T13_Dox_Vehicle,Erbb3,Erbb3_09,9,Vehicle,Y,2221,0.0034607683497853577
T13_Dox_Vehicle,Erbb3,Erbb3_10,9,Vehicle,Y,1493,0.0023263967340069963
T13_Dox_Vehicle,Ern1,Ern1_01,9,Vehicle,Y,2301,0.0035854245712994633
T13_Dox_Vehicle,Ern1,Ern1_02,9,Vehicle,Y,2868,0.004468925541280687
T13_Dox_Vehicle,Ern1,Ern1_03,9,Vehicle,Y,3493,0.005442802271859637
T13_Dox_Vehicle,Ern1,Ern1_04,9,Vehicle,Y,2312,0.003602564801757653
T13_Dox_Vehicle,Ern1,Ern1_05,9,Vehicle,Y,2855,0.004448668905284644
T13_Dox_Vehicle,Ern1,Ern1_06,9,Vehicle,Y,798,0.0012434458096032036
T13_Dox_Vehicle,Ern1,Ern1_07,9,Vehicle,Y,1893,0.0029496778415775246
T13_Dox_Vehicle,Ern1,Ern1_08,9,Vehicle,Y,2785,0.004339594711459802
T13_Dox_Vehicle,Ern1,Ern1_09,9,Vehicle,Y,5490,0.0085545332014055
T13_Dox_Vehicle,Ern1,Ern1_10,9,Vehicle,Y,3163,0.004928595358113952
T13_Dox_Vehicle,Ezh2,Ezh2_01,9,Vehicle,Y,2244,0.003496607013470663
T13_Dox_Vehicle,Ezh2,Ezh2_02,9,Vehicle,Y,2664,0.004151052176419717
T13_Dox_Vehicle,Ezh2,Ezh2_03,9,Vehicle,Y,2727,0.004249218950862076
T13_Dox_Vehicle,Ezh2,Ezh2_04,9,Vehicle,Y,2309,0.0035978901934508737
T13_Dox_Vehicle,Ezh2,Ezh2_05,9,Vehicle,Y,1466,0.0022843252592459856
T13_Dox_Vehicle,Ezh2,Ezh2_06,9,Vehicle,Y,791,0.0012325383902207195
T13_Dox_Vehicle,Ezh2,Ezh2_07,9,Vehicle,Y,3325,0.005181024206680015
T13_Dox_Vehicle,Ezh2,Ezh2_08,9,Vehicle,Y,1768,0.0027549024954617346
T13_Dox_Vehicle,Ezh2,Ezh2_09,9,Vehicle,Y,2184,0.0034031148473350837
T13_Dox_Vehicle,Ezh2,Ezh2_10,9,Vehicle,Y,883,0.0013758930449619408
T13_Dox_Vehicle,Fbxw7,Fbxw7_01,9,Vehicle,Y,2227,0.0034701175663989156
T13_Dox_Vehicle,Fbxw7,Fbxw7_02,9,Vehicle,Y,3403,0.005302564022656268
T13_Dox_Vehicle,Fbxw7,Fbxw7_03,9,Vehicle,Y,3685,0.005741977203493491
T13_Dox_Vehicle,Fbxw7,Fbxw7_04,9,Vehicle,Y,6558,0.01021869375861881
T13_Dox_Vehicle,Fbxw7,Fbxw7_05,9,Vehicle,Y,3805,0.005928961535764649
T13_Dox_Vehicle,Fbxw7,Fbxw7_06,9,Vehicle,Y,2332,0.003633728857136179
T13_Dox_Vehicle,Fbxw7,Fbxw7_07,9,Vehicle,Y,2938,0.0045779997351055295
T13_Dox_Vehicle,Fbxw7,Fbxw7_08,9,Vehicle,Y,3774,0.0058806572499279335
T13_Dox_Vehicle,Fbxw7,Fbxw7_09,9,Vehicle,Y,2538,0.003954718627535001
T13_Dox_Vehicle,Fbxw7,Fbxw7_10,9,Vehicle,Y,2179,0.003395323833490452
T13_Dox_Vehicle,Fgfr1,Fgfr1_01,9,Vehicle,Y,1325,0.0020646186688273744
T13_Dox_Vehicle,Fgfr1,Fgfr1_02,9,Vehicle,Y,3308,0.0051545347596082675
T13_Dox_Vehicle,Fgfr1,Fgfr1_03,9,Vehicle,Y,735,0.0011452790351608455
T13_Dox_Vehicle,Fgfr1,Fgfr1_04,9,Vehicle,Y,3770,0.005874424438852228
T13_Dox_Vehicle,Fgfr1,Fgfr1_05,9,Vehicle,Y,2168,0.0033781836030322625
T13_Dox_Vehicle,Fgfr1,Fgfr1_06,9,Vehicle,Y,2495,0.0038877159084711693
T13_Dox_Vehicle,Fgfr1,Fgfr1_07,9,Vehicle,Y,1310,0.00204124562729348
T13_Dox_Vehicle,Fgfr1,Fgfr1_08,9,Vehicle,Y,1217,0.0018963327697833318
T13_Dox_Vehicle,Fgfr1,Fgfr1_09,9,Vehicle,Y,3360,0.0052355613035924365
T13_Dox_Vehicle,Fgfr1,Fgfr1_10,9,Vehicle,Y,2524,0.0039329037887700325
T13_Dox_Vehicle,Fgfr2,Fgfr2_01,9,Vehicle,Y,1710,0.0026645267348640077
T13_Dox_Vehicle,Fgfr2,Fgfr2_02,9,Vehicle,Y,2690,0.004191565448411802
T13_Dox_Vehicle,Fgfr2,Fgfr2_03,9,Vehicle,Y,1363,0.0021238303740465747
T13_Dox_Vehicle,Fgfr2,Fgfr2_04,9,Vehicle,Y,3955,0.0061626919511035974
T13_Dox_Vehicle,Fgfr2,Fgfr2_05,9,Vehicle,Y,1402,0.0021846002820347012
T13_Dox_Vehicle,Fgfr2,Fgfr2_06,9,Vehicle,Y,1398,0.002178367470958996
T13_Dox_Vehicle,Fgfr2,Fgfr2_07,9,Vehicle,Y,3005,0.004682399320623593
T13_Dox_Vehicle,Fgfr2,Fgfr2_08,9,Vehicle,Y,5057,0.007879831402460402
T13_Dox_Vehicle,Fgfr2,Fgfr2_09,9,Vehicle,Y,3225,0.005025203929787383
T13_Dox_Vehicle,Fgfr2,Fgfr2_10,9,Vehicle,Y,2347,0.003657101898670074
T13_Dox_Vehicle,Fgfr3,Fgfr3_01,9,Vehicle,Y,1644,0.002561685352114871
T13_Dox_Vehicle,Fgfr3,Fgfr3_02,9,Vehicle,Y,1122,0.0017483035067353315
T13_Dox_Vehicle,Fgfr3,Fgfr3_03,9,Vehicle,Y,8267,0.01288166229071389
T13_Dox_Vehicle,Fgfr3,Fgfr3_04,9,Vehicle,Y,3621,0.005642252226282206
T13_Dox_Vehicle,Fgfr3,Fgfr3_05,9,Vehicle,Y,1780,0.0027736009286888504
T13_Dox_Vehicle,Fgfr3,Fgfr3_06,9,Vehicle,Y,3994,0.0062234618590917236
T13_Dox_Vehicle,Fgfr3,Fgfr3_07,9,Vehicle,Y,1063,0.0016563695433686786
T13_Dox_Vehicle,Fgfr3,Fgfr3_08,9,Vehicle,Y,3674,0.005724836973035301
T13_Dox_Vehicle,Fgfr3,Fgfr3_09,9,Vehicle,Y,4007,0.006243718495087766
T13_Dox_Vehicle,Fgfr3,Fgfr3_10,9,Vehicle,Y,2462,0.0038362952170966007
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_01,9,Vehicle,Y,1780,0.0027736009286888504
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_02,9,Vehicle,Y,1427,0.002223555351257859
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_03,9,Vehicle,Y,977,0.001522364105241015
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_04,9,Vehicle,Y,5196,0.008096421587341161
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_05,9,Vehicle,Y,3676,0.005727953378573154
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_06,9,Vehicle,Y,2689,0.004190007245642876
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_07,9,Vehicle,Y,2396,0.003733453834347464
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_08,9,Vehicle,Y,2480,0.0038643428669372743
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_09,9,Vehicle,Y,2206,0.0034373953082514628
T13_Dox_Vehicle,Fkbp1a,Fkbp1a_10,9,Vehicle,Y,1429,0.002226671756795712
T13_Dox_Vehicle,Fkbp3,Fkbp3_01,9,Vehicle,Y,2603,0.004056001807515212
T13_Dox_Vehicle,Fkbp3,Fkbp3_02,9,Vehicle,Y,1792,0.002792299361915966
T13_Dox_Vehicle,Fkbp3,Fkbp3_03,9,Vehicle,Y,3917,0.006103480245884397
T13_Dox_Vehicle,Fkbp3,Fkbp3_04,9,Vehicle,Y,1618,0.0025211720801227864
T13_Dox_Vehicle,Fkbp3,Fkbp3_05,9,Vehicle,Y,1968,0.0030665430492469985
T13_Dox_Vehicle,Fkbp3,Fkbp3_06,9,Vehicle,Y,974,0.001517689496934236
T13_Dox_Vehicle,Fkbp3,Fkbp3_07,9,Vehicle,Y,3723,0.005801188908712691
T13_Dox_Vehicle,Fkbp3,Fkbp3_08,9,Vehicle,Y,887,0.0013821258560376463
T13_Dox_Vehicle,Fkbp3,Fkbp3_09,9,Vehicle,Y,1530,0.00238405023645727
T13_Dox_Vehicle,Fkbp3,Fkbp3_10,9,Vehicle,Y,4294,0.00669092268976962
T13_Dox_Vehicle,Fkbp4,Fkbp4_01,9,Vehicle,Y,1053,0.0016407875156794153
T13_Dox_Vehicle,Fkbp4,Fkbp4_02,9,Vehicle,Y,2527,0.003937578397076811
T13_Dox_Vehicle,Fkbp4,Fkbp4_03,9,Vehicle,Y,2029,0.003161593418151504
T13_Dox_Vehicle,Fkbp4,Fkbp4_04,9,Vehicle,Y,972,0.0015145730913963835
T13_Dox_Vehicle,Fkbp4,Fkbp4_05,9,Vehicle,Y,1822,0.0028390454449837557
T13_Dox_Vehicle,Fkbp4,Fkbp4_06,9,Vehicle,Y,2286,0.0035620515297655683
T13_Dox_Vehicle,Fkbp4,Fkbp4_07,9,Vehicle,Y,1380,0.002150319821118322
T13_Dox_Vehicle,Fkbp4,Fkbp4_08,9,Vehicle,Y,3148,0.004905222316580056
T13_Dox_Vehicle,Fkbp4,Fkbp4_09,9,Vehicle,Y,2524,0.0039329037887700325
T13_Dox_Vehicle,Fkbp4,Fkbp4_10,9,Vehicle,Y,3876,0.006039593932358418
T13_Dox_Vehicle,Fkbp5,Fkbp5_01,9,Vehicle,Y,1901,0.002962143463728935
T13_Dox_Vehicle,Fkbp5,Fkbp5_02,9,Vehicle,Y,573,0.0008928501865947816
T13_Dox_Vehicle,Fkbp5,Fkbp5_03,9,Vehicle,Y,3920,0.006108154854191176
T13_Dox_Vehicle,Fkbp5,Fkbp5_04,9,Vehicle,Y,3497,0.005449035082935342
T13_Dox_Vehicle,Fkbp5,Fkbp5_05,9,Vehicle,Y,786,0.0012247473763760878
T13_Dox_Vehicle,Fkbp5,Fkbp5_06,9,Vehicle,Y,4033,0.0062842317670798505
T13_Dox_Vehicle,Fkbp5,Fkbp5_07,9,Vehicle,Y,1014,0.001580017607691289
T13_Dox_Vehicle,Fkbp5,Fkbp5_08,9,Vehicle,Y,1154,0.0017981659953409737
T13_Dox_Vehicle,Fkbp5,Fkbp5_09,9,Vehicle,Y,3668,0.005715487756421743
T13_Dox_Vehicle,Fkbp5,Fkbp5_10,9,Vehicle,Y,2556,0.003982766277375675
T13_Dox_Vehicle,Flt3,Flt3_01,9,Vehicle,Y,3409,0.005311913239269826
T13_Dox_Vehicle,Flt3,Flt3_02,9,Vehicle,Y,2740,0.004269475586858118
T13_Dox_Vehicle,Flt3,Flt3_03,9,Vehicle,Y,3137,0.004888082086121867
T13_Dox_Vehicle,Flt3,Flt3_04,9,Vehicle,Y,3477,0.005417871027556816
T13_Dox_Vehicle,Flt3,Flt3_05,9,Vehicle,Y,3081,0.004800822731061993
T13_Dox_Vehicle,Flt3,Flt3_06,9,Vehicle,Y,4782,0.007451325641005664
T13_Dox_Vehicle,Flt3,Flt3_07,9,Vehicle,Y,5061,0.007886064213536107
T13_Dox_Vehicle,Flt3,Flt3_08,9,Vehicle,Y,3720,0.005796514300405912
T13_Dox_Vehicle,Flt3,Flt3_09,9,Vehicle,Y,2358,0.0036742421291282635
T13_Dox_Vehicle,Flt3,Flt3_10,9,Vehicle,Y,1929,0.003005773141258872
T13_Dox_Vehicle,Fosl1,Fosl1_01,9,Vehicle,Y,618,0.000962969311196466
T13_Dox_Vehicle,Fosl1,Fosl1_02,9,Vehicle,Y,3110,0.0048460106113608565
T13_Dox_Vehicle,Fosl1,Fosl1_03,9,Vehicle,Y,1250,0.0019477534611579005
T13_Dox_Vehicle,Fosl1,Fosl1_04,9,Vehicle,Y,5115,0.00797020716305813
T13_Dox_Vehicle,Fosl1,Fosl1_05,9,Vehicle,Y,3732,0.005815212733633028
T13_Dox_Vehicle,Fosl1,Fosl1_06,9,Vehicle,Y,3608,0.005621995590286164
T13_Dox_Vehicle,Fosl1,Fosl1_07,9,Vehicle,Y,4024,0.0062702079421595135
T13_Dox_Vehicle,Fosl1,Fosl1_08,9,Vehicle,Y,3081,0.004800822731061993
T13_Dox_Vehicle,Fosl1,Fosl1_09,9,Vehicle,Y,3082,0.004802380933830919
T13_Dox_Vehicle,Fosl1,Fosl1_10,9,Vehicle,Y,3273,0.005099997662695846
T13_Dox_Vehicle,Gapdh,Gapdh_01,9,Vehicle,Y,2981,0.0046450024541693615
T13_Dox_Vehicle,Gapdh,Gapdh_02,9,Vehicle,Y,2672,0.004163517798571128
T13_Dox_Vehicle,Gapdh,Gapdh_03,9,Vehicle,Y,2291,0.0035698425436102
T13_Dox_Vehicle,Gapdh,Gapdh_04,9,Vehicle,Y,2104,0.003278458625820978
T13_Dox_Vehicle,Gapdh,Gapdh_05,9,Vehicle,Y,3001,0.004676166509547887
T13_Dox_Vehicle,Gapdh,Gapdh_06,9,Vehicle,Y,2419,0.003769292498032769
T13_Dox_Vehicle,Gapdh,Gapdh_07,9,Vehicle,Y,2871,0.004473600149587466
T13_Dox_Vehicle,Gapdh,Gapdh_08,9,Vehicle,Y,3614,0.0056313448068997215
T13_Dox_Vehicle,Gapdh,Gapdh_09,9,Vehicle,Y,2133,0.0033236465061198413
T13_Dox_Vehicle,Gapdh,Gapdh_10,9,Vehicle,Y,1003,0.0015628773772330994
T13_Dox_Vehicle,Gata4,Gata4_01,9,Vehicle,Y,1116,0.0017389542901217736
T13_Dox_Vehicle,Gata4,Gata4_02,9,Vehicle,Y,4212,0.006563150062717661
T13_Dox_Vehicle,Gata4,Gata4_03,9,Vehicle,Y,4764,0.00742327799116499
T13_Dox_Vehicle,Gata4,Gata4_04,9,Vehicle,Y,1769,0.002756460698230661
T13_Dox_Vehicle,Gata4,Gata4_05,9,Vehicle,Y,1954,0.00304472821048203
T13_Dox_Vehicle,Gata4,Gata4_06,9,Vehicle,Y,2553,0.003978091669068896
T13_Dox_Vehicle,Gata4,Gata4_07,9,Vehicle,Y,2678,0.004172867015184686
T13_Dox_Vehicle,Gata4,Gata4_08,9,Vehicle,Y,1696,0.0026427118960990394
T13_Dox_Vehicle,Gata4,Gata4_09,9,Vehicle,Y,2383,0.0037131971983514213
T13_Dox_Vehicle,Gata4,Gata4_10,9,Vehicle,Y,2489,0.0038783666918576114
T13_Dox_Vehicle,Gata6,Gata6_01,9,Vehicle,Y,1377,0.002145645212811543
T13_Dox_Vehicle,Gata6,Gata6_02,9,Vehicle,Y,4042,0.006298255592000187
T13_Dox_Vehicle,Gata6,Gata6_03,9,Vehicle,Y,3130,0.004877174666739383
T13_Dox_Vehicle,Gata6,Gata6_04,9,Vehicle,Y,1523,0.002373142817074786
T13_Dox_Vehicle,Gata6,Gata6_05,9,Vehicle,Y,1958,0.0030509610215577352
T13_Dox_Vehicle,Gata6,Gata6_06,9,Vehicle,Y,4085,0.006365258311064019
T13_Dox_Vehicle,Gata6,Gata6_07,9,Vehicle,Y,2784,0.004338036508690876
T13_Dox_Vehicle,Gata6,Gata6_08,9,Vehicle,Y,4039,0.006293580983693408
T13_Dox_Vehicle,Gata6,Gata6_09,9,Vehicle,Y,1584,0.0024681931859792915
T13_Dox_Vehicle,Gata6,Gata6_10,9,Vehicle,Y,3217,0.005012738307635972
T13_Dox_Vehicle,Gpx4,Gpx4_01,9,Vehicle,Y,1525,0.0023762592226126387
T13_Dox_Vehicle,Gpx4,Gpx4_02,9,Vehicle,Y,1078,0.0016797425849025733
T13_Dox_Vehicle,Gpx4,Gpx4_03,9,Vehicle,Y,3178,0.004951968399647846
T13_Dox_Vehicle,Gpx4,Gpx4_04,9,Vehicle,Y,3494,0.0054443604746285635
T13_Dox_Vehicle,Gpx4,Gpx4_05,9,Vehicle,Y,2146,0.0033439031421158834
T13_Dox_Vehicle,Gpx4,Gpx4_06,9,Vehicle,Y,4139,0.00644940126058604
T13_Dox_Vehicle,Gpx4,Gpx4_07,9,Vehicle,Y,2629,0.004096515079507296
T13_Dox_Vehicle,Gpx4,Gpx4_08,9,Vehicle,Y,4219,0.006574057482100146
T13_Dox_Vehicle,Gpx4,Gpx4_09,9,Vehicle,Y,2185,0.00340467305010401
T13_Dox_Vehicle,Gpx4,Gpx4_10,9,Vehicle,Y,3450,0.005375799552795805
T13_Dox_Vehicle,Hdac1,Hdac1_01,9,Vehicle,Y,3526,0.005494222963234206
T13_Dox_Vehicle,Hdac1,Hdac1_02,9,Vehicle,Y,2537,0.003953160424766075
T13_Dox_Vehicle,Hdac1,Hdac1_03,9,Vehicle,Y,2004,0.003122638348928346
T13_Dox_Vehicle,Hdac1,Hdac1_04,9,Vehicle,Y,2254,0.003512189041159926
T13_Dox_Vehicle,Hdac1,Hdac1_05,9,Vehicle,Y,5450,0.008492205090648446
T13_Dox_Vehicle,Hdac1,Hdac1_06,9,Vehicle,Y,3532,0.005503572179847763
T13_Dox_Vehicle,Hdac1,Hdac1_07,9,Vehicle,Y,2435,0.0037942237423355903
T13_Dox_Vehicle,Hdac1,Hdac1_08,9,Vehicle,Y,2310,0.0035994483962198
T13_Dox_Vehicle,Hdac1,Hdac1_09,9,Vehicle,Y,1885,0.002937212219426114
T13_Dox_Vehicle,Hdac1,Hdac1_10,9,Vehicle,Y,1245,0.0019399624473132688
T13_Dox_Vehicle,Hdac2,Hdac2_01,9,Vehicle,Y,873,0.0013603110172726778
T13_Dox_Vehicle,Hdac2,Hdac2_02,9,Vehicle,Y,1405,0.00218927489034148
T13_Dox_Vehicle,Hdac2,Hdac2_03,9,Vehicle,Y,3873,0.0060349193240516385
T13_Dox_Vehicle,Hdac2,Hdac2_04,9,Vehicle,Y,2378,0.0037054061845067897
T13_Dox_Vehicle,Hdac2,Hdac2_05,9,Vehicle,Y,1561,0.002432354522293986
T13_Dox_Vehicle,Hdac2,Hdac2_06,9,Vehicle,Y,3334,0.005195048031600352
T13_Dox_Vehicle,Hdac2,Hdac2_07,9,Vehicle,Y,2654,0.004135470148730455
T13_Dox_Vehicle,Hdac2,Hdac2_08,9,Vehicle,Y,4797,0.007474698682539559
T13_Dox_Vehicle,Hdac2,Hdac2_09,9,Vehicle,Y,1493,0.0023263967340069963
T13_Dox_Vehicle,Hdac2,Hdac2_10,9,Vehicle,Y,3061,0.004769658675683467
T13_Dox_Vehicle,Hdac3,Hdac3_01,9,Vehicle,Y,4474,0.006971399188176357
T13_Dox_Vehicle,Hdac3,Hdac3_02,9,Vehicle,Y,2189,0.0034109058611797153
T13_Dox_Vehicle,Hdac3,Hdac3_03,9,Vehicle,Y,2354,0.003668009318052558
T13_Dox_Vehicle,Hdac3,Hdac3_04,9,Vehicle,Y,2072,0.0032285961372153357
T13_Dox_Vehicle,Hdac3,Hdac3_05,9,Vehicle,Y,8218,0.0128053103550365
T13_Dox_Vehicle,Hdac3,Hdac3_06,9,Vehicle,Y,1015,0.0015815758104602152
T13_Dox_Vehicle,Hdac3,Hdac3_07,9,Vehicle,Y,6085,0.009481663848916659
T13_Dox_Vehicle,Hdac3,Hdac3_08,9,Vehicle,Y,1872,0.0029169555834300718
T13_Dox_Vehicle,Hdac3,Hdac3_09,9,Vehicle,Y,1208,0.001882308944862995
T13_Dox_Vehicle,Hdac3,Hdac3_10,9,Vehicle,Y,6002,0.009352333019095774
T13_Dox_Vehicle,Hdac6,Hdac6_01,9,Vehicle,Y,3673,0.005723278770266375
T13_Dox_Vehicle,Hdac6,Hdac6_02,9,Vehicle,Y,2964,0.004618513007097614
T13_Dox_Vehicle,Hdac6,Hdac6_03,9,Vehicle,Y,1599,0.0024915662275131864
T13_Dox_Vehicle,Hdac6,Hdac6_04,9,Vehicle,Y,2222,0.003462326552554284
T13_Dox_Vehicle,Hdac6,Hdac6_05,9,Vehicle,Y,1209,0.0018838671476319212
T13_Dox_Vehicle,Hdac6,Hdac6_06,9,Vehicle,Y,1756,0.0027362040622346184
T13_Dox_Vehicle,Hdac6,Hdac6_07,9,Vehicle,Y,2365,0.0036851495485107476
T13_Dox_Vehicle,Hdac6,Hdac6_08,9,Vehicle,Y,818,0.00127460986498173
T13_Dox_Vehicle,Hdac6,Hdac6_09,9,Vehicle,Y,3912,0.0060956892320397655
T13_Dox_Vehicle,Hdac6,Hdac6_10,9,Vehicle,Y,1466,0.0022843252592459856
T13_Dox_Vehicle,Hif1a,Hif1a_01,9,Vehicle,Y,3785,0.005897797480386123
T13_Dox_Vehicle,Hif1a,Hif1a_02,9,Vehicle,Y,5865,0.00913885923975287
T13_Dox_Vehicle,Hif1a,Hif1a_03,9,Vehicle,Y,1208,0.001882308944862995
T13_Dox_Vehicle,Hif1a,Hif1a_04,9,Vehicle,Y,1231,0.0019181476085483003
T13_Dox_Vehicle,Hif1a,Hif1a_05,9,Vehicle,Y,1375,0.0021425288072736905
T13_Dox_Vehicle,Hif1a,Hif1a_06,9,Vehicle,Y,1572,0.0024494947527521757
T13_Dox_Vehicle,Hif1a,Hif1a_07,9,Vehicle,Y,1601,0.002494682633051039
T13_Dox_Vehicle,Hif1a,Hif1a_08,9,Vehicle,Y,1064,0.0016579277461376048
T13_Dox_Vehicle,Hif1a,Hif1a_09,9,Vehicle,Y,1627,0.0025351959050431234
