Target_Gene,shRNA_ID,Sample_ID,Read_Counts,Sample_Description,Day_Tx,Tx,Dox,Replicate
Prkdc,Prkdc_09,D9,2234,T10_Dox_3.5nM,6,High,Y,2
Prkdc,Prkdc_10,D9,3033,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_01,D9,1096,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_02,D9,1097,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_03,D9,649,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_04,D9,1263,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_05,D9,916,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_06,D9,1549,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_07,D9,3006,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_08,D9,1301,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_09,D9,963,T10_Dox_3.5nM,6,High,Y,2
Prmt5,Prmt5_10,D9,1731,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_01,D9,972,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_02,D9,1394,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_03,D9,2459,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_04,D9,1324,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_05,D9,1991,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_06,D9,1610,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_07,D9,1576,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_08,D9,1166,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_09,D9,2596,T10_Dox_3.5nM,6,High,Y,2
Pten,Pten_10,D9,3429,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_01,D9,3229,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_02,D9,1995,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_03,D9,2535,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_04,D9,2389,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_05,D9,817,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_06,D9,2031,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_07,D9,1341,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_08,D9,1072,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_09,D9,2271,T10_Dox_3.5nM,6,High,Y,2
Ptk2,Ptk2_10,D9,1395,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_01,D9,604,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_02,D9,1997,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_03,D9,2240,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_04,D9,2277,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_05,D9,2608,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_06,D9,718,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_07,D9,1963,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_08,D9,533,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_09,D9,1943,T10_Dox_3.5nM,6,High,Y,2
Ptpn11,Ptpn11_10,D9,1680,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_01,D9,1474,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_02,D9,2970,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_03,D9,608,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_04,D9,3142,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_05,D9,1687,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_06,D9,1469,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_07,D9,1632,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_08,D9,1010,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_09,D9,3710,T10_Dox_3.5nM,6,High,Y,2
Rac1,Rac1_10,D9,1657,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_01,D9,4350,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_02,D9,777,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_03,D9,2204,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_04,D9,1408,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_05,D9,2323,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_06,D9,767,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_07,D9,2191,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_08,D9,1472,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_09,D9,432,T10_Dox_3.5nM,6,High,Y,2
Raf1,Raf1_10,D9,850,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_01,D9,1073,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_02,D9,453,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_03,D9,4032,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_04,D9,1419,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_05,D9,1983,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_06,D9,825,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_07,D9,2484,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_08,D9,1889,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_09,D9,1764,T10_Dox_3.5nM,6,High,Y,2
Rbm39,Rbm39_10,D9,819,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_01,D9,1028,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_02,D9,2674,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_03,D9,2534,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_04,D9,1474,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_05,D9,1724,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_06,D9,586,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_07,D9,1242,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_08,D9,1028,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_09,D9,968,T10_Dox_3.5nM,6,High,Y,2
Rela,Rela_10,D9,611,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_01,D9,2094,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_02,D9,1018,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_03,D9,2715,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_04,D9,2383,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_05,D9,1329,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_06,D9,2428,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_07,D9,667,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_08,D9,801,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_09,D9,909,T10_Dox_3.5nM,6,High,Y,2
Rhoa,Rhoa_10,D9,2400,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_01,D9,913,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_02,D9,2005,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_03,D9,403,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_04,D9,735,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_05,D9,963,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_06,D9,1404,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_07,D9,914,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_08,D9,1863,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_09,D9,2185,T10_Dox_3.5nM,6,High,Y,2
Rictor,Rictor_10,D9,1468,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_01,D9,2102,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_02,D9,1701,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_03,D9,1729,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_04,D9,1778,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_05,D9,1878,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_06,D9,3275,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_07,D9,981,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_08,D9,2833,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_09,D9,1083,T10_Dox_3.5nM,6,High,Y,2
Ripk1,Ripk1_10,D9,2339,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_01,D9,1732,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_02,D9,2167,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_03,D9,2575,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_04,D9,1051,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_05,D9,2573,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_06,D9,1694,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_07,D9,1767,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_08,D9,1271,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_09,D9,1747,T10_Dox_3.5nM,6,High,Y,2
Ripk2,Ripk2_10,D9,2258,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_01,D9,1599,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_02,D9,677,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_03,D9,1598,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_04,D9,1119,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_05,D9,1255,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_06,D9,1984,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_07,D9,787,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_08,D9,1504,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_09,D9,1796,T10_Dox_3.5nM,6,High,Y,2
Rock1,Rock1_10,D9,874,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_01,D9,1816,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_02,D9,2243,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_03,D9,1553,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_04,D9,542,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_05,D9,2240,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_06,D9,2109,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_07,D9,1510,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_08,D9,2347,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_09,D9,1922,T10_Dox_3.5nM,6,High,Y,2
Rock2,Rock2_10,D9,682,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_01,D9,2772,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_02,D9,978,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_03,D9,1946,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_04,D9,2008,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_05,D9,1028,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_06,D9,3071,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_07,D9,806,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_08,D9,933,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_09,D9,942,T10_Dox_3.5nM,6,High,Y,2
Rptor,Rptor_10,D9,1637,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_01,D9,1389,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_02,D9,2332,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_03,D9,2445,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_04,D9,1228,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_05,D9,1857,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_06,D9,1896,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_07,D9,1349,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_08,D9,911,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_09,D9,1871,T10_Dox_3.5nM,6,High,Y,2
Shoc2,Shoc2_10,D9,353,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_01,D9,1982,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_02,D9,1574,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_03,D9,995,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_04,D9,433,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_05,D9,748,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_06,D9,2801,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_07,D9,1141,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_08,D9,1609,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_09,D9,1618,T10_Dox_3.5nM,6,High,Y,2
Sin3a,Sin3a_10,D9,1280,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_01,D9,2353,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_02,D9,1099,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_03,D9,1942,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_04,D9,1605,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_05,D9,1545,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_06,D9,2260,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_07,D9,1793,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_08,D9,1033,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_09,D9,977,T10_Dox_3.5nM,6,High,Y,2
Smad1,Smad1_10,D9,2072,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_01,D9,2164,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_02,D9,1840,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_03,D9,1714,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_04,D9,854,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_05,D9,987,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_06,D9,2250,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_07,D9,2757,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_08,D9,1857,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_09,D9,1321,T10_Dox_3.5nM,6,High,Y,2
Smad2,Smad2_10,D9,862,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_01,D9,1533,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_02,D9,754,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_03,D9,1029,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_04,D9,2783,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_05,D9,893,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_06,D9,1195,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_07,D9,1331,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_08,D9,1338,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_09,D9,3737,T10_Dox_3.5nM,6,High,Y,2
Smad3,Smad3_10,D9,2827,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_01,D9,640,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_02,D9,2129,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_03,D9,1098,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_04,D9,1563,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_05,D9,652,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_06,D9,2269,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_07,D9,2850,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_08,D9,2949,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_09,D9,832,T10_Dox_3.5nM,6,High,Y,2
Smad4,Smad4_10,D9,2228,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_01,D9,1889,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_02,D9,770,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_03,D9,1008,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_04,D9,2923,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_05,D9,462,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_06,D9,1256,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_07,D9,1752,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_08,D9,1069,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_09,D9,1102,T10_Dox_3.5nM,6,High,Y,2
Smarca2,Smarca2_10,D9,2462,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_01,D9,1136,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_02,D9,2845,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_03,D9,3762,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_04,D9,690,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_05,D9,1793,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_06,D9,2105,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_07,D9,2817,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_08,D9,1745,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_09,D9,2387,T10_Dox_3.5nM,6,High,Y,2
Smarca4,Smarca4_10,D9,1240,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_01,D9,2564,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_02,D9,603,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_03,D9,823,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_04,D9,2342,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_05,D9,996,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_06,D9,1802,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_07,D9,2129,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_08,D9,3307,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_09,D9,2694,T10_Dox_3.5nM,6,High,Y,2
Smo,Smo_10,D9,1223,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_01,D9,901,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_02,D9,1424,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_03,D9,1527,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_04,D9,675,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_05,D9,1247,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_06,D9,2711,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_07,D9,2005,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_08,D9,2486,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_09,D9,543,T10_Dox_3.5nM,6,High,Y,2
Snai1,Snai1_10,D9,2431,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_01,D9,2168,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_02,D9,1679,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_03,D9,2704,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_04,D9,1973,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_05,D9,1732,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_06,D9,2659,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_07,D9,670,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_08,D9,849,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_09,D9,780,T10_Dox_3.5nM,6,High,Y,2
Snai2,Snai2_10,D9,1301,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_01,D9,1056,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_02,D9,1081,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_03,D9,830,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_04,D9,654,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_05,D9,1710,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_06,D9,900,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_07,D9,3476,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_08,D9,1085,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_09,D9,2187,T10_Dox_3.5nM,6,High,Y,2
Sos1,Sos1_10,D9,2516,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_01,D9,1944,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_02,D9,1387,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_03,D9,2486,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_04,D9,2930,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_05,D9,2393,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_06,D9,1318,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_07,D9,1958,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_08,D9,945,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_09,D9,1996,T10_Dox_3.5nM,6,High,Y,2
Stat3,Stat3_10,D9,599,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_01,D9,3657,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_02,D9,1378,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_03,D9,1134,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_04,D9,1574,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_05,D9,1189,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_06,D9,1668,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_07,D9,1849,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_08,D9,1958,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_09,D9,1654,T10_Dox_3.5nM,6,High,Y,2
Stk11,Stk11_10,D9,413,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_01,D9,2573,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_02,D9,4056,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_03,D9,2424,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_04,D9,1443,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_05,D9,1390,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_06,D9,986,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_07,D9,1589,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_08,D9,703,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_09,D9,1262,T10_Dox_3.5nM,6,High,Y,2
Tacstd2,Tacstd2_10,D9,3088,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_01,D9,1399,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_02,D9,1096,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_03,D9,2211,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_04,D9,4494,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_05,D9,1708,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_06,D9,2679,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_07,D9,1907,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_08,D9,521,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_09,D9,2071,T10_Dox_3.5nM,6,High,Y,2
Tcf7l2,Tcf7l2_10,D9,1296,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_01,D9,3027,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_02,D9,727,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_03,D9,1250,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_04,D9,3494,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_05,D9,2394,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_06,D9,2007,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_07,D9,1588,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_08,D9,2558,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_09,D9,1057,T10_Dox_3.5nM,6,High,Y,2
Tead1,Tead1_10,D9,1459,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_01,D9,2993,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_02,D9,1747,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_03,D9,3040,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_04,D9,2775,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_05,D9,1094,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_06,D9,1944,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_07,D9,1230,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_08,D9,1380,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_09,D9,1681,T10_Dox_3.5nM,6,High,Y,2
Tead2,Tead2_10,D9,3123,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_01,D9,2532,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_02,D9,554,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_03,D9,1016,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_04,D9,1828,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_05,D9,550,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_06,D9,702,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_07,D9,916,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_08,D9,840,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_09,D9,1611,T10_Dox_3.5nM,6,High,Y,2
Tead3,Tead3_10,D9,1001,T10_Dox_3.5nM,6,High,Y,2
Tead4,Tead4_01,D9,847,T10_Dox_3.5nM,6,High,Y,2
