Target_Gene,shRNA_ID,Sample_ID,Read_Counts,Sample_Description,Day_Tx,Tx,Dox,Replicate
NT,NT_01,D1,1399,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_02,D1,1785,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_03,D1,569,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_04,D1,955,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_05,D1,1150,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_06,D1,868,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_07,D1,1198,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_08,D1,381,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_09,D1,1827,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_10,D1,310,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_11,D1,600,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_12,D1,934,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_13,D1,1793,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_14,D1,882,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_15,D1,1812,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_16,D1,906,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_17,D1,1547,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_18,D1,952,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_19,D1,1702,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_20,D1,713,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_21,D1,1643,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_22,D1,598,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_23,D1,2029,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_24,D1,1117,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_25,D1,935,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_26,D1,971,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_27,D1,313,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_28,D1,1051,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_29,D1,559,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_30,D1,1260,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_31,D1,1921,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_32,D1,1277,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_33,D1,875,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_34,D1,347,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_35,D1,1499,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_36,D1,935,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_37,D1,1326,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_38,D1,1388,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_39,D1,1624,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_40,D1,218,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_41,D1,1052,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_42,D1,620,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_43,D1,988,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_44,D1,1258,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_45,D1,1155,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_46,D1,1192,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_47,D1,444,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_48,D1,696,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_49,D1,320,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_50,D1,1067,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_51,D1,493,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_52,D1,239,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_53,D1,922,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_54,D1,655,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_55,D1,322,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_56,D1,1255,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_57,D1,642,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_58,D1,1999,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_59,D1,997,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_60,D1,728,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_61,D1,511,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_62,D1,1597,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_63,D1,1109,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_64,D1,1255,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_65,D1,999,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_66,D1,1084,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_67,D1,734,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_68,D1,492,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_69,D1,1912,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_70,D1,1516,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_71,D1,1630,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_72,D1,498,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_73,D1,1003,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_74,D1,1054,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_75,D1,1031,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_76,D1,998,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_77,D1,1348,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_78,D1,1092,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_79,D1,963,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_80,D1,1276,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_81,D1,1016,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_82,D1,1739,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_83,D1,1100,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_84,D1,902,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_85,D1,1062,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_86,D1,1405,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_87,D1,1178,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_88,D1,1440,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_89,D1,1382,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_90,D1,844,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_91,D1,1010,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_92,D1,915,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_93,D1,2269,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_94,D1,1657,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_95,D1,512,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_96,D1,1057,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_97,D1,681,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_98,D1,1275,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_99,D1,893,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_100,D1,1013,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_101,D1,1159,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_102,D1,311,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_103,D1,1142,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_104,D1,382,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_105,D1,566,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_106,D1,478,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_107,D1,1731,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_108,D1,1352,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_109,D1,853,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_110,D1,917,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_111,D1,1605,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_112,D1,1101,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_113,D1,2260,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_114,D1,1578,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_115,D1,1021,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_116,D1,479,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_117,D1,2177,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_118,D1,1082,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_119,D1,1603,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_120,D1,210,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_121,D1,300,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_122,D1,806,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_123,D1,1359,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_124,D1,615,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_125,D1,1108,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_126,D1,584,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_127,D1,1352,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_128,D1,1378,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_129,D1,720,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_130,D1,1541,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_131,D1,353,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_132,D1,774,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_133,D1,1253,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_134,D1,1677,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_135,D1,1365,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_136,D1,726,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_137,D1,2020,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_138,D1,2273,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_139,D1,1202,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_140,D1,1078,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_141,D1,1621,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_142,D1,1598,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_143,D1,1275,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_144,D1,1460,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_145,D1,296,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_146,D1,337,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_147,D1,1129,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_148,D1,573,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_149,D1,1309,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_150,D1,1411,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_151,D1,722,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_152,D1,405,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_153,D1,1070,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_154,D1,526,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_155,D1,1508,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_156,D1,740,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_157,D1,1697,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_158,D1,445,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_159,D1,1470,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_160,D1,412,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_161,D1,907,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_162,D1,1512,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_163,D1,1309,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_164,D1,1820,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_165,D1,1697,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_166,D1,1863,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_167,D1,793,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_168,D1,852,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_169,D1,750,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_170,D1,1103,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_171,D1,1693,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_172,D1,646,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_173,D1,1081,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_174,D1,1343,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_175,D1,763,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_176,D1,1315,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_177,D1,1172,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_178,D1,833,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_179,D1,2037,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_180,D1,1366,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_181,D1,1030,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_182,D1,1368,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_183,D1,1376,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_184,D1,1012,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_185,D1,1900,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_186,D1,881,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_187,D1,1567,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_188,D1,1762,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_189,D1,1917,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_190,D1,1369,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_191,D1,629,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_192,D1,1281,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_193,D1,802,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_194,D1,358,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_195,D1,1523,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_196,D1,2280,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_197,D1,636,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_198,D1,699,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_199,D1,908,T13_Dox_0.6nM,9,Low,Y,2
NT,NT_200,D1,1982,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_01,D1,498,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_02,D1,1871,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_03,D1,1607,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_04,D1,371,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_05,D1,837,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_06,D1,722,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_07,D1,604,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_08,D1,694,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_09,D1,1084,T13_Dox_0.6nM,9,Low,Y,2
EGFP,EGFP_10,D1,1202,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_01,D1,489,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_02,D1,1515,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_03,D1,302,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_04,D1,319,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_05,D1,1395,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_06,D1,413,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_07,D1,330,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_08,D1,739,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_09,D1,598,T13_Dox_0.6nM,9,Low,Y,2
Luc,Luc_10,D1,804,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_01,D1,511,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_02,D1,773,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_03,D1,1070,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_04,D1,1377,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_05,D1,692,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_06,D1,1014,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_07,D1,768,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_08,D1,1121,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_09,D1,828,T13_Dox_0.6nM,9,Low,Y,2
Trp53,Trp53_10,D1,779,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_01,D1,486,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_02,D1,862,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_03,D1,535,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_04,D1,1266,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_05,D1,474,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_06,D1,565,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_07,D1,388,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_08,D1,458,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_09,D1,461,T13_Dox_0.6nM,9,Low,Y,2
Kif11,Kif11_10,D1,1304,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_01,D1,495,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_02,D1,787,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_03,D1,470,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_04,D1,915,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_05,D1,801,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_06,D1,772,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_07,D1,639,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_08,D1,1013,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_09,D1,595,T13_Dox_0.6nM,9,Low,Y,2
Pcna,Pcna_10,D1,559,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_01,D1,575,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_02,D1,755,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_03,D1,942,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_04,D1,234,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_05,D1,560,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_06,D1,297,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_07,D1,539,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_08,D1,969,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_09,D1,1337,T13_Dox_0.6nM,9,Low,Y,2
Psmc5,Psmc5_10,D1,1009,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_01,D1,326,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_02,D1,235,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_03,D1,782,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_04,D1,286,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_05,D1,284,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_06,D1,121,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_07,D1,85,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_08,D1,230,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_09,D1,475,T13_Dox_0.6nM,9,Low,Y,2
Ran,Ran_10,D1,1393,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_01,D1,698,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_02,D1,803,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_03,D1,838,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_04,D1,1199,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_05,D1,1319,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_06,D1,532,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_07,D1,209,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_08,D1,938,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_09,D1,526,T13_Dox_0.6nM,9,Low,Y,2
Rbx1,Rbx1_10,D1,1106,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_01,D1,822,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_02,D1,678,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_03,D1,790,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_04,D1,452,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_05,D1,303,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_06,D1,328,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_07,D1,415,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_08,D1,1034,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_09,D1,970,T13_Dox_0.6nM,9,Low,Y,2
Rpa1,Rpa1_10,D1,949,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_01,D1,1191,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_02,D1,474,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_03,D1,448,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_04,D1,516,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_05,D1,560,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_06,D1,660,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_07,D1,468,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_08,D1,603,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_09,D1,786,T13_Dox_0.6nM,9,Low,Y,2
Rpa3,Rpa3_10,D1,798,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_01,D1,958,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_02,D1,429,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_03,D1,208,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_04,D1,269,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_05,D1,237,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_06,D1,141,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_07,D1,133,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_08,D1,582,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_09,D1,124,T13_Dox_0.6nM,9,Low,Y,2
Rpl7,Rpl7_10,D1,522,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_01,D1,359,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_02,D1,577,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_03,D1,192,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_04,D1,604,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_05,D1,937,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_06,D1,1046,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_07,D1,387,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_08,D1,505,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_09,D1,796,T13_Dox_0.6nM,9,Low,Y,2
Rps6,Rps6_10,D1,1083,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_01,D1,456,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_02,D1,1235,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_03,D1,361,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_04,D1,604,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_05,D1,1134,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_06,D1,1090,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_07,D1,1124,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_08,D1,522,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_09,D1,649,T13_Dox_0.6nM,9,Low,Y,2
Snrnp200,Snrnp200_10,D1,1827,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_01,D1,1785,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_02,D1,489,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_03,D1,759,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_04,D1,368,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_05,D1,680,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_06,D1,846,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_07,D1,1000,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_08,D1,835,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_09,D1,620,T13_Dox_0.6nM,9,Low,Y,2
Snrpd1,Snrpd1_10,D1,402,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_01,D1,630,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_02,D1,611,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_03,D1,555,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_04,D1,1349,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_05,D1,1115,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_06,D1,1033,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_07,D1,437,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_08,D1,661,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_09,D1,667,T13_Dox_0.6nM,9,Low,Y,2
Abcb1,Abcb1_10,D1,394,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_01,D1,397,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_02,D1,1293,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_03,D1,404,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_04,D1,1796,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_05,D1,1636,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_06,D1,1478,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_07,D1,1819,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_08,D1,520,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_09,D1,290,T13_Dox_0.6nM,9,Low,Y,2
Akt1,Akt1_10,D1,491,T13_Dox_0.6nM,9,Low,Y,2
