Target_Gene,RTN_A_median,RTN_A_CI_lower,RTN_A_CI_upper,RTN_B_median,RTN_B_CI_lower,RTN_B_CI_upper,Prognostic_Effect_median,Prognostic_Effect_CI_lower,Prognostic_Effect_CI_upper,p_value,adjusted_p_value,p_value_CI_lower,p_value_CI_upper,adjusted_p_value_CI_lower,adjusted_p_value_CI_upper
Aurka,0.0051899397181763,0.0048343105690937,0.0056373081164612,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.074421011436552,-0.1767742876934599,0.0226741954133739,0.19693780306219694,0.4688995311004689,0.002774997225002775,0.5538794461205538,0.0054058198368986095,0.6154216068006154
Aurkb,0.0051504338162249,0.0043415081843802,0.0054024453468888,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0853953726230603,-0.3364698606469702,-0.0164718740496196,0.14709685290314709,0.4067667165209547,9.99999000001e-07,0.7973942026057974,6.24999375000625e-06,0.8349677514196832
Axin1,0.0054178549834762,0.0049529136285285,0.0059635202275832,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0125690855730215,-0.1271343537403397,0.1228801146622929,0.8644941355058645,0.9502265223009503,0.03556496443503557,0.028047971952028048,0.050807092050050816,0.09841393667378263
Axl,0.0054380222132205,0.0051478595050903,0.0057520307549575,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0070263642096239,-0.0748842135643501,0.1024773512315777,0.9630960369039631,0.9903960096039904,0.19524180475819525,0.06191093808906191,0.22835298802128098,0.16732685970016734
B2m,0.0054788300893426,0.0049468705931557,0.005799118228262,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0037727605775108,-0.1435682863305444,0.0857491048235603,0.8412301587698412,0.9475529850312846,0.016685983314016686,0.10706889293110707,0.02567074356002567,0.20634402442520636
Bcl2,0.0058974755067411,0.0054659746216596,0.00606245591119,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.1100030914423477,0.0003943151130034,0.1494928678774571,0.04807495192504808,0.22892834250022895,0.9028590971409028,0.007310992689007311,0.9119788860009119,0.030462469537530464
Braf,0.0054352291985207,0.0047205876370595,0.0057791469209367,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0081363287346988,-0.2111179833371176,0.0832787448819634,0.944016055983944,0.9856646393353607,0.000386999613000387,0.11552988447011553,0.0009923067000009924,0.21479978520021478
Brca1,0.0054152928888581,0.0048008879547311,0.0055494617734326,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.013181397839822,-0.1867831802503239,0.0268223767159999,0.8524791475208525,0.9502265223009503,0.001716998283001717,0.5031274968725031,0.003732604963047211,0.5717357919005718
Brca2,0.0052226970238547,0.0045019133294107,0.005625744163318,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0660027010095734,-0.2809154615914747,0.0408882217216305,0.24772075227924772,0.5198328135005198,2.999997000003e-06,0.3603946396053604,1.3953474418618604e-05,0.4742034731649479
Brd2,0.005184447218592,0.0048873806432233,0.0054522931414057,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0766867905770007,-0.1610229761897356,-0.0031589168629222,0.18817981182018817,0.46217514758095,0.006732993267006733,0.9665740334259666,0.011709553507837797,0.9714311893728308
Brd4,0.0043671252413103,0.0040407845619717,0.0050782142362681,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.3239158999982406,-0.4354490113774469,-0.0958504096573039,9.99999000001e-07,2.4999975000025e-05,9.99999000001e-07,0.1065968934031066,6.24999375000625e-06,0.20634402442520636
Btk,0.0052775636172979,0.0049368209873039,0.0057236121530979,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0502256075167029,-0.1446858180124826,0.0597012209452839,0.36497663502336497,0.6175043824956176,0.01573098426901573,0.22501377498622502,0.024389122897698807,0.34234814250034235
Ccna2,0.0055078862805265,0.0052419793633667,0.0058113791318955,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0113272887588841,-0.0420814980875902,0.0887961321636672,0.7184422815577184,0.8761491238508762,0.4431815568184432,0.09863690136309863,0.4756551393181227,0.20634402442520636
Ccnb1,0.005285184163726,0.0046431018525366,0.0057866329043159,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0483291915000112,-0.237346098491503,0.0288638422093246,0.381969618030382,0.631354740546086,3.6999963000037e-05,0.48001351998648,0.00012758607931047242,0.5608471135714911
Ccnd1,0.0049827960114683,0.0046409451233979,0.0058587385670336,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1335368522496295,-0.1989708044419166,0.1262266398737616,0.027285972714027287,0.14605774867909344,0.000898999101000899,0.024212975787024214,0.002043179775002043,0.08647491352508647
Ccnd3,0.0050460780367544,0.0043500516571631,0.0056507916061867,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1149311662745913,-0.3337873337236292,0.0531822843448463,0.05711194288805711,0.25181279166546916,9.99999000001e-07,0.26787473212526786,6.24999375000625e-06,0.3826781887503827
Ccne1,0.0054670643479665,0.0049461581105902,0.0056182021703572,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.000680104031174,-0.2050120425955991,0.0400240942350574,0.8981981018018982,0.9606396810715488,0.000646999353000647,0.3667746332253668,0.0015975292666682642,0.4794439650004795
Cd274,0.0055349005486816,0.0052732652145672,0.0058152746552079,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0183333599251591,-0.0546793490902134,0.1151904135493995,0.6128713871286129,0.8117501816273018,0.32778167221832777,0.039107960892039106,0.3642018580203642,0.12132295560012132
Cd276,0.0054048100199392,0.0047536480551122,0.0056679437614436,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0158420205971648,-0.1820173920949782,0.0549037614131429,0.8082671917328083,0.9390083095466037,0.002223997776002224,0.25484674515325484,0.00453877097143311,0.37023006455254415
Cd40,0.005376508143685,0.0047971452090553,0.0057430318459899,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0235060935260306,-0.1815041750560011,0.0595027423559681,0.6814853185146815,0.8528153971846028,0.002276997723002277,0.22594977405022595,0.004599995400004601,0.34234814250034235
Cd47,0.0053775759423359,0.0049751095645993,0.0058673542084277,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0237245858172499,-0.1353561485481836,0.102625642838834,0.6780173219826781,0.8528153971846028,0.0252989747010253,0.06166193833806166,0.03775966373287358,0.16732685970016734
Cdk12,0.0054070362858683,0.005040429172072,0.0055747459433789,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0152572962625643,-0.1187004517718658,0.0223465928890897,0.8174571825428174,0.9396059569457671,0.050413949586050416,0.557035442964557,0.06721859944806723,0.6155087767564166
Cdk2,0.0052550998231414,0.0049997697552705,0.0055519643311987,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0565912641958439,-0.1282227876062195,0.0221522840411338,0.3131126868873131,0.5824746468831513,0.033921966078033924,0.5611524388475612,0.0488085842849409,0.6166510317006166
Cdk4,0.0046323720705941,0.0043293334104606,0.0051397643558618,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.2383418733559008,-0.3359395367735035,-0.0883822290644472,2.999997000003e-05,0.0005999994000006,9.99999000001e-07,0.13367486632513367,6.24999375000625e-06,0.23441715688719095
Cdk6,0.0053767204851355,0.0049422474782654,0.0058100458989673,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0233673179156669,-0.164408861935369,0.0884651144894604,0.6822523177476822,0.8528153971846028,0.005727994272005728,0.0994109005890994,0.010228561200010228,0.20634402442520636
Cdk7,0.0053027652464751,0.0045966075420688,0.0058798019774026,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0445870718082171,-0.2495149521357109,0.1030609602082957,0.41765258234741764,0.6577206021219175,1.3999986000014e-05,0.060663939336060665,5.490190588240784e-05,0.16732685970016734
Cdk8,0.0054687163216652,0.0050566203656888,0.0056834101480353,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.000908773205723,-0.1522116841153398,0.0489300371765295,0.8925771074228925,0.9606396810715488,0.010987989012010988,0.29722070277929724,0.01816196530910907,0.41494264061291497
Cdk9,0.0052664362628099,0.0044116408610686,0.0057691542894174,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0533041651162072,-0.308769096301942,0.0782754007617587,0.3404886595113405,0.5973485254584922,9.99999000001e-07,0.13394886605113396,6.24999375000625e-06,0.23441715688719095
Cdkn1a,0.0056842028884372,0.0050144264982816,0.0063497868972555,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0562159485954055,-0.1400521150518562,0.2194424778729145,0.24606275393724605,0.5198328135005198,0.019745980254019746,7.4999925000075e-05,0.030146534738961443,0.000999999000001
Cdkn2a(Arf),0.0051632373373414,0.0049101195415026,0.0057365766625768,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0818675590726446,-0.1543332819204578,0.0701056101623357,0.16386283613716388,0.42561775620042563,0.009657990342009658,0.1722068277931722,0.016096650570016097,0.28045337808320725
Cdkn2a(Ink4a),0.0057628529365669,0.0053081622664268,0.0061421451442235,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0766987573839205,-0.0418719729210552,0.1686581584751983,0.14055185944814055,0.4067667165209547,0.44473755526244474,0.002508997491002509,0.4756551393181227,0.014405699880014406
Cdkn2a(Ink4a+Arf),0.0050974030593719,0.0047435311804325,0.0056359269856836,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.100395815409339,-0.2041230159814039,0.0445684750504874,0.09458390541609459,0.3204849254167139,0.000688999311000689,0.3286726713273287,0.0016602393036161181,0.44415225855044416
Cdkn2b,0.0059636413907039,0.0053324701028746,0.0082681103109215,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.1260700466302627,-0.0352804744301812,0.5974731905659921,0.024306975693024306,0.13503875385013503,0.5201794798205202,9.99999000001e-07,0.5475573471794949,2.857140000002857e-05
Chek1,0.0046477388190474,0.0045161959528155,0.0050488467223561,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.2336871279151032,-0.2745360031828432,-0.1141305670189848,4.999995000005e-05,0.0007692300000007692,2.999997000003e-06,0.05838194161805838,1.3953474418618604e-05,0.16680554748016682
Chek2,0.0053060138011683,0.0047824764945862,0.0053907867859844,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0424560701728794,-0.2002395333709378,-0.0062677946956388,0.43921556078443924,0.6757162473606757,0.000812999187000813,0.9767130232869767,0.0018906957837228208,0.9767130232869767
Cic,0.0055777459514028,0.0052375417567129,0.0059131307143799,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0295726458070279,-0.0945472754294849,0.1069093276002941,0.4728855271144729,0.713091016232292,0.11132488867511132,0.05338194661805338,0.13659495542958447,0.1570057253472158
Cldn18(A1),0.0057211135993016,0.0050341756497637,0.007375166874928,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0654150575719218,-0.1490175249861453,0.411519267574339,0.19354380645619354,0.46637061796673146,0.013082986917013083,9.99999000001e-07,0.021101591801634005,2.857140000002857e-05
Cldn18(A1+A2),0.0054452675433876,0.0049243309167165,0.005672283007734,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0053797739507703,-0.1501567316993858,0.0537624799976316,0.9903960096039904,0.9903960096039904,0.012315987684012316,0.26434573565426434,0.020025996234166368,0.3803535764809559
Cldn18(A2),0.0052071025173079,0.0045649315813254,0.0056194077348686,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0696071140299119,-0.2594912089554474,-0.0021193837879006,0.22527077472922527,0.4951006038004951,8.999991000009e-06,0.9505330494669505,3.74999625000375e-05,0.9650081720476655
Cldn3,0.0057044280097362,0.0050900852046135,0.0062015818351315,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0617808218903972,-0.1028763735298444,0.1575975390929123,0.21181878818121183,0.48051187903868275,0.08716491283508716,0.004722995277004723,0.10895614104385895,0.02286361350002286
Crbn,0.005627203796442,0.0055147960715876,0.0061520845809512,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0422728346554374,0.0132230918504461,0.170990891720156,0.348991651008349,0.6069420017536505,0.6838813161186839,0.002318997681002319,0.7014167344807014,0.014405699880014406
Ctnnb1,0.0053948588916758,0.0047810344758211,0.0056090417908958,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0185176723268669,-0.1764741535406925,0.0375324552596232,0.7645542354457645,0.9101836136259102,0.002783997216002784,0.3894956105043895,0.0054058198368986095,0.5058384552005059
EGFP,0.005496263764174,0.0052059406351861,0.0060747429383432,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0076669735542246,-0.0699255860019094,0.1527389138755065,0.7807612192387807,0.9132949931377554,0.22314077685922315,0.006250993749006251,0.255018030696255,0.027178233691331526
Egfr,0.0051023480527021,0.0043404814924656,0.0053190957321477,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0990808423140772,-0.279427758511648,-0.0389751524359437,0.09774790225209774,0.3204849254167139,2.999997000003e-06,0.4785125214874785,1.3953474418618604e-05,0.5608471135714911
Elf3,0.00547831020306,0.0049353678198901,0.0058122108372673,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0036220745002134,-0.135168486953884,0.0890025911355518,0.8433221566778433,0.9475529850312846,0.02560997439002561,0.09856990143009857,0.03794070280003794,0.20634402442520636
Ep300,0.0057838104843031,0.0049387164011671,0.0062643437756558,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0815721089589351,-0.1459483200137565,0.1854637505025638,0.12080287919712081,0.38945273554726445,0.014644985355014645,0.001117998882001118,0.02306296906301519,0.009263990736009264
Erbb2,0.0052650186294354,0.0048891338533895,0.0054748694413408,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0536617503796338,-0.1745021055686214,0.003428722509616,0.3363686636313364,0.5973485254584922,0.003117996882003118,0.8479001520998479,0.0059390416800059395,0.8741238681441731
Erbb3,0.0053058787873382,0.0048207428551014,0.0058674672567884,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0429121991659777,-0.1827614758613189,0.1200820427067972,0.4349265650734349,0.674304752051837,0.002151997848002152,0.031567968432031565,0.004437108964952891,0.10522656144010523
Ern1,0.0053874465089214,0.0047179931278371,0.0056349868375511,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0204829270365458,-0.2264258994250932,0.0443277941131855,0.7304702695297305,0.8854185085208854,0.000106999893000107,0.330994669005331,0.0003396822000003397,0.4442881463158805
Ezh2,0.0056071527062573,0.004858584435454,0.0061045672429374,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0365455646807486,-0.1695484052684948,0.1575329107056795,0.4006485993514006,0.651461137156749,0.004285995714004286,0.004753995246004754,0.007792719480007792,0.02286361350002286
Fbxw7,0.0068463857455752,0.0062570082268335,0.0069777107084069,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.3252199934947104,0.1953885545433621,0.3493654063977036,9.99999000001e-07,2.4999975000025e-05,0.000643999356000644,9.99999000001e-07,0.0015975292666682642,2.857140000002857e-05
Fgfr1,0.0053476421651673,0.0050218218378378,0.005880869273914,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0311815150342574,-0.1259983986723433,0.0781403866080652,0.571048428951571,0.7822581218514671,0.037441962558037445,0.13478986521013478,0.05273515853244711,0.23441715688719095
Fgfr2,0.0056727198072641,0.0053502298189522,0.0064476417817136,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0539452559505544,-0.0476239445689764,0.2386871464175453,0.2630977369022631,0.5424695606232229,0.38744361255638743,1.3999986000014e-05,0.4257622116004257,0.00023333310000023334
Fgfr3,0.0053627672858377,0.0044519961080224,0.0059932663796783,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0271220786364956,-0.2453203546722629,0.1311719524828626,0.6296243703756296,0.8230383926478818,1.7999982000018e-05,0.01862798137201863,6.923070000006922e-05,0.07029426932837218
Fkbp1a,0.005767833041412,0.004633571984707,0.0059866840555276,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0774132267521438,-0.1855158650343436,0.132554200237877,0.13776586223413775,0.4067667165209547,0.001893998106001894,0.017616982383017617,0.004029783204259349,0.06775762455006776
Fkbp3,0.0052027658859669,0.0048810729823273,0.0056882078531667,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0709152526736403,-0.1628861231540037,0.0548639936472013,0.2170927829072171,0.4824284064604824,0.00603999396000604,0.25545874454125544,0.010596480631589545,0.37023006455254415
Fkbp4,0.0052566857877841,0.0048645242259836,0.0053423768637826,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0559490214122371,-0.1451163458969108,0.0192733841704197,0.3174486825513175,0.5824746468831513,0.01543998456001544,0.5993904006095994,0.024124975875024126,0.6515113050104341
Fkbp5,0.0052586257983084,0.0046954836439814,0.0061062052139866,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0554045246513211,-0.2188106804398753,0.0752837061618689,0.32175967824032176,0.585017596800585,0.000213999786000214,0.14764685235314765,0.0005863007835622302,0.2502489022934706
Flt3,0.0055063028805695,0.0049609802615287,0.0058948219018795,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0101830387754335,-0.1484563483011087,0.095912898983426,0.736037263962736,0.8867918842924531,0.01323898676101324,0.07891992108007892,0.021182378817621184,0.18790457400018792
Fosl1,0.0055105326773028,0.0050095310926455,0.0058239341658042,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0121072057680801,-0.1254088772838425,0.0897110533037119,0.7043412956587043,0.8695571551342027,0.03864196135803864,0.09645390354609645,0.05404470120005405,0.20634402442520636
Gapdh,0.0052569252652612,0.0048981243221809,0.005704459231948,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0561554145732718,-0.1582074074081327,0.0620056828415394,0.3158956841043159,0.5824746468831513,0.007738992261007739,0.21102778897221103,0.013116936035606338,0.32717486662358297
Gata4,0.005439540156793,0.0047708815041408,0.0058653747624768,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0066248031607495,-0.2040268429268087,0.0419898568868611,0.9697340302659697,0.9903960096039904,0.000688999311000689,0.3510836489163511,0.0016602393036161181,0.4681115318884681
Gata6,0.0056321730147104,0.0052392867927584,0.0058254510976641,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0435925733577888,-0.0527775023151584,0.0919384886273892,0.33751966248033755,0.5973485254584922,0.3452556547443453,0.09026890973109027,0.38149796104347544,0.20285148254177587
Gpx4,0.0050822698720893,0.0047733054206552,0.0055572325715328,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1046408920428081,-0.1905423704312472,0.0242821723116637,0.08168391831608168,0.30648487870030644,0.001415998584001416,0.5336434663565336,0.003182019289890822,0.5995994004005996
Hdac1,0.0054855668088376,0.0048119275259442,0.0057075424971817,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0055552801071764,-0.1834695326147172,0.063712509713694,0.8122421877578122,0.9390083095466037,0.002046997953002047,0.20014979985020015,0.004309469374741152,0.31519653519716556
Hdac2,0.0052830899739462,0.0050157306114682,0.0060972976243955,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0498012925883807,-0.1236245814788061,0.1580855228998779,0.3686576313423687,0.6175043824956176,0.041696958303041695,0.004625995374004626,0.05734514813430392,0.02286361350002286
Hdac3,0.0059840396291206,0.0055771537399221,0.0064278311385932,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.1309502324097014,0.0186680395512186,0.2331824830736719,0.018732981267018733,0.11019400745305136,0.6082853917146083,1.999998000002e-05,0.627098341973823,0.0002857140000002857
Hdac6,0.0054949681895708,0.0052139812984156,0.0064344045910092,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0077313596693055,-0.0676990381749522,0.2357222081532987,0.7791392208607791,0.9132949931377554,0.23697076302923697,1.7999982000018e-05,0.2692849579877693,0.0002769228000002769
Hif1a,0.0049967726173804,0.004181980384824,0.0055995922328877,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1297613299573214,-0.3858981512567431,0.035237326326164,0.03201696798303202,0.16418957940016418,9.99999000001e-07,0.412987587012413,6.24999375000625e-06,0.5194812415250478
Hnf4a,0.0053479187284376,0.0047444753619365,0.0063631718232272,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0314655723510015,-0.2092975104265333,0.1703916688919589,0.5674874325125675,0.7822581218514671,0.000453999546000454,0.002407997592002408,0.0011493659392416557,0.014405699880014406
Hnf4g,0.005595771873875,0.005174021926416,0.0059983522457689,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.034168418784576,-0.0791321784650494,0.1344817987866846,0.42252857747142253,0.6602009022990977,0.17631782368217633,0.015967984032015967,0.2111590702780555,0.06261954522359203
Hras,0.0054675970217952,0.0044821000594668,0.0062138034834786,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.000677566636274,-0.2859095901032868,0.1853921694148448,0.8981981018018982,0.9606396810715488,2.999997000003e-06,0.001117998882001118,1.3953474418618604e-05,0.009263990736009264
Hsp90aa1,0.0050851689068851,0.0045323818216515,0.0053481652458921,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1044130693420489,-0.2700205559416656,-0.031040404330093,0.08275091724908275,0.30648487870030644,2.999997000003e-06,0.5721104278895721,1.3953474418618604e-05,0.6252572982399695
Hsp90ab1,0.0054315992743989,0.0051465916526918,0.0059210211054602,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0087091971798046,-0.0863310810016041,0.1157615498733734,0.9333750666249334,0.9856646393353607,0.14278385721614278,0.037691962308037695,0.17202874363390697,0.11965702320011967
Huwe1,0.0051701630805781,0.0047219994580161,0.0055969743528968,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0805777340396321,-0.2202852133698553,0.0352830766664361,0.1697248302751697,0.4351918725004352,0.00018999981000019,0.4126165873834126,0.0005428566000005428,0.5194812415250478
Idh1,0.0054563811928042,0.0047084667716788,0.0059467859861655,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0023899066753285,-0.2168733257283774,0.1220257103427346,0.955010044989955,0.9896477150154974,0.000251999748000252,0.02938997061002939,0.000671999328000672,0.09962701901704878
Idh2,0.0052799183027892,0.0045822179271244,0.0054490995951392,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0495777887430147,-0.2540383725226078,0.0091495802138902,0.3705026294973705,0.6175043824956176,1.0999989000011e-05,0.7547082452917547,4.489791428575918e-05,0.8028811120125051
Igf1r,0.0050497594108047,0.0043502332916125,0.0053258470305514,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1143295605343996,-0.3479815053985781,-0.0374262675392287,0.05783894216105784,0.25181279166546916,9.99999000001e-07,0.49457750542249457,6.24999375000625e-06,0.5684798912902237
Jak1,0.0051511220610958,0.0048765301773221,0.0059484443161784,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0857470629205837,-0.1607993846339984,0.0876193151842121,0.14609185390814608,0.4067667165209547,0.006812993187006813,0.10184589815410185,0.011746539977597954,0.20634402442520636
Jak2,0.0052503809320796,0.0050815474315185,0.0057989059934817,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0576623509492862,-0.1043073946210462,0.0856963044397831,0.3057756942243058,0.5824746468831513,0.08303291696708304,0.1072988927011073,0.10577441651857711,0.20634402442520636
Kdm6a,0.0050623650909372,0.0044708177743902,0.0056225916002502,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1104661712268953,-0.2818323086180007,0.0414982421107851,0.06651993348006652,0.27716638950027717,2.999997000003e-06,0.35602664397335604,1.3953474418618604e-05,0.4715584688388822
Kdr,0.0055689228165865,0.0053212267986398,0.0057381749095805,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0273073176416047,-0.0383255517276931,0.0701400715238101,0.49718150281849716,0.7311492688507311,0.4857835142164858,0.171992828007172,0.5140566288005141,0.28045337808320725
Keap1,0.0046053630106124,0.0041441973088762,0.0052511644347243,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.2474529062941793,-0.3989917537394841,-0.0452209676863538,1.3999986000014e-05,0.00031111080000031114,9.99999000001e-07,0.41263158736841266,6.24999375000625e-06,0.5194812415250478
Kif11,0.0046455199848498,0.0039728279169865,0.0052134838021907,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.2343372180844046,-0.4599181419243009,-0.07375080281877,4.4999955000045e-05,0.00074999925000075,9.99999000001e-07,0.20005979994020007,6.24999375000625e-06,0.31519653519716556
